sentido,anio,codigo_ipress,mes,motivo
A_sin_D,2016,00007686,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00007719,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00007732,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00007795,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00007874,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00008024,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00008036,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00008108,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00008154,,Código sin D ese año (A nacional vs D filtrado)
A_sin_D,2016,00008229,,Código sin D ese año (A nacional vs D filtrado)
