codigo_ipress,anio,mes,servicios_d,servicios_con_camas_validas,suma_total_camas_d,max_total_camas_d,CA_CAMAS,estado_calidad_a,diferencia_suma_total_camas_d,diferencia_pct_suma_total_camas_d,diferencia_max_total_camas_d,diferencia_pct_max_total_camas_d
00005987,2019,8,10,10,373.0,93.0,372.0,UNICA,1.0,0.2688172043010753,-279.0,-75.0
00005987,2019,9,10,10,383.0,96.0,372.0,UNICA,11.0,2.956989247311828,-276.0,-74.19354838709677
00005987,2019,10,10,10,360.0,93.0,372.0,UNICA,-12.0,-3.225806451612903,-279.0,-75.0
00005987,2019,11,10,10,353.0,91.0,372.0,UNICA,-19.0,-5.10752688172043,-281.0,-75.53763440860214
00005987,2020,1,10,10,356.0,89.0,366.0,UNICA,-10.0,-2.73224043715847,-277.0,-75.68306010928961
00005987,2020,2,10,10,373.0,94.0,372.0,UNICA,1.0,0.2688172043010753,-278.0,-74.73118279569893
00005987,2020,3,9,9,397.0,96.0,373.0,UNICA,24.0,6.434316353887399,-277.0,-74.26273458445041
00005987,2020,4,9,9,375.0,98.0,373.0,UNICA,2.0,0.5361930294906166,-275.0,-73.7265415549598
00005987,2020,5,9,9,373.0,98.0,373.0,UNICA,0.0,0.0,-275.0,-73.7265415549598
00005987,2020,6,9,9,362.0,98.0,373.0,UNICA,-11.0,-2.949061662198391,-275.0,-73.7265415549598
00005987,2020,7,9,9,358.0,98.0,373.0,UNICA,-15.0,-4.021447721179625,-275.0,-73.7265415549598
00005987,2020,8,9,9,355.0,98.0,373.0,UNICA,-18.0,-4.825737265415549,-275.0,-73.7265415549598
00005987,2020,9,9,9,371.0,98.0,373.0,UNICA,-2.0,-0.5361930294906166,-275.0,-73.7265415549598
00005987,2020,10,9,9,360.0,98.0,373.0,UNICA,-13.0,-3.485254691689008,-275.0,-73.7265415549598
00005987,2021,1,8,8,410.0,124.0,373.0,UNICA,37.0,9.919571045576408,-249.0,-66.75603217158177
00005987,2021,2,8,8,418.0,132.0,397.0,UNICA,21.0,5.289672544080604,-265.0,-66.75062972292191
00005987,2021,3,9,9,451.0,138.0,370.0,UNICA,81.0,21.891891891891895,-232.0,-62.70270270270271
00005987,2021,4,9,9,477.0,133.0,363.0,UNICA,114.0,31.40495867768595,-230.0,-63.36088154269972
00005987,2021,5,8,8,406.0,124.0,363.0,UNICA,43.0,11.84573002754821,-239.0,-65.84022038567493
00005987,2021,6,9,9,355.0,97.0,408.0,UNICA,-53.0,-12.990196078431374,-311.0,-76.22549019607843
00005987,2021,7,9,9,394.0,97.0,408.0,UNICA,-14.0,-3.431372549019608,-311.0,-76.22549019607843
00005987,2021,8,9,9,392.0,98.0,406.0,UNICA,-14.0,-3.4482758620689653,-308.0,-75.86206896551724
00005987,2021,9,9,9,383.0,100.0,393.0,UNICA,-10.0,-2.5445292620865136,-293.0,-74.55470737913485
00005987,2021,10,10,10,382.0,99.0,393.0,UNICA,-11.0,-2.7989821882951653,-294.0,-74.80916030534351
00005987,2021,11,10,10,379.0,99.0,407.0,UNICA,-28.0,-6.87960687960688,-308.0,-75.67567567567568
00005987,2021,12,9,9,383.0,100.0,407.0,UNICA,-24.0,-5.896805896805897,-307.0,-75.42997542997543
00005987,2022,1,9,9,423.0,118.0,467.0,UNICA,-44.0,-9.421841541755889,-349.0,-74.7323340471092
00005987,2022,2,9,9,409.0,110.0,467.0,UNICA,-58.0,-12.419700214132762,-357.0,-76.44539614561027
00005987,2022,3,10,10,392.0,100.0,467.0,UNICA,-75.0,-16.059957173447536,-367.0,-78.58672376873662
00005987,2022,4,10,10,386.0,100.0,467.0,UNICA,-81.0,-17.34475374732334,-367.0,-78.58672376873662
00005987,2022,5,10,10,397.0,100.0,467.0,UNICA,-70.0,-14.989293361884368,-367.0,-78.58672376873662
00005987,2022,6,10,10,399.0,100.0,467.0,UNICA,-68.0,-14.5610278372591,-367.0,-78.58672376873662
00005987,2022,7,10,10,395.0,98.0,467.0,UNICA,-72.0,-15.417558886509635,-369.0,-79.01498929336188
00005987,2022,8,10,10,400.0,102.0,467.0,UNICA,-67.0,-14.346895074946467,-365.0,-78.15845824411134
00005987,2022,9,10,10,397.0,106.0,467.0,UNICA,-70.0,-14.989293361884368,-361.0,-77.30192719486081
00005987,2022,10,10,10,391.0,97.0,467.0,UNICA,-76.0,-16.274089935760173,-370.0,-79.22912205567452
00005987,2022,11,10,10,415.0,98.0,467.0,UNICA,-52.0,-11.134903640256958,-369.0,-79.01498929336188
00005987,2022,12,10,10,390.0,103.0,467.0,UNICA,-77.0,-16.488222698072803,-364.0,-77.94432548179871
00005987,2023,1,10,10,375.0,98.0,375.0,UNICA,0.0,0.0,-277.0,-73.86666666666667
00005987,2023,2,10,10,394.0,110.0,386.0,UNICA,8.0,2.072538860103627,-276.0,-71.50259067357513
00005987,2023,3,10,10,417.0,115.0,409.0,UNICA,8.0,1.9559902200488997,-294.0,-71.88264058679707
00005987,2023,4,10,10,431.0,118.0,423.0,UNICA,8.0,1.8912529550827424,-305.0,-72.10401891252955
00005987,2023,5,10,10,425.0,111.0,425.0,UNICA,0.0,0.0,-314.0,-73.88235294117646
00005987,2023,6,10,10,407.0,111.0,399.0,UNICA,8.0,2.0050125313283207,-288.0,-72.18045112781954
00005987,2023,7,10,10,395.0,114.0,388.0,UNICA,7.0,1.804123711340206,-274.0,-70.61855670103093
00005987,2023,8,10,10,389.0,114.0,382.0,UNICA,7.0,1.832460732984293,-268.0,-70.15706806282722
00005987,2023,9,10,10,384.0,111.0,377.0,UNICA,7.0,1.8567639257294428,-266.0,-70.55702917771883
00005987,2023,10,10,10,371.0,103.0,364.0,UNICA,7.0,1.9230769230769231,-261.0,-71.7032967032967
00005987,2023,11,10,10,365.0,103.0,359.0,UNICA,6.0,1.6713091922005572,-256.0,-71.3091922005571
00005987,2023,12,10,10,364.0,98.0,357.0,UNICA,7.0,1.9607843137254901,-259.0,-72.54901960784314
00005987,2024,1,10,10,367.0,102.0,360.0,UNICA,7.0,1.9444444444444444,-258.0,-71.66666666666667
00005987,2024,2,10,10,355.0,110.0,348.0,UNICA,7.0,2.0114942528735633,-238.0,-68.39080459770115
00005987,2024,3,10,10,359.0,111.0,352.0,UNICA,7.0,1.9886363636363635,-241.0,-68.4659090909091
00005987,2024,4,10,10,368.0,113.0,360.0,UNICA,8.0,2.2222222222222223,-247.0,-68.61111111111111
00005987,2024,5,10,10,375.0,113.0,367.0,UNICA,8.0,2.17983651226158,-254.0,-69.20980926430518
00005987,2024,6,10,10,384.0,114.0,376.0,UNICA,8.0,2.127659574468085,-262.0,-69.68085106382979
00005987,2024,7,10,10,373.0,113.0,375.0,UNICA,-2.0,-0.5333333333333333,-262.0,-69.86666666666666
00005987,2024,8,10,10,379.0,114.0,371.0,UNICA,8.0,2.15633423180593,-257.0,-69.2722371967655
00005987,2024,9,10,10,379.0,111.0,374.0,UNICA,5.0,1.3368983957219251,-263.0,-70.32085561497327
00005987,2024,10,10,10,375.0,108.0,372.0,UNICA,3.0,0.8064516129032258,-264.0,-70.96774193548387
00005987,2024,11,10,10,376.0,112.0,370.0,UNICA,6.0,1.6216216216216217,-258.0,-69.72972972972973
00005987,2024,12,10,10,379.0,114.0,376.0,UNICA,3.0,0.7978723404255319,-262.0,-69.68085106382979
00005987,2025,1,10,10,387.0,112.0,388.0,UNICA,-1.0,-0.25773195876288657,-276.0,-71.1340206185567
00005987,2025,2,10,10,391.0,114.0,390.0,UNICA,1.0,0.2564102564102564,-276.0,-70.76923076923077
00005987,2025,3,10,10,391.0,114.0,390.0,UNICA,1.0,0.2564102564102564,-276.0,-70.76923076923077
00005987,2025,4,10,10,381.0,114.0,381.0,UNICA,0.0,0.0,-267.0,-70.07874015748031
00005987,2025,5,10,10,381.0,115.0,381.0,UNICA,0.0,0.0,-266.0,-69.81627296587926
00005987,2025,6,10,10,377.0,114.0,378.0,UNICA,-1.0,-0.26455026455026454,-264.0,-69.84126984126983
00005987,2025,7,10,10,383.0,115.0,382.0,UNICA,1.0,0.2617801047120419,-267.0,-69.89528795811518
00005987,2025,8,10,10,381.0,114.0,409.0,UNICA,-28.0,-6.845965770171149,-295.0,-72.12713936430319
00005987,2025,9,10,10,374.0,111.0,409.0,UNICA,-35.0,-8.557457212713937,-298.0,-72.86063569682152
00005987,2025,10,10,10,360.0,114.0,409.0,UNICA,-49.0,-11.98044009779951,-295.0,-72.12713936430319
00005987,2025,11,10,10,353.0,115.0,409.0,UNICA,-56.0,-13.691931540342297,-294.0,-71.88264058679707
00005987,2025,12,2,2,20.0,12.0,356.0,UNICA,-336.0,-94.3820224719101,-344.0,-96.62921348314607
00005987,2026,1,10,10,371.0,115.0,411.0,UNICA,-40.0,-9.732360097323602,-296.0,-72.01946472019465
00005987,2026,2,10,10,384.0,115.0,428.0,UNICA,-44.0,-10.2803738317757,-313.0,-73.13084112149532
00005987,2026,3,11,11,387.0,114.0,428.0,UNICA,-41.0,-9.579439252336448,-314.0,-73.36448598130842
00005991,2025,1,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,2,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,3,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,4,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,5,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,6,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,7,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,8,1,1,10.0,10.0,10.0,UNICA,0.0,0.0,0.0,0.0
00005991,2025,9,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,10,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2025,11,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2026,1,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2026,2,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00005991,2026,3,1,1,9.0,9.0,10.0,UNICA,-1.0,-10.0,-1.0,-10.0
00006000,2025,1,1,1,4.0,4.0,16.0,UNICA,-12.0,-75.0,-12.0,-75.0
00006000,2025,7,1,1,6.0,6.0,16.0,UNICA,-10.0,-62.5,-10.0,-62.5
00006000,2025,8,1,1,6.0,6.0,16.0,UNICA,-10.0,-62.5,-10.0,-62.5
00006000,2025,9,1,1,6.0,6.0,16.0,UNICA,-10.0,-62.5,-10.0,-62.5
00006000,2025,10,1,1,6.0,6.0,16.0,UNICA,-10.0,-62.5,-10.0,-62.5
00006000,2025,11,1,1,6.0,6.0,16.0,UNICA,-10.0,-62.5,-10.0,-62.5
00006000,2026,1,1,1,6.0,6.0,16.0,UNICA,-10.0,-62.5,-10.0,-62.5
00006000,2026,2,1,1,6.0,6.0,16.0,UNICA,-10.0,-62.5,-10.0,-62.5
00006000,2026,3,1,1,3.0,3.0,16.0,UNICA,-13.0,-81.25,-13.0,-81.25
00006079,2025,4,1,1,5.0,5.0,0.0,UNICA,5.0,,5.0,
00006079,2025,5,1,1,5.0,5.0,0.0,UNICA,5.0,,5.0,
00006079,2025,6,1,1,5.0,5.0,0.0,UNICA,5.0,,5.0,
00006079,2025,7,1,1,5.0,5.0,0.0,UNICA,5.0,,5.0,
00006084,2025,5,1,1,4.0,4.0,4.0,UNICA,0.0,0.0,0.0,0.0
00006084,2025,6,1,1,4.0,4.0,4.0,UNICA,0.0,0.0,0.0,0.0
00006084,2025,7,1,1,4.0,4.0,4.0,UNICA,0.0,0.0,0.0,0.0
00006084,2025,8,1,1,4.0,4.0,4.0,UNICA,0.0,0.0,0.0,0.0
00006084,2026,1,1,1,4.0,4.0,4.0,UNICA,0.0,0.0,0.0,0.0
00006084,2026,2,1,1,4.0,4.0,4.0,UNICA,0.0,0.0,0.0,0.0
00006084,2026,3,1,1,4.0,4.0,4.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,4,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,5,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,6,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,7,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,8,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,9,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,10,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2025,11,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2026,1,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006088,2026,2,1,1,3.0,3.0,3.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,1,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,2,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,3,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,4,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,5,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,6,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,7,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,8,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,9,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,10,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2025,11,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2026,1,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2026,2,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006124,2026,3,1,1,9.0,9.0,9.0,UNICA,0.0,0.0,0.0,0.0
00006151,2025,1,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006151,2025,2,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006151,2025,3,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006151,2025,4,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006151,2025,5,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006151,2025,8,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006151,2025,9,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006151,2025,10,1,1,4.0,4.0,3.0,UNICA,1.0,33.33333333333333,1.0,33.33333333333333
00006164,2025,1,1,1,14.0,14.0,4.0,UNICA,10.0,250.0,10.0,250.0
00006164,2025,2,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,3,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,4,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,5,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,6,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,7,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,8,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,9,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,10,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2025,11,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2026,1,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2026,2,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006164,2026,3,1,1,14.0,14.0,14.0,UNICA,0.0,0.0,0.0,0.0
00006206,2015,6,14,14,593.0,204.0,641.0,UNICA,-48.0,-7.48829953198128,-437.0,-68.17472698907956
00006206,2015,7,12,12,568.0,252.0,641.0,UNICA,-73.0,-11.388455538221528,-389.0,-60.68642745709828
00006206,2015,10,17,17,609.0,204.0,644.0,UNICA,-35.0,-5.434782608695652,-440.0,-68.32298136645963
00006206,2015,11,15,15,399.0,97.0,644.0,UNICA,-245.0,-38.04347826086957,-547.0,-84.93788819875776
00006206,2015,12,20,20,655.0,204.0,644.0,UNICA,11.0,1.7080745341614907,-440.0,-68.32298136645963
00006206,2016,1,20,20,603.0,204.0,602.0,UNICA,1.0,0.16611295681063123,-398.0,-66.11295681063123
00006206,2016,2,13,13,347.0,97.0,602.0,UNICA,-255.0,-42.35880398671096,-505.0,-83.88704318936877
00006206,2016,3,14,14,599.0,252.0,626.0,UNICA,-27.0,-4.313099041533546,-374.0,-59.7444089456869
00006206,2016,4,14,14,632.0,252.0,629.0,UNICA,3.0,0.47694753577106513,-377.0,-59.93640699523053
00006206,2016,5,14,14,636.0,252.0,578.0,UNICA,58.0,10.034602076124568,-326.0,-56.40138408304498
00006206,2016,6,14,14,636.0,252.0,651.0,UNICA,-15.0,-2.3041474654377883,-399.0,-61.29032258064516
00006206,2016,7,14,14,636.0,252.0,614.0,UNICA,22.0,3.5830618892508146,-362.0,-58.95765472312704
00006206,2016,8,14,14,636.0,252.0,602.0,UNICA,34.0,5.647840531561462,-350.0,-58.139534883720934
00006206,2016,9,14,14,636.0,252.0,648.0,UNICA,-12.0,-1.8518518518518516,-396.0,-61.111111111111114
00006206,2016,10,14,14,636.0,252.0,594.0,UNICA,42.0,7.07070707070707,-342.0,-57.57575757575758
00006206,2016,11,14,14,636.0,252.0,612.0,UNICA,24.0,3.9215686274509802,-360.0,-58.82352941176471
00006206,2016,12,14,14,636.0,252.0,614.0,UNICA,22.0,3.5830618892508146,-362.0,-58.95765472312704
00006206,2017,1,14,14,636.0,252.0,634.0,UNICA,2.0,0.31545741324921134,-382.0,-60.252365930599375
00006206,2017,2,14,14,636.0,252.0,644.0,UNICA,-8.0,-1.2422360248447204,-392.0,-60.86956521739131
00006206,2017,3,14,14,634.0,250.0,640.0,UNICA,-6.0,-0.9375,-390.0,-60.9375
00006206,2017,4,14,14,635.0,251.0,646.0,UNICA,-11.0,-1.7027863777089782,-395.0,-61.145510835913306
00006206,2017,5,14,14,635.0,251.0,641.0,UNICA,-6.0,-0.93603744149766,-390.0,-60.8424336973479
00006206,2017,6,14,14,637.0,253.0,642.0,UNICA,-5.0,-0.778816199376947,-389.0,-60.59190031152648
00006206,2017,7,14,14,641.0,253.0,634.0,UNICA,7.0,1.1041009463722398,-381.0,-60.094637223974765
00006206,2017,8,14,14,642.0,254.0,594.0,UNICA,48.0,8.080808080808081,-340.0,-57.23905723905723
00006206,2017,9,14,14,643.0,253.0,640.0,UNICA,3.0,0.46875,-387.0,-60.46875000000001
00006206,2017,10,14,14,620.0,254.0,621.0,UNICA,-1.0,-0.1610305958132045,-367.0,-59.09822866344605
00006206,2017,11,14,14,627.0,254.0,640.0,UNICA,-13.0,-2.03125,-386.0,-60.3125
00006206,2017,12,14,14,627.0,254.0,615.0,UNICA,12.0,1.951219512195122,-361.0,-58.69918699186992
00006206,2018,1,14,14,642.0,254.0,653.0,UNICA,-11.0,-1.6845329249617151,-399.0,-61.102603369065854
00006206,2018,2,14,14,632.0,253.0,656.0,UNICA,-24.0,-3.6585365853658534,-403.0,-61.4329268292683
00006206,2018,3,14,14,623.0,243.0,649.0,UNICA,-26.0,-4.006163328197227,-406.0,-62.557781201849
00006206,2018,4,14,14,639.0,251.0,668.0,UNICA,-29.0,-4.341317365269461,-417.0,-62.4251497005988
00006206,2018,5,14,14,631.0,243.0,633.0,UNICA,-2.0,-0.315955766192733,-390.0,-61.61137440758294
00006206,2018,6,14,14,650.0,252.0,629.0,UNICA,21.0,3.338632750397456,-377.0,-59.93640699523053
00006206,2018,7,14,14,633.0,244.0,637.0,UNICA,-4.0,-0.6279434850863422,-393.0,-61.69544740973313
00006206,2018,8,14,14,628.0,244.0,631.0,UNICA,-3.0,-0.4754358161648178,-387.0,-61.33122028526149
00006206,2018,9,14,14,628.0,244.0,627.0,UNICA,1.0,0.1594896331738437,-383.0,-61.08452950558214
00006206,2018,10,14,14,637.0,253.0,645.0,UNICA,-8.0,-1.2403100775193798,-392.0,-60.775193798449614
00006206,2018,11,14,14,628.0,246.0,635.0,UNICA,-7.0,-1.1023622047244095,-389.0,-61.25984251968504
00006206,2019,1,14,14,629.0,246.0,604.0,UNICA,25.0,4.13907284768212,-358.0,-59.27152317880795
00006206,2019,2,14,14,626.0,246.0,598.0,UNICA,28.0,4.682274247491638,-352.0,-58.862876254180605
00006206,2019,3,14,14,616.0,246.0,598.0,UNICA,18.0,3.0100334448160537,-352.0,-58.862876254180605
00006206,2019,4,13,13,568.0,246.0,586.0,UNICA,-18.0,-3.0716723549488054,-340.0,-58.02047781569966
00006206,2019,5,13,13,570.0,246.0,604.0,UNICA,-34.0,-5.629139072847682,-358.0,-59.27152317880795
00006206,2019,6,14,14,619.0,246.0,600.0,UNICA,19.0,3.166666666666667,-354.0,-59.0
00006206,2019,7,14,14,619.0,246.0,600.0,UNICA,19.0,3.166666666666667,-354.0,-59.0
00006206,2019,8,13,13,568.0,245.0,636.0,UNICA,-68.0,-10.69182389937107,-391.0,-61.47798742138365
00006206,2019,9,13,13,563.0,245.0,601.0,UNICA,-38.0,-6.322795341098169,-356.0,-59.23460898502496
00006206,2019,10,14,14,629.0,253.0,601.0,UNICA,28.0,4.658901830282862,-348.0,-57.90349417637272
00006206,2019,11,14,14,582.0,245.0,597.0,UNICA,-15.0,-2.512562814070352,-352.0,-58.96147403685092
00006206,2020,1,14,14,582.0,246.0,579.0,UNICA,3.0,0.5181347150259068,-333.0,-57.51295336787565
00006206,2020,2,14,14,582.0,246.0,607.0,UNICA,-25.0,-4.118616144975288,-361.0,-59.472817133443165
00006206,2020,3,11,11,562.0,240.0,582.0,UNICA,-20.0,-3.436426116838488,-342.0,-58.76288659793815
00006206,2020,4,9,9,607.0,246.0,529.0,UNICA,78.0,14.744801512287333,-283.0,-53.497164461247635
00006206,2020,5,8,8,489.0,243.0,496.0,UNICA,-7.0,-1.411290322580645,-253.0,-51.00806451612904
00006206,2020,6,8,8,489.0,243.0,346.0,UNICA,143.0,41.32947976878613,-103.0,-29.76878612716763
00006206,2020,7,10,10,305.0,119.0,300.0,UNICA,5.0,1.6666666666666667,-181.0,-60.333333333333336
00006206,2020,8,10,10,306.0,119.0,325.0,UNICA,-19.0,-5.846153846153846,-206.0,-63.38461538461539
00006206,2020,9,10,10,296.0,119.0,303.0,UNICA,-7.0,-2.31023102310231,-184.0,-60.726072607260726
00006206,2020,10,10,10,325.0,111.0,275.0,UNICA,50.0,18.181818181818183,-164.0,-59.63636363636363
00006206,2020,11,12,12,337.0,111.0,307.0,UNICA,30.0,9.77198697068404,-196.0,-63.84364820846905
00006206,2020,12,10,10,367.0,156.0,291.0,UNICA,76.0,26.11683848797251,-135.0,-46.391752577319586
00006206,2021,1,9,9,360.0,140.0,276.0,UNICA,84.0,30.434782608695656,-136.0,-49.275362318840585
00006206,2021,2,9,9,360.0,140.0,269.0,UNICA,91.0,33.82899628252788,-129.0,-47.95539033457249
00006206,2021,3,9,9,353.0,140.0,288.0,UNICA,65.0,22.569444444444446,-148.0,-51.388888888888886
00006206,2021,4,9,9,403.0,140.0,306.0,UNICA,97.0,31.699346405228756,-166.0,-54.248366013071895
00006206,2021,5,9,9,446.0,156.0,287.0,UNICA,159.0,55.400696864111495,-131.0,-45.64459930313589
00006206,2021,6,9,9,465.0,176.0,323.0,UNICA,142.0,43.962848297213625,-147.0,-45.51083591331269
00006206,2021,7,9,9,503.0,181.0,363.0,UNICA,140.0,38.56749311294766,-182.0,-50.13774104683195
00006206,2021,8,12,12,417.0,185.0,370.0,UNICA,47.0,12.702702702702704,-185.0,-50.0
00006206,2021,9,12,12,557.0,185.0,314.0,UNICA,243.0,77.38853503184714,-129.0,-41.082802547770704
00006206,2021,10,12,12,458.0,195.0,329.0,UNICA,129.0,39.209726443769,-134.0,-40.72948328267477
00006206,2021,11,14,14,468.0,195.0,339.0,UNICA,129.0,38.05309734513274,-144.0,-42.47787610619469
00006206,2021,12,14,14,487.0,203.0,359.0,UNICA,128.0,35.65459610027855,-156.0,-43.45403899721448
00006206,2022,1,14,14,520.0,220.0,331.0,UNICA,189.0,57.09969788519638,-111.0,-33.53474320241692
00006206,2022,2,13,13,319.0,96.0,333.0,UNICA,-14.0,-4.2042042042042045,-237.0,-71.17117117117117
00006206,2022,3,12,12,407.0,137.0,334.0,UNICA,73.0,21.856287425149702,-197.0,-58.982035928143716
00006206,2022,4,13,13,501.0,212.0,334.0,UNICA,167.0,50.0,-122.0,-36.52694610778443
00006206,2022,5,14,14,585.0,266.0,422.0,UNICA,163.0,38.62559241706161,-156.0,-36.96682464454976
00006206,2022,6,14,14,562.0,266.0,410.0,UNICA,152.0,37.073170731707314,-144.0,-35.12195121951219
00006206,2022,7,14,14,548.0,273.0,410.0,UNICA,138.0,33.65853658536586,-137.0,-33.41463414634146
00006206,2022,8,14,14,551.0,273.0,409.0,UNICA,142.0,34.71882640586797,-136.0,-33.251833740831295
00006206,2022,9,14,14,542.0,271.0,406.0,UNICA,136.0,33.497536945812804,-135.0,-33.251231527093594
00006206,2022,10,14,14,563.0,272.0,408.0,UNICA,155.0,37.99019607843137,-136.0,-33.33333333333333
00006206,2022,11,14,14,563.0,272.0,428.0,UNICA,135.0,31.542056074766357,-156.0,-36.44859813084112
00006206,2022,12,13,13,544.0,283.0,412.0,UNICA,132.0,32.038834951456316,-129.0,-31.31067961165049
00006206,2023,1,13,13,571.0,268.0,397.0,UNICA,174.0,43.8287153652393,-129.0,-32.49370277078086
00006206,2023,2,13,13,643.0,300.0,448.0,UNICA,195.0,43.526785714285715,-148.0,-33.035714285714285
00006206,2023,3,13,13,596.0,270.0,443.0,UNICA,153.0,34.537246049661405,-173.0,-39.05191873589165
00006206,2023,4,13,13,602.0,270.0,441.0,UNICA,161.0,36.507936507936506,-171.0,-38.775510204081634
00006206,2023,5,13,13,587.0,270.0,435.0,UNICA,152.0,34.94252873563218,-165.0,-37.93103448275862
00006206,2023,6,13,13,587.0,270.0,479.0,UNICA,108.0,22.546972860125262,-209.0,-43.63256784968685
00006206,2023,7,13,13,620.0,266.0,472.0,UNICA,148.0,31.35593220338983,-206.0,-43.64406779661017
00006206,2023,8,13,13,612.0,266.0,479.0,UNICA,133.0,27.766179540709814,-213.0,-44.46764091858037
00006206,2023,9,13,13,612.0,266.0,494.0,UNICA,118.0,23.88663967611336,-228.0,-46.15384615384615
00006206,2023,10,14,14,631.0,266.0,498.0,UNICA,133.0,26.706827309236946,-232.0,-46.58634538152611
00006206,2023,11,14,14,631.0,266.0,502.0,UNICA,129.0,25.697211155378486,-236.0,-47.01195219123506
00006206,2023,12,14,14,631.0,266.0,301.0,UNICA,330.0,109.63455149501662,-35.0,-11.627906976744185
00006206,2024,1,14,14,638.0,270.0,510.0,UNICA,128.0,25.098039215686274,-240.0,-47.05882352941176
