codigo_ipress,anio,mes,_archivo,_registro,variable,anterior,actual,diferencia
00008281,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,5358,CA_CAMAS,32.0,0.0,-32.0
00008281,2024,2,data\raw\Capacidad\ConsultaA_2024_v22.csv,2697,CA_CAMAS,0.0,32.0,32.0
00008281,2024,5,data\raw\Capacidad\ConsultaA_2024_v22.csv,7464,CA_CAMAS,32.0,0.0,-32.0
00008281,2024,6,data\raw\Capacidad\ConsultaA_2024_v22.csv,18302,CA_CAMAS,0.0,32.0,32.0
00008281,2024,7,data\raw\Capacidad\ConsultaA_2024_v22.csv,22569,CA_CAMAS,32.0,0.0,-32.0
00008281,2024,8,data\raw\Capacidad\ConsultaA_2024_v22.csv,21987,CA_CAMAS,0.0,32.0,32.0
00008281,2024,11,data\raw\Capacidad\ConsultaA_2024_v22.csv,569,CA_CAMAS,32.0,0.0,-32.0
00008281,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,12837,CA_CAMAS,0.0,32.0,32.0
00008281,2025,3,data\raw\Capacidad\ConsultaA_2025_v22.csv,6185,CA_CAMAS,32.0,0.0,-32.0
00008281,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,16026,CA_CAMAS,0.0,32.0,32.0
00008281,2026,4,data\raw\Capacidad\ConsultaA_2026_v13.csv,15255,CA_CAMAS,32.0,0.0,-32.0
00008281,2026,5,data\raw\Capacidad\ConsultaA_2026_v13.csv,31442,CA_CAMAS,0.0,32.0,32.0
00008281,2026,6,data\raw\Capacidad\ConsultaA_2026_v13.csv,36594,CA_CAMAS,32.0,0.0,-32.0
00008281,2026,7,data\raw\Capacidad\ConsultaA_2026_v13.csv,16338,CA_CAMAS,0.0,32.0,32.0
00008292,2024,6,data\raw\Capacidad\ConsultaA_2024_v22.csv,21613,CA_CAMAS,6.0,60.0,54.0
00008353,2015,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2015_v1.csv,267,CA_CAMAS,26.0,66.0,40.0
00008389,2018,3,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,9338,CA_CAMAS,0.0,16.0,16.0
00008389,2018,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,15732,CA_CAMAS,16.0,0.0,-16.0
00008389,2018,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,9992,CA_CAMAS,0.0,16.0,16.0
00008389,2018,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,13611,CA_CAMAS,16.0,0.0,-16.0
00008389,2020,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,28769,CA_CAMAS,0.0,16.0,16.0
00008389,2020,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,26894,CA_CAMAS,16.0,0.0,-16.0
00008516,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,41201,CA_CAMAS,9.0,31.0,22.0
00008564,2020,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,35116,CA_CAMAS,45.0,859.0,814.0
00008653,2021,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,16635,CA_CAMAS,15.0,43.0,28.0
00008653,2021,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,27417,CA_CAMAS,15.0,45.0,30.0
00008653,2022,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,10080,CA_CAMAS,15.0,45.0,30.0
00008730,2022,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,3338,CA_CAMAS,5.0,19.0,14.0
00008786,2020,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,40185,CA_CAMAS,24.0,67.0,43.0
00008835,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,9588,CA_CAMAS,0.0,18.0,18.0
00008956,2015,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2015_v1.csv,238,CA_CAMAS,16.0,34.0,18.0
00008956,2020,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,37059,CA_CAMAS,19.0,0.0,-19.0
00008956,2020,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,39147,CA_CAMAS,0.0,19.0,19.0
00008956,2021,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,6231,CA_CAMAS,19.0,0.0,-19.0
00008956,2021,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,8411,CA_CAMAS,0.0,19.0,19.0
00008956,2021,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,16694,CA_CAMAS,23.0,0.0,-23.0
00008956,2021,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,19870,CA_CAMAS,0.0,18.0,18.0
00008956,2021,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,35740,CA_CAMAS,18.0,0.0,-18.0
00008956,2021,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,33209,CA_CAMAS,0.0,23.0,23.0
00008956,2022,2,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,6590,CA_CAMAS,0.0,23.0,23.0
00008956,2022,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23428,CA_CAMAS,23.0,0.0,-23.0
00008956,2022,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21013,CA_CAMAS,0.0,27.0,27.0
00008956,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,13008,CA_CAMAS,19.0,0.0,-19.0
00008956,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,51705,CA_CAMAS,0.0,19.0,19.0
00008956,2026,4,data\raw\Capacidad\ConsultaA_2026_v13.csv,15564,CA_CAMAS,19.0,0.0,-19.0
00008956,2026,5,data\raw\Capacidad\ConsultaA_2026_v13.csv,11123,CA_CAMAS,0.0,19.0,19.0
00009037,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,30995,CA_CAMAS,32.0,68.0,36.0
00009037,2020,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,32160,CA_CAMAS,25.0,50.0,25.0
00009040,2022,2,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,9659,CA_CAMAS,10.0,0.0,-10.0
00009040,2022,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,5026,CA_CAMAS,0.0,10.0,10.0
00009042,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,40242,CA_CAMAS,0.0,194.0,194.0
00009053,2016,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1553,CA_CAMAS,42.0,89.0,47.0
00009054,2021,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,15356,CA_CAMAS,5.0,42.0,37.0
00009068,2021,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,15625,CA_CAMAS,13.0,31.0,18.0
00009145,2019,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,26245,CA_CAMAS,14.0,35.0,21.0
00009145,2021,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,595,CA_CAMAS,14.0,35.0,21.0
00009251,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,22375,CA_CAMAS,116.0,1116.0,1000.0
00009251,2026,3,data\raw\Capacidad\ConsultaA_2026_v13.csv,5074,CA_CAMAS,178.0,1074.0,896.0
00009288,2018,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,21024,CA_CAMAS,4.0,14.0,10.0
00009660,2024,4,data\raw\Capacidad\ConsultaA_2024_v22.csv,16448,CA_CAMAS,12.0,0.0,-12.0
00009660,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,6516,CA_CAMAS,0.0,11.0,11.0
00009749,2016,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2362,CA_CAMAS,6.0,95.0,89.0
00009751,2018,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4180,CA_CAMAS,95.0,0.0,-95.0
00009752,2018,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2121,CA_CAMAS,95.0,0.0,-95.0
00009762,2018,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4679,CA_CAMAS,95.0,0.0,-95.0
00009954,2020,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,31198,CA_CAMAS,14.0,0.0,-14.0
00009954,2020,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,26819,CA_CAMAS,0.0,20.0,20.0
00009954,2024,4,data\raw\Capacidad\ConsultaA_2024_v22.csv,31646,CA_CAMAS,9.0,20.0,11.0
00010063,2018,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,13773,CA_CAMAS,8.0,18.0,10.0
00010063,2021,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,16672,CA_CAMAS,18.0,43.0,25.0
00010136,2021,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,21944,CA_CAMAS,12.0,44.0,32.0
00010205,2017,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,5463,CA_CAMAS,10.0,0.0,-10.0
00010205,2018,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3352,CA_CAMAS,0.0,10.0,10.0
00010205,2018,4,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2276,CA_CAMAS,10.0,0.0,-10.0
00010244,2017,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,5834,CA_CAMAS,0.0,95.0,95.0
00010244,2017,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,5833,CA_CAMAS,95.0,0.0,-95.0
00010244,2018,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,11087,CA_CAMAS,0.0,85.0,85.0
00010244,2018,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,22143,CA_CAMAS,85.0,0.0,-85.0
00010244,2019,4,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,14472,CA_CAMAS,0.0,96.0,96.0
00010244,2019,5,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,13300,CA_CAMAS,96.0,0.0,-96.0
00010244,2019,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,8672,CA_CAMAS,0.0,96.0,96.0
00010244,2019,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,12519,CA_CAMAS,96.0,0.0,-96.0
00010244,2019,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,19303,CA_CAMAS,0.0,96.0,96.0
00010251,2020,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,27054,CA_CAMAS,22.0,49.0,27.0
00010251,2024,11,data\raw\Capacidad\ConsultaA_2024_v22.csv,1964,CA_CAMAS,48.0,0.0,-48.0
00010251,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,35350,CA_CAMAS,0.0,48.0,48.0
00010267,2020,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,19739,CA_CAMAS,16.0,40.0,24.0
00010267,2021,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,648,CA_CAMAS,10.0,24.0,14.0
00010267,2023,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,12357,CA_CAMAS,15.0,44.0,29.0
00010559,2021,2,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,1326,CA_CAMAS,10.0,0.0,-10.0
00010559,2021,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,22364,CA_CAMAS,0.0,10.0,10.0
00010559,2021,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,30470,CA_CAMAS,10.0,0.0,-10.0
00010559,2021,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,31618,CA_CAMAS,0.0,10.0,10.0
00010679,2024,8,data\raw\Capacidad\ConsultaA_2024_v22.csv,7218,CA_CAMAS,13.0,0.0,-13.0
00010710,2017,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,9733,CA_CAMAS,17.0,0.0,-17.0
00010883,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,39536,CA_CAMAS,20.0,59.0,39.0
00011056,2018,4,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,934,CA_CAMAS,0.0,28.0,28.0
00011154,2016,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2614,CA_CAMAS,13.0,0.0,-13.0
00011241,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,14133,CA_CAMAS,6.0,29.0,23.0
00011241,2020,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,13917,CA_CAMAS,29.0,0.0,-29.0
00011241,2020,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,29153,CA_CAMAS,0.0,29.0,29.0
00011241,2021,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,19398,CA_CAMAS,29.0,0.0,-29.0
00011241,2021,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,34326,CA_CAMAS,0.0,23.0,23.0
00011241,2022,2,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,9967,CA_CAMAS,23.0,0.0,-23.0
00011241,2023,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,8293,CA_CAMAS,0.0,22.0,22.0
00011397,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,19572,CA_CAMAS,0.0,17.0,17.0
00011397,2020,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,22070,CA_CAMAS,17.0,0.0,-17.0
00011833,2023,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,10012,CA_CAMAS,20.0,0.0,-20.0
00011833,2023,2,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,11020,CA_CAMAS,0.0,19.0,19.0
00012020,2023,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,27528,CA_CAMAS,0.0,25.0,25.0
00012020,2023,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,28518,CA_CAMAS,25.0,0.0,-25.0
00012020,2024,2,data\raw\Capacidad\ConsultaA_2024_v22.csv,38533,CA_CAMAS,0.0,50.0,50.0
00012020,2024,3,data\raw\Capacidad\ConsultaA_2024_v22.csv,2638,CA_CAMAS,50.0,0.0,-50.0
00012206,2023,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,32636,CA_CAMAS,18.0,0.0,-18.0
00012243,2022,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,34140,CA_CAMAS,15.0,38.0,23.0
00012243,2023,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,20366,CA_CAMAS,44.0,0.0,-44.0
00012243,2023,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,31367,CA_CAMAS,0.0,40.0,40.0
00012243,2023,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,30710,CA_CAMAS,43.0,0.0,-43.0
00012243,2023,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,39552,CA_CAMAS,0.0,55.0,55.0
00012261,2025,12,data\raw\Capacidad\ConsultaA_2025_v22.csv,57821,CA_CAMAS,15.0,30.0,15.0
00012272,2020,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,31668,CA_CAMAS,17.0,90.0,73.0
00012301,2018,5,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5784,CA_CAMAS,16.0,36.0,20.0
00012671,2022,2,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,10553,CA_CAMAS,29.0,0.0,-29.0
00012765,2017,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,6851,CA_CAMAS,10.0,20.0,10.0
00012765,2018,5,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4245,CA_CAMAS,12.0,25.0,13.0
00012765,2018,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,15282,CA_CAMAS,10.0,20.0,10.0
00012765,2019,5,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,9222,CA_CAMAS,12.0,25.0,13.0
00012765,2019,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,7903,CA_CAMAS,10.0,20.0,10.0
00012765,2019,11,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,25602,CA_CAMAS,10.0,24.0,14.0
00012907,2023,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,33102,CA_CAMAS,18.0,0.0,-18.0
00012907,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,272,CA_CAMAS,0.0,27.0,27.0
00012907,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,705,CA_CAMAS,27.0,0.0,-27.0
00012907,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,24935,CA_CAMAS,0.0,27.0,27.0
00012907,2026,7,data\raw\Capacidad\ConsultaA_2026_v13.csv,8502,CA_CAMAS,27.0,0.0,-27.0
00012923,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,25380,CA_CAMAS,0.0,144.0,144.0
00013295,2020,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,33740,CA_CAMAS,30.0,60.0,30.0
00013295,2021,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,1714,CA_CAMAS,30.0,60.0,30.0
00013295,2023,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,249,CA_CAMAS,27.0,69.0,42.0
00013296,2020,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,35808,CA_CAMAS,19.0,0.0,-19.0
00013296,2022,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22075,CA_CAMAS,0.0,52.0,52.0
00013395,2019,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,23784,CA_CAMAS,20.0,0.0,-20.0
00013395,2019,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,20563,CA_CAMAS,0.0,17.0,17.0
00013722,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,4352,CA_CAMAS,45.0,90.0,45.0
00013722,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,38585,CA_CAMAS,45.0,90.0,45.0
00013911,2017,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,9667,CA_CAMAS,11.0,0.0,-11.0
00013911,2017,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,9666,CA_CAMAS,0.0,11.0,11.0
00013912,2020,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,36220,CA_CAMAS,54.0,145.0,91.0
00013912,2021,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,7028,CA_CAMAS,75.0,183.0,108.0
00013912,2021,2,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,6629,CA_CAMAS,183.0,0.0,-183.0
00013912,2021,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,10169,CA_CAMAS,0.0,258.0,258.0
00015078,2023,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,15987,CA_CAMAS,2.0,12.0,10.0
00015118,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,25632,CA_CAMAS,52.0,0.0,-52.0
00015118,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,22214,CA_CAMAS,0.0,40.0,40.0
00015118,2026,7,data\raw\Capacidad\ConsultaA_2026_v13.csv,26947,CA_CAMAS,40.0,0.0,-40.0
00015730,2020,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,5632,CA_CAMAS,102.0,316.0,214.0
00016005,2026,3,data\raw\Capacidad\ConsultaA_2026_v13.csv,435,CA_CAMAS,10.0,21.0,11.0
00016094,2024,4,data\raw\Capacidad\ConsultaA_2024_v22.csv,12225,CA_CAMAS,21.0,58.0,37.0
00016094,2024,6,data\raw\Capacidad\ConsultaA_2024_v22.csv,32672,CA_CAMAS,23.0,72.0,49.0
00016153,2020,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,19408,CA_CAMAS,17.0,42.0,25.0
00016157,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,17882,CA_CAMAS,27.0,68.0,41.0
00016291,2020,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,30140,CA_CAMAS,23.0,0.0,-23.0
00016291,2021,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,9843,CA_CAMAS,0.0,23.0,23.0
00016483,2020,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,33673,CA_CAMAS,0.0,150.0,150.0
00016483,2021,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,6895,CA_CAMAS,150.0,0.0,-150.0
00016536,2020,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,26898,CA_CAMAS,5.0,15.0,10.0
00016541,2018,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5499,CA_CAMAS,30.0,0.0,-30.0
00016541,2018,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,29255,CA_CAMAS,0.0,30.0,30.0
00016541,2019,3,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,6418,CA_CAMAS,30.0,73.0,43.0
00016541,2024,3,data\raw\Capacidad\ConsultaA_2024_v22.csv,30109,CA_CAMAS,15.0,82.0,67.0
00016551,2018,3,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6235,CA_CAMAS,0.0,16.0,16.0
00016552,2018,11,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,28592,CA_CAMAS,0.0,12.0,12.0
00016552,2019,11,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,29612,CA_CAMAS,13.0,0.0,-13.0
00016552,2019,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,30669,CA_CAMAS,0.0,13.0,13.0
00016721,2023,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,21687,CA_CAMAS,51.0,0.0,-51.0
00016721,2023,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,11264,CA_CAMAS,0.0,51.0,51.0
00016721,2023,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,18688,CA_CAMAS,51.0,0.0,-51.0
00016721,2023,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,35379,CA_CAMAS,0.0,36.0,36.0
00016721,2024,2,data\raw\Capacidad\ConsultaA_2024_v22.csv,38710,CA_CAMAS,51.0,0.0,-51.0
00016721,2024,3,data\raw\Capacidad\ConsultaA_2024_v22.csv,27521,CA_CAMAS,0.0,51.0,51.0
00016721,2024,5,data\raw\Capacidad\ConsultaA_2024_v22.csv,14065,CA_CAMAS,36.0,0.0,-36.0
00016721,2025,11,data\raw\Capacidad\ConsultaA_2025_v22.csv,57928,CA_CAMAS,0.0,51.0,51.0
00016744,2020,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,18545,CA_CAMAS,20.0,43.0,23.0
00016830,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,15212,CA_CAMAS,6.0,43.0,37.0
00017023,2026,3,data\raw\Capacidad\ConsultaA_2026_v13.csv,26967,CA_CAMAS,10.0,0.0,-10.0
00017075,2020,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,38455,CA_CAMAS,16.0,0.0,-16.0
00017075,2021,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,15651,CA_CAMAS,0.0,16.0,16.0
00017075,2021,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,15791,CA_CAMAS,16.0,0.0,-16.0
00017075,2021,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,17783,CA_CAMAS,0.0,16.0,16.0
00017075,2021,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,35856,CA_CAMAS,16.0,0.0,-16.0
00017075,2022,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,11191,CA_CAMAS,0.0,16.0,16.0
00017883,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,41784,CA_CAMAS,0.0,20.0,20.0
00017883,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,22334,CA_CAMAS,5.0,23.0,18.0
00018230,2018,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,13534,CA_CAMAS,31.0,313.0,282.0
00019264,2019,3,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,10322,CA_CAMAS,10.0,0.0,-10.0
00020245,2024,9,data\raw\Capacidad\ConsultaA_2024_v22.csv,46793,CA_CAMAS,0.0,26.0,26.0
00020245,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,36362,CA_CAMAS,26.0,0.0,-26.0
00020274,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,26271,CA_CAMAS,10.0,20.0,10.0
00020674,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,43093,CA_CAMAS,3.0,220601.0,220598.0
00020674,2025,12,data\raw\Capacidad\ConsultaA_2025_v22.csv,53600,CA_CAMAS,3.0,220601.0,220598.0
00020674,2026,4,data\raw\Capacidad\ConsultaA_2026_v13.csv,10252,CA_CAMAS,3.0,220601.0,220598.0
00023151,2017,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,13,CA_CAMAS,14.0,29.0,15.0
00023151,2018,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3263,CA_CAMAS,14.0,29.0,15.0
00023151,2019,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,2120,CA_CAMAS,14.0,29.0,15.0
00023151,2020,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,2385,CA_CAMAS,10.0,20.0,10.0
00023431,2026,1,data\raw\Capacidad\ConsultaA_2026_v13.csv,19354,CA_CAMAS,11.0,0.0,-11.0
00023488,2022,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,36718,CA_CAMAS,0.0,15.0,15.0
00023488,2023,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,8848,CA_CAMAS,15.0,0.0,-15.0
00023833,2023,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,1694,CA_CAMAS,10.0,0.0,-10.0
00023969,2026,5,data\raw\Capacidad\ConsultaA_2026_v13.csv,11577,CA_CAMAS,0.0,12.0,12.0
