codigo_ipress,anio,mes,_archivo,_registro,variable,anterior,actual,diferencia
00023969,2026,6,data\raw\Capacidad\ConsultaA_2026_v13.csv,21691,CA_CAMAS,12.0,0.0,-12.0
00024425,2019,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,33246,CA_CAMAS,4.0,20.0,16.0
00024425,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,16258,CA_CAMAS,14.0,30.0,16.0
00024425,2020,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,30308,CA_CAMAS,14.0,30.0,16.0
00024425,2022,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,6938,CA_CAMAS,4.0,30.0,26.0
00024425,2022,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,15451,CA_CAMAS,4.0,30.0,26.0
00024425,2022,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24681,CA_CAMAS,4.0,30.0,26.0
00024425,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,3697,CA_CAMAS,4.0,30.0,26.0
00024425,2024,5,data\raw\Capacidad\ConsultaA_2024_v22.csv,32183,CA_CAMAS,4.0,30.0,26.0
00024425,2024,7,data\raw\Capacidad\ConsultaA_2024_v22.csv,10485,CA_CAMAS,4.0,30.0,26.0
00024425,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,2025,CA_CAMAS,4.0,30.0,26.0
00024425,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,19671,CA_CAMAS,4.0,30.0,26.0
00024425,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,27879,CA_CAMAS,4.0,22.0,18.0
00025061,2026,4,data\raw\Capacidad\ConsultaA_2026_v13.csv,21364,CA_CAMAS,10.0,21.0,11.0
00025535,2022,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,33167,CA_CAMAS,0.0,20.0,20.0
00025732,2023,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,28300,CA_CAMAS,2.0,13.0,11.0
00026935,2023,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,20266,CA_CAMAS,6.0,19.0,13.0
00026936,2021,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,25971,CA_CAMAS,20.0,40.0,20.0
00027276,2023,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,31913,CA_CAMAS,0.0,11.0,11.0
00027276,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,37502,CA_CAMAS,13.0,0.0,-13.0
00027478,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,13363,CA_CAMAS,36.0,0.0,-36.0
00027478,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,4468,CA_CAMAS,0.0,33.0,33.0
00027733,2020,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,30099,CA_CAMAS,49.0,106.0,57.0
00028464,2026,3,data\raw\Capacidad\ConsultaA_2026_v13.csv,17077,CA_CAMAS,18.0,0.0,-18.0
00028464,2026,7,data\raw\Capacidad\ConsultaA_2026_v13.csv,7214,CA_CAMAS,0.0,12.0,12.0
00029011,2025,12,data\raw\Capacidad\ConsultaA_2025_v22.csv,50382,CA_CAMAS,47.0,0.0,-47.0
00029518,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,47909,CA_CAMAS,0.0,122.0,122.0
00029518,2024,11,data\raw\Capacidad\ConsultaA_2024_v22.csv,44308,CA_CAMAS,122.0,0.0,-122.0
00030997,2025,3,data\raw\Capacidad\ConsultaA_2025_v22.csv,41694,CA_CAMAS,8.0,19.0,11.0
00032441,2023,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,25281,CA_CAMAS,0.0,11.0,11.0
00032672,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,39098,CA_CAMAS,12.0,0.0,-12.0
00032672,2024,2,data\raw\Capacidad\ConsultaA_2024_v22.csv,2696,CA_CAMAS,0.0,12.0,12.0
00032672,2024,4,data\raw\Capacidad\ConsultaA_2024_v22.csv,30154,CA_CAMAS,12.0,0.0,-12.0
00032672,2024,5,data\raw\Capacidad\ConsultaA_2024_v22.csv,13093,CA_CAMAS,0.0,12.0,12.0
00032672,2024,7,data\raw\Capacidad\ConsultaA_2024_v22.csv,8937,CA_CAMAS,12.0,0.0,-12.0
00032672,2024,8,data\raw\Capacidad\ConsultaA_2024_v22.csv,9337,CA_CAMAS,0.0,12.0,12.0
00032672,2024,11,data\raw\Capacidad\ConsultaA_2024_v22.csv,47258,CA_CAMAS,12.0,0.0,-12.0
00032672,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47571,CA_CAMAS,0.0,12.0,12.0
00032672,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,22100,CA_CAMAS,12.0,0.0,-12.0
00032672,2025,3,data\raw\Capacidad\ConsultaA_2025_v22.csv,14601,CA_CAMAS,0.0,12.0,12.0
00032672,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,14775,CA_CAMAS,12.0,0.0,-12.0
00032672,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,28194,CA_CAMAS,0.0,12.0,12.0
00032672,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,39541,CA_CAMAS,12.0,0.0,-12.0
00032672,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,3679,CA_CAMAS,0.0,12.0,12.0
00032672,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,12180,CA_CAMAS,12.0,0.0,-12.0
00032672,2025,11,data\raw\Capacidad\ConsultaA_2025_v22.csv,53542,CA_CAMAS,0.0,12.0,12.0
00032672,2026,1,data\raw\Capacidad\ConsultaA_2026_v13.csv,39629,CA_CAMAS,12.0,0.0,-12.0
00032702,2026,6,data\raw\Capacidad\ConsultaA_2026_v13.csv,35062,CA_CAMAS,0.0,10.0,10.0
00033237,2023,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,28266,CA_CAMAS,0.0,13.0,13.0
00033237,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,42633,CA_CAMAS,13.0,0.0,-13.0
00033237,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,31796,CA_CAMAS,0.0,13.0,13.0
00033622,2023,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,40657,CA_CAMAS,0.0,10.0,10.0
00034418,2026,1,data\raw\Capacidad\ConsultaA_2026_v13.csv,10275,CA_CAMAS,0.0,27.0,27.0
00034737,2025,11,data\raw\Capacidad\ConsultaA_2025_v22.csv,48975,CA_CAMAS,12.0,39.0,27.0
00036675,2026,4,data\raw\Capacidad\ConsultaA_2026_v13.csv,21845,CA_CAMAS,19.0,135.0,116.0
00036980,2026,4,data\raw\Capacidad\ConsultaA_2026_v13.csv,15549,CA_CAMAS,5.0,16.0,11.0
00000162,2022,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,10603,CA_MEDICOS_TOTAL,9.0,19.0,10.0
00000162,2024,6,data\raw\Capacidad\ConsultaA_2024_v22.csv,9703,CA_MEDICOS_TOTAL,7.0,17.0,10.0
00000210,2017,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,193,CA_MEDICOS_TOTAL,29.0,58.0,29.0
00000340,2016,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,212,CA_MEDICOS_TOTAL,14.0,145.0,131.0
00000434,2020,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,5477,CA_MEDICOS_TOTAL,3.0,20.0,17.0
00000727,2022,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,3986,CA_MEDICOS_TOTAL,0.0,16.0,16.0
00000754,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,48185,CA_MEDICOS_TOTAL,120.0,298.0,178.0
00000754,2026,3,data\raw\Capacidad\ConsultaA_2026_v13.csv,4105,CA_MEDICOS_TOTAL,120.0,298.0,178.0
00000887,2021,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,25319,CA_MEDICOS_TOTAL,10.0,0.0,-10.0
00000887,2021,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,33718,CA_MEDICOS_TOTAL,0.0,12.0,12.0
00000887,2022,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30570,CA_MEDICOS_TOTAL,10.0,0.0,-10.0
00000887,2023,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,5682,CA_MEDICOS_TOTAL,0.0,10.0,10.0
00000887,2023,10,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,26545,CA_MEDICOS_TOTAL,10.0,0.0,-10.0
00000887,2023,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,26088,CA_MEDICOS_TOTAL,0.0,10.0,10.0
00001232,2024,5,data\raw\Capacidad\ConsultaA_2024_v22.csv,13211,CA_MEDICOS_TOTAL,36.0,217.0,181.0
00001233,2022,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,32270,CA_MEDICOS_TOTAL,8.0,18.0,10.0
00001237,2018,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3564,CA_MEDICOS_TOTAL,13.0,125.0,112.0
00001257,2022,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,36719,CA_MEDICOS_TOTAL,7.0,18.0,11.0
00001263,2022,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,36720,CA_MEDICOS_TOTAL,2.0,18.0,16.0
00001264,2022,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,36721,CA_MEDICOS_TOTAL,2.0,18.0,16.0
00001267,2022,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,36722,CA_MEDICOS_TOTAL,2.0,18.0,16.0
00001294,2023,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,33716,CA_MEDICOS_TOTAL,5.0,18.0,13.0
00001307,2020,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,27400,CA_MEDICOS_TOTAL,2.0,22.0,20.0
00001325,2018,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,629,CA_MEDICOS_TOTAL,0.0,10.0,10.0
00001325,2018,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,21169,CA_MEDICOS_TOTAL,0.0,10.0,10.0
00001325,2019,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,21614,CA_MEDICOS_TOTAL,11.0,0.0,-11.0
00001325,2019,11,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,28308,CA_MEDICOS_TOTAL,0.0,11.0,11.0
00001325,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,50716,CA_MEDICOS_TOTAL,0.0,11.0,11.0
00001328,2018,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,14793,CA_MEDICOS_TOTAL,1.0,11.0,10.0
00001344,2019,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,31742,CA_MEDICOS_TOTAL,29.0,87.0,58.0
00001344,2021,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,17976,CA_MEDICOS_TOTAL,1.0,32.0,31.0
00001344,2023,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,15012,CA_MEDICOS_TOTAL,1.0,26.0,25.0
00001344,2023,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,33787,CA_MEDICOS_TOTAL,36.0,0.0,-36.0
00001344,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2177,CA_MEDICOS_TOTAL,0.0,26.0,26.0
00001344,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,37756,CA_MEDICOS_TOTAL,26.0,54.0,28.0
00001344,2025,12,data\raw\Capacidad\ConsultaA_2025_v22.csv,59392,CA_MEDICOS_TOTAL,54.0,0.0,-54.0
00001382,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,15522,CA_MEDICOS_TOTAL,30.0,60.0,30.0
00001444,2018,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,28198,CA_MEDICOS_TOTAL,0.0,11.0,11.0
00001652,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,20006,CA_MEDICOS_TOTAL,45.0,92.0,47.0
00001652,2020,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,36202,CA_MEDICOS_TOTAL,57.0,166.0,109.0
00002021,2016,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,484,CA_MEDICOS_TOTAL,27.0,75.0,48.0
00002084,2019,5,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,17575,CA_MEDICOS_TOTAL,136.0,413.0,277.0
00002112,2025,11,data\raw\Capacidad\ConsultaA_2025_v22.csv,56058,CA_MEDICOS_TOTAL,12.0,145.0,133.0
00002161,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,26349,CA_MEDICOS_TOTAL,30.0,66.0,36.0
00002305,2021,8,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,19376,CA_MEDICOS_TOTAL,184.0,387.0,203.0
00002378,2018,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,11894,CA_MEDICOS_TOTAL,29.0,0.0,-29.0
00002378,2018,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,15793,CA_MEDICOS_TOTAL,0.0,35.0,35.0
00002378,2021,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,5714,CA_MEDICOS_TOTAL,39.0,0.0,-39.0
00002378,2021,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,17606,CA_MEDICOS_TOTAL,0.0,33.0,33.0
00002398,2017,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,1560,CA_MEDICOS_TOTAL,9.0,22.0,13.0
00002398,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,20500,CA_MEDICOS_TOTAL,11.0,22.0,11.0
00002523,2026,7,data\raw\Capacidad\ConsultaA_2026_v13.csv,8822,CA_MEDICOS_TOTAL,1.0,11.0,10.0
00002818,2016,5,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,496,CA_MEDICOS_TOTAL,18.0,56.0,38.0
00002864,2018,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,17488,CA_MEDICOS_TOTAL,11.0,126.0,115.0
00002974,2020,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,3981,CA_MEDICOS_TOTAL,18.0,37.0,19.0
00002990,2018,3,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,8374,CA_MEDICOS_TOTAL,5.0,15.0,10.0
00003032,2020,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,35718,CA_MEDICOS_TOTAL,22.0,0.0,-22.0
00003032,2021,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,5944,CA_MEDICOS_TOTAL,0.0,21.0,21.0
00003068,2019,5,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,7171,CA_MEDICOS_TOTAL,13.0,0.0,-13.0
00003068,2019,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,9467,CA_MEDICOS_TOTAL,0.0,12.0,12.0
00003068,2023,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,16553,CA_MEDICOS_TOTAL,19.0,44.0,25.0
00003414,2019,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,15906,CA_MEDICOS_TOTAL,55.0,0.0,-55.0
00003414,2019,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,18139,CA_MEDICOS_TOTAL,0.0,55.0,55.0
00003414,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,39444,CA_MEDICOS_TOTAL,57.0,143.0,86.0
00003494,2016,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4279,CA_MEDICOS_TOTAL,30.0,0.0,-30.0
00003494,2017,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,9092,CA_MEDICOS_TOTAL,0.0,30.0,30.0
00003494,2019,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,2333,CA_MEDICOS_TOTAL,9.0,24.0,15.0
00003523,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,23152,CA_MEDICOS_TOTAL,25.0,0.0,-25.0
00003523,2025,3,data\raw\Capacidad\ConsultaA_2025_v22.csv,10355,CA_MEDICOS_TOTAL,0.0,27.0,27.0
00003575,2019,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,22602,CA_MEDICOS_TOTAL,2.0,34.0,32.0
00003727,2016,11,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,649,CA_MEDICOS_TOTAL,15.0,0.0,-15.0
00003727,2016,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,647,CA_MEDICOS_TOTAL,0.0,15.0,15.0
00003727,2024,6,data\raw\Capacidad\ConsultaA_2024_v22.csv,9091,CA_MEDICOS_TOTAL,10.0,39.0,29.0
00003754,2017,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,9938,CA_MEDICOS_TOTAL,26.0,0.0,-26.0
00003754,2017,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,9935,CA_MEDICOS_TOTAL,0.0,28.0,28.0
00003754,2019,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,4862,CA_MEDICOS_TOTAL,13.0,29.0,16.0
00003754,2023,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,39915,CA_MEDICOS_TOTAL,13.0,32.0,19.0
00003754,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,1339,CA_MEDICOS_TOTAL,34.0,0.0,-34.0
00003754,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,21745,CA_MEDICOS_TOTAL,0.0,34.0,34.0
00003754,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,26999,CA_MEDICOS_TOTAL,32.0,0.0,-32.0
00003754,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,4991,CA_MEDICOS_TOTAL,0.0,30.0,30.0
00003754,2025,12,data\raw\Capacidad\ConsultaA_2025_v22.csv,59476,CA_MEDICOS_TOTAL,34.0,0.0,-34.0
00003754,2026,1,data\raw\Capacidad\ConsultaA_2026_v13.csv,30491,CA_MEDICOS_TOTAL,0.0,34.0,34.0
00003754,2026,6,data\raw\Capacidad\ConsultaA_2026_v13.csv,17979,CA_MEDICOS_TOTAL,32.0,0.0,-32.0
00003943,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,15168,CA_MEDICOS_TOTAL,5.0,19.0,14.0
00004131,2021,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,4023,CA_MEDICOS_TOTAL,40.0,91.0,51.0
00004140,2018,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4260,CA_MEDICOS_TOTAL,9.0,47.0,38.0
00004370,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,39011,CA_MEDICOS_TOTAL,16.0,83.0,67.0
00004370,2020,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,27261,CA_MEDICOS_TOTAL,43.0,88.0,45.0
00004655,2023,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,10644,CA_MEDICOS_TOTAL,19.0,45.0,26.0
00004659,2020,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,17328,CA_MEDICOS_TOTAL,14.0,34.0,20.0
00005217,2021,11,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,27025,CA_MEDICOS_TOTAL,1.0,13.0,12.0
00005226,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,49669,CA_MEDICOS_TOTAL,7.0,49.0,42.0
00005239,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,16936,CA_MEDICOS_TOTAL,10.0,20.0,10.0
00005239,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,42043,CA_MEDICOS_TOTAL,10.0,21.0,11.0
00005251,2020,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,20480,CA_MEDICOS_TOTAL,10.0,22.0,12.0
00005292,2018,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,27413,CA_MEDICOS_TOTAL,2.0,28.0,26.0
00005293,2017,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,2424,CA_MEDICOS_TOTAL,2.0,31.0,29.0
00005296,2023,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,17907,CA_MEDICOS_TOTAL,4.0,14.0,10.0
00005395,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,4238,CA_MEDICOS_TOTAL,6.0,18.0,12.0
00005556,2026,1,data\raw\Capacidad\ConsultaA_2026_v13.csv,39503,CA_MEDICOS_TOTAL,16.0,0.0,-16.0
00005556,2026,2,data\raw\Capacidad\ConsultaA_2026_v13.csv,1458,CA_MEDICOS_TOTAL,0.0,14.0,14.0
00005577,2024,2,data\raw\Capacidad\ConsultaA_2024_v22.csv,4208,CA_MEDICOS_TOTAL,99.0,223.0,124.0
00005617,2021,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,1835,CA_MEDICOS_TOTAL,87.0,188.0,101.0
00005799,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3111,CA_MEDICOS_TOTAL,37.0,74.0,37.0
00005850,2025,3,data\raw\Capacidad\ConsultaA_2025_v22.csv,38774,CA_MEDICOS_TOTAL,7.0,18.0,11.0
00005947,2017,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,2576,CA_MEDICOS_TOTAL,111.0,0.0,-111.0
00005947,2017,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,2575,CA_MEDICOS_TOTAL,0.0,111.0,111.0
00005948,2018,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,28844,CA_MEDICOS_TOTAL,43.0,96.0,53.0
00005986,2018,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,9136,CA_MEDICOS_TOTAL,54.0,118.0,64.0
00005987,2016,11,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1024,CA_MEDICOS_TOTAL,262.0,524.0,262.0
00006153,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,5670,CA_MEDICOS_TOTAL,15.0,31.0,16.0
00006173,2026,4,data\raw\Capacidad\ConsultaA_2026_v13.csv,7809,CA_MEDICOS_TOTAL,6.0,30.0,24.0
00006206,2015,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2015_v1.csv,108,CA_MEDICOS_TOTAL,62.0,171.0,109.0
00006214,2021,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,30809,CA_MEDICOS_TOTAL,37.0,82.0,45.0
00006248,2025,12,data\raw\Capacidad\ConsultaA_2025_v22.csv,52886,CA_MEDICOS_TOTAL,4.0,43.0,39.0
00006270,2022,4,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,536,CA_MEDICOS_TOTAL,3.0,14.0,11.0
00006312,2023,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,8300,CA_MEDICOS_TOTAL,4.0,15.0,11.0
00006361,2023,12,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,39482,CA_MEDICOS_TOTAL,19.0,0.0,-19.0
00006361,2024,1,data\raw\Capacidad\ConsultaA_2024_v22.csv,2379,CA_MEDICOS_TOTAL,0.0,19.0,19.0
00006502,2022,3,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,413,CA_MEDICOS_TOTAL,14.0,31.0,17.0
00006575,2023,9,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,30766,CA_MEDICOS_TOTAL,1.0,13.0,12.0
00006615,2016,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1301,CA_MEDICOS_TOTAL,22.0,57.0,35.0
00006732,2024,2,data\raw\Capacidad\ConsultaA_2024_v22.csv,29146,CA_MEDICOS_TOTAL,84.0,0.0,-84.0
00006732,2024,3,data\raw\Capacidad\ConsultaA_2024_v22.csv,29267,CA_MEDICOS_TOTAL,0.0,60.0,60.0
00006918,2017,1,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,3535,CA_MEDICOS_TOTAL,17.0,98.0,81.0
00006919,2020,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,21112,CA_MEDICOS_TOTAL,12.0,25.0,13.0
00007113,2026,3,data\raw\Capacidad\ConsultaA_2026_v13.csv,24562,CA_MEDICOS_TOTAL,1.0,14.0,13.0
00007126,2019,3,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,20344,CA_MEDICOS_TOTAL,65.0,251.0,186.0
00007126,2025,11,data\raw\Capacidad\ConsultaA_2025_v22.csv,51380,CA_MEDICOS_TOTAL,68.0,209.0,141.0
00007314,2016,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1393,CA_MEDICOS_TOTAL,10.0,0.0,-10.0
00007314,2016,11,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1392,CA_MEDICOS_TOTAL,0.0,10.0,10.0
00007314,2018,12,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,29828,CA_MEDICOS_TOTAL,16.0,0.0,-16.0
00007314,2019,2,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,1433,CA_MEDICOS_TOTAL,0.0,16.0,16.0
00007633,2015,9,data\raw\Capacidad\ConsultaA_Recurso_Salud_2015_v1.csv,199,CA_MEDICOS_TOTAL,295.0,717.0,422.0
00007633,2021,1,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,3768,CA_MEDICOS_TOTAL,434.0,4392.0,3958.0
00007636,2019,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2019_v7.csv,19221,CA_MEDICOS_TOTAL,11.0,35.0,24.0
00007637,2017,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2017_v1.csv,8748,CA_MEDICOS_TOTAL,57.0,123.0,66.0
00007637,2021,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2021_v19.csv,19922,CA_MEDICOS_TOTAL,57.0,134.0,77.0
00007700,2026,5,data\raw\Capacidad\ConsultaA_2026_v13.csv,14280,CA_MEDICOS_TOTAL,4.0,17.0,13.0
00007734,2015,8,data\raw\Capacidad\ConsultaA_Recurso_Salud_2015_v1.csv,178,CA_MEDICOS_TOTAL,41.0,108.0,67.0
