codigo_ipress,anio,mes,servicio_hospitalizacion,total_camas,CA_CAMAS,diferencia,diferencia_absoluta,diferencia_porcentual,estado_match,_archivo,_registro
00006216,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA OTORRINOLARINGOLOGÍA PEDIÁTRICA,11,409.0,-398.0,398.0,-97.31051344743277,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4346.0
00006216,2016,9,HOSPITALIZACIÓN DE MEDICINA HEMATOLOGÍA,3,409.0,-406.0,406.0,-99.26650366748166,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4346.0
00006216,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) PEDIÁTRICA,19,409.0,-390.0,390.0,-95.35452322738386,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4346.0
00007734,2016,9,HOSPITALIZACIÓN,36,36.0,0.0,0.0,0.0,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1366.0
00010098,2016,9,HOSPITALIZACIÓN,20,20.0,0.0,0.0,0.0,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2260.0
00008671,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,12,107.0,-95.0,95.0,-88.78504672897196,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1915.0
00008671,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA,3,107.0,-104.0,104.0,-97.19626168224299,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1915.0
00008671,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,34,107.0,-73.0,73.0,-68.22429906542055,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1915.0
00008671,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,36,107.0,-71.0,71.0,-66.35514018691589,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1915.0
00008671,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,14,107.0,-93.0,93.0,-86.91588785046729,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1915.0
00008671,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,8,107.0,-99.0,99.0,-92.5233644859813,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1915.0
00007634,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,75,330.0,-255.0,255.0,-77.27272727272727,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1455.0
00007634,2016,9,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,24,330.0,-306.0,306.0,-92.72727272727272,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1455.0
00007634,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,15,330.0,-315.0,315.0,-95.45454545454545,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1455.0
00007634,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,80,330.0,-250.0,250.0,-75.75757575757575,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1455.0
00007634,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,72,330.0,-258.0,258.0,-78.18181818181819,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1455.0
00007634,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,40,330.0,-290.0,290.0,-87.87878787878788,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1455.0
00007634,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,24,330.0,-306.0,306.0,-92.72727272727272,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1455.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,117,648.0,-531.0,531.0,-81.94444444444444,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,12,648.0,-636.0,636.0,-98.14814814814815,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,7,648.0,-641.0,641.0,-98.91975308641975,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA,10,648.0,-638.0,638.0,-98.4567901234568,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,22,648.0,-626.0,626.0,-96.60493827160494,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,6,648.0,-642.0,642.0,-99.07407407407408,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,50,648.0,-598.0,598.0,-92.28395061728395,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,12,648.0,-636.0,636.0,-98.14814814814815,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA,6,648.0,-642.0,642.0,-99.07407407407408,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,35,648.0,-613.0,613.0,-94.59876543209876,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,67,648.0,-581.0,581.0,-89.6604938271605,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,18,648.0,-630.0,630.0,-97.22222222222221,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,174,648.0,-474.0,474.0,-73.14814814814815,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,40,648.0,-608.0,608.0,-93.82716049382715,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,47,648.0,-601.0,601.0,-92.74691358024691,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00005946,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL (UCIN),7,648.0,-641.0,641.0,-98.91975308641975,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,979.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,182,1507.0,-1325.0,1325.0,-87.92302587923025,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,11,1507.0,-1496.0,1496.0,-99.27007299270073,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA,8,1507.0,-1499.0,1499.0,-99.46914399469145,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,30,1507.0,-1477.0,1477.0,-98.0092899800929,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,70,1507.0,-1437.0,1437.0,-95.3550099535501,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,12,1507.0,-1495.0,1495.0,-99.20371599203716,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,111,1507.0,-1396.0,1396.0,-92.63437292634373,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,48,1507.0,-1459.0,1459.0,-96.81486396814863,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,159,1507.0,-1348.0,1348.0,-89.44923689449237,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,111,1507.0,-1396.0,1396.0,-92.63437292634373,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,447,1507.0,-1060.0,1060.0,-70.3384207033842,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA,50,1507.0,-1457.0,1457.0,-96.6821499668215,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,62,1507.0,-1445.0,1445.0,-95.88586595885866,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,114,1507.0,-1393.0,1393.0,-92.43530192435301,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA ENDOCRINOLOGÍA PEDIÁTRICA,24,1507.0,-1483.0,1483.0,-98.40743198407432,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00008720,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),68,1507.0,-1439.0,1439.0,-95.48772395487724,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1813.0
00018011,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,73,94.0,-21.0,21.0,-22.340425531914892,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4053.0
00018011,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA CARDIOLOGÍA PEDIÁTRICA,21,94.0,-73.0,73.0,-77.6595744680851,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4053.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,43,366.0,-323.0,323.0,-88.25136612021858,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR,12,366.0,-354.0,354.0,-96.72131147540983,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA,6,366.0,-360.0,360.0,-98.36065573770492,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,8,366.0,-358.0,358.0,-97.81420765027322,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA QUEMADOS,8,366.0,-358.0,358.0,-97.81420765027322,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,16,366.0,-350.0,350.0,-95.62841530054644,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,11,366.0,-355.0,355.0,-96.99453551912568,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,36,366.0,-330.0,330.0,-90.1639344262295,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,17,366.0,-349.0,349.0,-95.3551912568306,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,18,366.0,-348.0,348.0,-95.08196721311475,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,65,366.0,-301.0,301.0,-82.24043715846994,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,16,366.0,-350.0,350.0,-95.62841530054644,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,30,366.0,-336.0,336.0,-91.80327868852459,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,5,366.0,-361.0,361.0,-98.63387978142076,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE MEDICINA NEFROLOGIA,6,366.0,-360.0,360.0,-98.36065573770492,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA,15,366.0,-351.0,351.0,-95.90163934426229,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE MEDICINA NEUMOLOGÍA,22,366.0,-344.0,344.0,-93.98907103825137,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN DE MEDICINA GINECOLOGIA,10,366.0,-356.0,356.0,-97.26775956284153,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CARDIOLOGIA,12,366.0,-354.0,354.0,-96.72131147540983,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00013591,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),10,366.0,-356.0,356.0,-97.26775956284153,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,4572.0
00017024,2016,9,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,27,658.0,-631.0,631.0,-95.8966565349544,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,3748.0
00017024,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA,16,658.0,-642.0,642.0,-97.56838905775076,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,3748.0
00017024,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,20,658.0,-638.0,638.0,-96.96048632218846,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,3748.0
00017024,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,20,658.0,-638.0,638.0,-96.96048632218846,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,3748.0
00017024,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),18,658.0,-640.0,640.0,-97.26443768996961,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,3748.0
00010135,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,11,50.0,-39.0,39.0,-78.0,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2409.0
00010135,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,3,50.0,-47.0,47.0,-94.0,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2409.0
00010135,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,14,50.0,-36.0,36.0,-72.0,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2409.0
00010135,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,11,50.0,-39.0,39.0,-78.0,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2409.0
00010135,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,6,50.0,-44.0,44.0,-88.0,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,2409.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,21,952.0,-931.0,931.0,-97.79411764705883,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DIGESTIVA,95,952.0,-857.0,857.0,-90.02100840336135,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR,18,952.0,-934.0,934.0,-98.10924369747899,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TRANSPLANTES,14,952.0,-938.0,938.0,-98.52941176470588,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA,10,952.0,-942.0,942.0,-98.94957983193278,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,13,952.0,-939.0,939.0,-98.6344537815126,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA QUEMADOS,9,952.0,-943.0,943.0,-99.0546218487395,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,22,952.0,-930.0,930.0,-97.68907563025209,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,16,952.0,-936.0,936.0,-98.31932773109243,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,72,952.0,-880.0,880.0,-92.43697478991596,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,43,952.0,-909.0,909.0,-95.48319327731093,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,26,952.0,-926.0,926.0,-97.26890756302521,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,55,952.0,-897.0,897.0,-94.22268907563026,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,147,952.0,-805.0,805.0,-84.55882352941177,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA,23,952.0,-929.0,929.0,-97.58403361344537,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,17,952.0,-935.0,935.0,-98.21428571428571,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA PSIQUIATRÍA DEL NIÑO Y DEL ADOLESCENTE,7,952.0,-945.0,945.0,-99.26470588235294,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN MEDICINA PSIQUIATRÍA PISIQUIATRIA/ SALUD MENTAL Y ADICCIONES,3,952.0,-949.0,949.0,-99.68487394957984,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,17,952.0,-935.0,935.0,-98.21428571428571,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,12,952.0,-940.0,940.0,-98.73949579831933,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA CARDIOLOGIA,8,952.0,-944.0,944.0,-99.15966386554622,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA DERMATOLOGÍA,12,952.0,-940.0,940.0,-98.73949579831933,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA ENDOCRINOLOGIA,12,952.0,-940.0,940.0,-98.73949579831933,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA GASTROENTEROLOGÍA,32,952.0,-920.0,920.0,-96.63865546218487,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA GERIATRIA,16,952.0,-936.0,936.0,-98.31932773109243,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA HEMATOLOGÍA,20,952.0,-932.0,932.0,-97.89915966386555,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA NEFROLOGIA,30,952.0,-922.0,922.0,-96.84873949579831,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA,21,952.0,-931.0,931.0,-97.79411764705883,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA NEUMOLOGÍA,28,952.0,-924.0,924.0,-97.05882352941177,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,HOSPITALIZACIÓN DE MEDICINA REUMATOLOGÍA,12,952.0,-940.0,940.0,-98.73949579831933,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,UNIDAD DE CUIDADOS CRITICOS,14,952.0,-938.0,938.0,-98.52941176470588,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI) CARDIOLOGIA,18,952.0,-934.0,934.0,-98.10924369747899,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEONATOLOGÍA,15,952.0,-937.0,937.0,-98.42436974789915,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEUROQUIRÚRGICA,16,952.0,-936.0,936.0,-98.31932773109243,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) PEDIÁTRICA,6,952.0,-946.0,946.0,-99.36974789915966,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
00009251,2016,9,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) CARDIOVASCULAR,15,952.0,-937.0,937.0,-98.42436974789915,unico,data\raw\Capacidad\ConsultaA_Recurso_Salud_2016_v1.csv,1692.0
