codigo_ipress,anio,mes,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,departamento,provincia,distrito,sector,categoria,nombre_ipress,_codigo_original,_anio_original,_mes_original,_clave_valida,_archivo,_registro,_huella_fila,original_ANHO,original_MES,original_UBIGEO,original_DEPARTAMENTO,original_PROVINCIA,original_DISTRITO,original_SECTOR,original_CATEGORIA,original_CO_IPRESS,original_RAZON_SOC,original_CA_CONSULTORIOS,original_CA_CONSULTORIOS_FN,original_CA_CAMAS,original_CA_MEDICOS_TOTAL,original_CA_MEDICOS_SERUM,original_CA_MEDICOS_RESIDENTES,original_CA_ENFERMERAS,original_CA_ODONTOLOGOS,original_CA_PSICOLOGOS,original_CA_NUTRICIONISTAS,original_CA_TECNOLOGOS_MEDICOS,original_CA_OBSTETRICES,original_CA_FARMACEUTICOS,original_CA_AUXILIARES,original_CA_OTROS_PROF,original_CA_AMBULANCIAS,filas_originales,versiones_distintas,estado_calidad_a,cantidad_eliminada
00006541,2025,3,0,0,0,1,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,YACUSISA,00006541,2025,03,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,32181,14124797674791051169,2025,03,220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,00006541,YACUSISA,3,3,0,0,0,0,1,0,0,0,0,1,0,7,0,0,3,2,AMBIGUA,0
00026163,2025,3,0,0,0,0,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,AGUA AZUL,00026163,2025,03,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,32182,17826220827577074149,2025,03,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00026163,AGUA AZUL,3,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,2,AMBIGUA,0
00004486,2025,7,0,0,0,1,CAJAMARCA,CELENDIN,JOSE GALVEZ,GOBIERNO REGIONAL,I-1,FRAYLECOCHA,00004486,2025,07,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,34035,11785816435490327849,2025,07,060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,GOBIERNO REGIONAL,I-1,00004486,FRAYLECOCHA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,2,AMBIGUA,0
00026094,2025,7,0,0,0,1,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,GOBIERNO REGIONAL,I-1,CAPILLA SANTA ROSA LAMBAYEQUE,00026094,2025,07,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,34073,6619896188962415736,2025,07,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,GOBIERNO REGIONAL,I-1,00026094,CAPILLA SANTA ROSA LAMBAYEQUE,4,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,2,AMBIGUA,0
00006540,2025,3,0,0,0,1,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,NUEVA VIDA,00006540,2025,03,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,34083,16398086272831291200,2025,03,220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,00006540,NUEVA VIDA,3,3,0,0,0,0,1,0,0,0,0,0,0,7,0,0,3,2,AMBIGUA,0
00026163,2025,3,0,0,0,1,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,AGUA AZUL,00026163,2025,03,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,34084,12631607864524068119,2025,03,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00026163,AGUA AZUL,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,2,AMBIGUA,0
00021587,2025,3,0,0,0,0,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,ALTO PACHIZA,00021587,2025,03,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,34085,16204403793131017744,2025,03,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00021587,ALTO PACHIZA,3,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,2,AMBIGUA,0
00001540,2025,7,43,3,0,7,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,HOSPITAL MAMA ASHU CHACAS,00001540,2025,07,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,35034,11189886840014140033,2025,07,020401,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,00001540,HOSPITAL MAMA ASHU CHACAS,9,9,43,3,1,0,7,1,1,1,0,4,0,34,0,2,2,2,AMBIGUA,0
00001540,2025,8,51,3,0,7,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,HOSPITAL MAMA ASHU CHACAS,00001540,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,37323,6767758315091344768,2025,08,020401,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,00001540,HOSPITAL MAMA ASHU CHACAS,9,9,51,3,1,0,7,1,1,1,0,4,0,34,0,2,2,2,AMBIGUA,0
00001540,2025,8,51,4,0,7,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,HOSPITAL MAMA ASHU CHACAS,00001540,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,37326,3351005565943423503,2025,08,020401,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,00001540,HOSPITAL MAMA ASHU CHACAS,9,9,51,4,1,0,7,1,1,1,0,4,0,34,0,2,2,2,AMBIGUA,0
00011351,2025,5,0,0,0,1,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-1,PUTACCA,00011351,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,38837,14182940354613263058,2025,05,090114,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-1,00011351,PUTACCA,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,AMBIGUA,0
00001540,2025,7,51,3,0,7,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,HOSPITAL MAMA ASHU CHACAS,00001540,2025,07,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,39534,5439684712241585829,2025,07,020401,ANCASH,ASUNCION,CHACAS,GOBIERNO REGIONAL,I-4,00001540,HOSPITAL MAMA ASHU CHACAS,9,9,51,3,1,0,7,1,1,1,0,4,0,34,0,2,2,2,AMBIGUA,0
00000759,2025,8,0,4,0,6,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,GOBIERNO REGIONAL,I-3,CAYRAN,00000759,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,39755,1485798709218360965,2025,08,100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,GOBIERNO REGIONAL,I-3,00000759,CAYRAN,11,22,0,4,0,0,6,3,1,0,0,5,1,1,0,1,2,2,AMBIGUA,0
00007342,2025,5,0,0,0,1,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-1,CHILLHUAPAMPA,00007342,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,39824,8585477938233474401,2025,05,090114,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-1,00007342,CHILLHUAPAMPA,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,AMBIGUA,0
00003903,2025,5,0,0,0,1,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-1,HUAYANAY,00003903,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,39825,6011828613610072407,2025,05,090114,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-1,00003903,HUAYANAY,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,AMBIGUA,0
00003902,2025,5,2,1,0,3,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-3,PALCA,00003902,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,39826,2012559965004180863,2025,05,090114,HUANCAVELICA,HUANCAVELICA,PALCA,GOBIERNO REGIONAL,I-3,00003902,PALCA,7,4,2,1,0,0,3,1,1,0,0,2,0,5,0,1,2,2,AMBIGUA,0
00000995,2025,8,4,3,0,4,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,SANTA ANA DE TUSI,00000995,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,40199,10234274980714420455,2025,08,190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,00000995,SANTA ANA DE TUSI,7,13,4,3,2,0,4,2,1,0,0,4,0,10,0,1,7,2,AMBIGUA,0
00003976,2025,3,9,9,0,9,HUANCAVELICA,CHURCAMPA,CHURCAMPA,GOBIERNO REGIONAL,I-4,CHURCAMPA,00003976,2025,03,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,40636,16357714940356250018,2025,03,090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,GOBIERNO REGIONAL,I-4,00003976,CHURCAMPA,23,17,9,9,0,0,9,3,2,1,0,9,2,27,7,3,3,2,AMBIGUA,0
00003976,2025,3,9,9,0,9,HUANCAVELICA,CHURCAMPA,CHURCAMPA,GOBIERNO REGIONAL,I-4,CHURCAMPA,00003976,2025,03,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,40641,16357714940356250018,2025,03,090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,GOBIERNO REGIONAL,I-4,00003976,CHURCAMPA,23,17,9,9,0,0,9,3,2,1,0,9,2,27,7,3,3,2,AMBIGUA,0
00004682,2025,4,13,7,0,11,CAJAMARCA,CHOTA,LAJAS,GOBIERNO REGIONAL,I-4,LAJAS,00004682,2025,04,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,40654,10402786307228469429,2025,04,060410,CAJAMARCA,CHOTA,LAJAS,GOBIERNO REGIONAL,I-4,00004682,LAJAS,25,9,13,7,1,0,11,4,3,0,0,8,2,23,7,2,4,2,AMBIGUA,0
00002538,2025,8,0,7,0,9,CUSCO,QUISPICANCHI,QUIQUIJANA,GOBIERNO REGIONAL,I-4,QUIQUIJANA,00002538,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,41890,10236852552762036162,2025,08,081212,CUSCO,QUISPICANCHI,QUIQUIJANA,GOBIERNO REGIONAL,I-4,00002538,QUIQUIJANA,2,5,0,7,0,0,9,2,2,1,0,6,0,15,2,2,2,2,AMBIGUA,0
00002539,2025,8,0,0,0,1,CUSCO,QUISPICANCHI,QUIQUIJANA,GOBIERNO REGIONAL,I-1,CCOLCA,00002539,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42222,7688326776231290937,2025,08,081212,CUSCO,QUISPICANCHI,QUIQUIJANA,GOBIERNO REGIONAL,I-1,00002539,CCOLCA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,AMBIGUA,0
00002525,2025,8,0,3,0,5,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,GOBIERNO REGIONAL,I-2,ANDAHUAYLILLAS,00002525,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42223,1141065117527559382,2025,08,081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,GOBIERNO REGIONAL,I-2,00002525,ANDAHUAYLILLAS,3,3,0,3,1,0,5,1,0,0,0,2,0,4,1,0,2,2,AMBIGUA,0
00001383,2025,8,0,7,0,9,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD CORIRE,00001383,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42328,12151008915200073343,2025,08,040413,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,00001383,CENTRO DE SALUD CORIRE,7,14,0,7,0,0,9,2,2,1,0,2,1,14,0,2,4,2,AMBIGUA,0
00001391,2025,8,0,5,0,10,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD EL PEDREGAL,00001391,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42329,17051796146512937381,2025,08,040413,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-2,00001391,PUESTO DE SALUD EL PEDREGAL,12,20,0,5,1,0,10,3,3,2,1,5,0,14,3,1,3,2,AMBIGUA,0
00001383,2025,8,0,7,0,9,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD CORIRE,00001383,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42330,14723436012162237438,2025,08,040413,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,00001383,CENTRO DE SALUD CORIRE,7,14,0,7,0,0,9,2,2,1,0,2,1,14,3,2,4,2,AMBIGUA,0
00001383,2025,8,0,7,0,9,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD CORIRE,00001383,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42333,14723436012162237438,2025,08,040413,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,00001383,CENTRO DE SALUD CORIRE,7,14,0,7,0,0,9,2,2,1,0,2,1,14,3,2,4,2,AMBIGUA,0
00001391,2025,8,0,1,0,1,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD EL PEDREGAL,00001391,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42334,5671781982678172032,2025,08,040413,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-2,00001391,PUESTO DE SALUD EL PEDREGAL,4,8,0,1,1,0,1,0,0,0,0,1,0,1,0,0,3,2,AMBIGUA,0
00001299,2025,5,0,5,0,6,AREQUIPA,AREQUIPA,CHIGUATA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD CHIGUATA,00001299,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42755,3872211765725273931,2025,05,040106,AREQUIPA,AREQUIPA,CHIGUATA,GOBIERNO REGIONAL,I-3,00001299,CENTRO DE SALUD CHIGUATA,11,11,0,5,0,0,6,3,1,1,0,3,0,2,4,1,4,2,AMBIGUA,0
00001319,2025,5,0,1,0,2,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD SAN JUAN DE TARUCANI,00001319,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42756,1709066393126964244,2025,05,040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,GOBIERNO REGIONAL,I-2,00001319,PUESTO DE SALUD SAN JUAN DE TARUCANI,4,4,0,1,1,0,2,1,0,0,0,1,0,2,0,1,4,2,AMBIGUA,0
00001321,2025,5,0,0,0,0,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD SALINAS HUITO,00001321,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42757,3130188159252518893,2025,05,040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,GOBIERNO REGIONAL,I-1,00001321,PUESTO DE SALUD SALINAS HUITO,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,AMBIGUA,0
00001299,2025,5,0,5,0,6,AREQUIPA,AREQUIPA,CHIGUATA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD CHIGUATA,00001299,2025,05,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42758,3872211765725273931,2025,05,040106,AREQUIPA,AREQUIPA,CHIGUATA,GOBIERNO REGIONAL,I-3,00001299,CENTRO DE SALUD CHIGUATA,11,11,0,5,0,0,6,3,1,1,0,3,0,2,4,1,4,2,AMBIGUA,0
00006449,2025,9,4,1,0,1,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,HOSPITAL RURAL DE PAPAPLAYA,00006449,2025,09,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42897,8500641855868271387,2025,09,220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,00006449,HOSPITAL RURAL DE PAPAPLAYA,5,6,4,1,1,0,1,1,2,0,0,2,0,12,0,0,4,2,AMBIGUA,0
00006449,2025,9,4,1,0,1,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,HOSPITAL RURAL DE PAPAPLAYA,00006449,2025,09,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,42904,8500641855868271387,2025,09,220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,00006449,HOSPITAL RURAL DE PAPAPLAYA,5,6,4,1,1,0,1,1,2,0,0,2,0,12,0,0,4,2,AMBIGUA,0
00000995,2025,8,4,3,0,4,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,SANTA ANA DE TUSI,00000995,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43122,10234274980714420455,2025,08,190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,00000995,SANTA ANA DE TUSI,7,13,4,3,2,0,4,2,1,0,0,4,0,10,0,1,7,2,AMBIGUA,0
00002539,2025,8,0,0,0,1,CUSCO,QUISPICANCHI,QUIQUIJANA,GOBIERNO REGIONAL,I-1,CCOLCA,00002539,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43141,16986153144495475542,2025,08,081212,CUSCO,QUISPICANCHI,QUIQUIJANA,GOBIERNO REGIONAL,I-1,00002539,CCOLCA,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,AMBIGUA,0
00002525,2025,8,0,2,0,4,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,GOBIERNO REGIONAL,I-2,ANDAHUAYLILLAS,00002525,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43142,17743219841466404538,2025,08,081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,GOBIERNO REGIONAL,I-2,00002525,ANDAHUAYLILLAS,3,3,0,2,1,0,4,1,0,0,0,2,0,4,1,0,2,2,AMBIGUA,0
00002533,2025,8,0,0,0,1,CUSCO,QUISPICANCHI,HUARO,GOBIERNO REGIONAL,I-1,URPAY,00002533,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43144,10999176840514106685,2025,08,081207,CUSCO,QUISPICANCHI,HUARO,GOBIERNO REGIONAL,I-1,00002533,URPAY,1,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,2,AMBIGUA,0
00008911,2025,8,0,0,0,1,CUSCO,QUISPICANCHI,CCATCA,GOBIERNO REGIONAL,I-1,HUARA HUARA,00008911,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43145,15306720858805541495,2025,08,081205,CUSCO,QUISPICANCHI,CCATCA,GOBIERNO REGIONAL,I-1,00008911,HUARA HUARA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,AMBIGUA,0
00006980,2025,8,0,0,0,1,CUSCO,QUISPICANCHI,CUSIPATA,GOBIERNO REGIONAL,I-1,CHILLIHUANI,00006980,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43146,4741949419563103107,2025,08,081206,CUSCO,QUISPICANCHI,CUSIPATA,GOBIERNO REGIONAL,I-1,00006980,CHILLIHUANI,3,3,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,2,AMBIGUA,0
00002534,2025,8,0,4,0,5,CUSCO,QUISPICANCHI,LUCRE,GOBIERNO REGIONAL,I-2,LUCRE,00002534,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43147,15618660728315159832,2025,08,081208,CUSCO,QUISPICANCHI,LUCRE,GOBIERNO REGIONAL,I-2,00002534,LUCRE,12,16,0,4,1,0,5,3,1,0,0,4,0,6,3,1,2,2,AMBIGUA,0
00008911,2025,8,0,0,0,1,CUSCO,QUISPICANCHI,CCATCA,GOBIERNO REGIONAL,I-1,HUARA HUARA,00008911,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43149,12993815944277421319,2025,08,081205,CUSCO,QUISPICANCHI,CCATCA,GOBIERNO REGIONAL,I-1,00008911,HUARA HUARA,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,AMBIGUA,0
00006980,2025,8,0,0,0,1,CUSCO,QUISPICANCHI,CUSIPATA,GOBIERNO REGIONAL,I-1,CHILLIHUANI,00006980,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43150,13409497653048600225,2025,08,081206,CUSCO,QUISPICANCHI,CUSIPATA,GOBIERNO REGIONAL,I-1,00006980,CHILLIHUANI,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,2,AMBIGUA,0
00006449,2025,9,4,1,0,1,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,HOSPITAL RURAL DE PAPAPLAYA,00006449,2025,09,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43190,14085287233638759543,2025,09,220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,00006449,HOSPITAL RURAL DE PAPAPLAYA,5,6,4,1,1,0,1,0,2,0,0,2,0,12,0,0,4,2,AMBIGUA,0
00006449,2025,9,4,1,0,1,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,HOSPITAL RURAL DE PAPAPLAYA,00006449,2025,09,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43197,14085287233638759543,2025,09,220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,GOBIERNO REGIONAL,I-3,00006449,HOSPITAL RURAL DE PAPAPLAYA,5,6,4,1,1,0,1,0,2,0,0,2,0,12,0,0,4,2,AMBIGUA,0
00000995,2025,8,4,3,0,4,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,SANTA ANA DE TUSI,00000995,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43482,10234274980714420455,2025,08,190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,00000995,SANTA ANA DE TUSI,7,13,4,3,2,0,4,2,1,0,0,4,0,10,0,1,7,2,AMBIGUA,0
00004237,2025,6,0,2,0,3,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,CHUNCHUQUILLO,00004237,2025,06,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,43908,8577165901347251620,2025,06,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,00004237,CHUNCHUQUILLO,2,2,0,2,1,0,3,2,1,0,1,3,0,9,0,1,2,2,AMBIGUA,0
00003894,2025,8,0,1,0,3,HUANCAVELICA,TAYACAJA,QUICHUAS,GOBIERNO REGIONAL,I-3,QUICHUAS,00003894,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,44362,13825552802681738172,2025,08,090719,HUANCAVELICA,TAYACAJA,QUICHUAS,GOBIERNO REGIONAL,I-3,00003894,QUICHUAS,7,14,0,1,1,0,3,2,1,0,0,3,0,7,1,1,2,2,AMBIGUA,0
00000995,2025,8,4,3,0,4,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,SANTA ANA DE TUSI,00000995,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,44453,10234274980714420455,2025,08,190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,GOBIERNO REGIONAL,I-4,00000995,SANTA ANA DE TUSI,7,13,4,3,2,0,4,2,1,0,0,4,0,10,0,1,7,2,AMBIGUA,0
00004122,2025,8,0,2,0,3,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-3,SAN ISIDRO DE ACOBAMBA,00004122,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,44633,16655857427004160196,2025,08,090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-3,00004122,SAN ISIDRO DE ACOBAMBA,7,14,0,2,1,0,3,2,1,0,0,2,0,5,1,1,2,2,AMBIGUA,0
00001383,2025,8,0,7,0,9,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD CORIRE,00001383,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,44772,12151008915200073343,2025,08,040413,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-3,00001383,CENTRO DE SALUD CORIRE,7,14,0,7,0,0,9,2,2,1,0,2,1,14,0,2,4,2,AMBIGUA,0
00001391,2025,8,0,5,0,10,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD EL PEDREGAL,00001391,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,44773,17051796146512937381,2025,08,040413,AREQUIPA,CASTILLA,URACA,GOBIERNO REGIONAL,I-2,00001391,PUESTO DE SALUD EL PEDREGAL,12,20,0,5,1,0,10,3,3,2,1,5,0,14,3,1,3,2,AMBIGUA,0
00004587,2025,8,15,4,0,12,CAJAMARCA,CONTUMAZA,YONAN,GOBIERNO REGIONAL,I-4,TEMBLADERA,00004587,2025,08,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,45276,2596750593881675540,2025,08,060508,CAJAMARCA,CONTUMAZA,YONAN,GOBIERNO REGIONAL,I-4,00004587,TEMBLADERA,6,13,15,4,0,0,12,2,2,0,0,6,1,23,4,2,3,2,AMBIGUA,0
00003576,2025,11,7,12,0,20,AYACUCHO,HUAMANGA,AYACUCHO,GOBIERNO REGIONAL,I-4,CENTRO DE SALUD LOS LICENCIADOS,00003576,2025,11,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,45800,3348083014194367074,2025,11,050101,AYACUCHO,HUAMANGA,AYACUCHO,GOBIERNO REGIONAL,I-4,00003576,CENTRO DE SALUD LOS LICENCIADOS,16,33,7,12,2,0,20,8,6,0,0,22,6,22,14,1,2,2,AMBIGUA,0
00036594,2025,11,0,4,0,10,AYACUCHO,HUAMANGA,JESUS NAZARENO,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD NAZARENO,00036594,2025,11,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,45801,497874832606839065,2025,11,050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,GOBIERNO REGIONAL,I-3,00036594,CENTRO DE SALUD NAZARENO,20,37,0,4,0,0,10,4,2,0,0,5,0,4,4,0,2,2,AMBIGUA,0
00000362,2025,11,0,1,0,1,JUNIN,JAUJA,MONOBAMBA,GOBIERNO REGIONAL,I-2,MONOBAMBA,00000362,2025,11,True,data\raw\Capacidad\ConsultaA_2025_v22.csv,46358,7639535652979625118,2025,11,120419,JUNIN,JAUJA,MONOBAMBA,GOBIERNO REGIONAL,I-2,00000362,MONOBAMBA,5,5,0,1,1,0,1,1,0,0,0,1,0,1,0,0,2,2,AMBIGUA,0
