codigo_ipress,anio,mes,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,departamento,provincia,distrito,sector,categoria,nombre_ipress,_codigo_original,_anio_original,_mes_original,_clave_valida,_archivo,_registro,_huella_fila,original_ANHO,original_MES,original_UBIGEO,original_DEPARTAMENTO,original_PROVINCIA,original_DISTRITO,original_SECTOR,original_CATEGORIA,original_CO_IPRESS,original_RAZON_SOC,original_CA_CONSULTORIOS,original_CA_CONSULTORIOS_FN,original_CA_CAMAS,original_CA_MEDICOS_TOTAL,original_CA_MEDICOS_SERUM,original_CA_MEDICOS_RESIDENTES,original_CA_ENFERMERAS,original_CA_ODONTOLOGOS,original_CA_PSICOLOGOS,original_CA_NUTRICIONISTAS,original_CA_TECNOLOGOS_MEDICOS,original_CA_OBSTETRICES,original_CA_FARMACEUTICOS,original_CA_AUXILIARES,original_CA_OTROS_PROF,original_CA_AMBULANCIAS,filas_originales,versiones_distintas,estado_calidad_a,cantidad_eliminada
00004103,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,GOBIERNO REGIONAL,I-1,IMPERIAL,00004103,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,883,12990808536277529586,2024,09,090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,GOBIERNO REGIONAL,I-1,00004103,IMPERIAL,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,AMBIGUA,0
00004123,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-1,SAN MARCOS DE ROCCHACC,00004123,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,884,10295389108848177194,2024,09,090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-1,00004123,SAN MARCOS DE ROCCHACC,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,AMBIGUA,0
00004128,2024,9,10,3,0,5,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-4,SURCUBAMBA,00004128,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,885,6173571560364863202,2024,09,090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-4,00004128,SURCUBAMBA,12,24,10,3,0,0,5,2,2,0,0,7,1,6,2,1,2,2,AMBIGUA,0
00007388,2024,9,0,0,0,0,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,QUINTAO,00007388,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,887,13244670084885777551,2024,09,090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,00007388,QUINTAO,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,AMBIGUA,0
00007393,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,PICHOS,GOBIERNO REGIONAL,I-1,PARIACC,00007393,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,888,1959340538423418570,2024,09,090722,HUANCAVELICA,TAYACAJA,PICHOS,GOBIERNO REGIONAL,I-1,00007393,PARIACC,2,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,AMBIGUA,0
00004078,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-2,DOS DE MAYO,00004078,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,891,7738874159306724252,2024,09,090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-2,00004078,DOS DE MAYO,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,2,AMBIGUA,0
00004079,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-1,MATASENCCA,00004079,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,892,6443790039935113387,2024,09,090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,GOBIERNO REGIONAL,I-1,00004079,MATASENCCA,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,AMBIGUA,0
00004104,2024,9,0,2,0,5,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD PAZOS,00004104,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,893,12313077468688331757,2024,09,090711,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-3,00004104,CENTRO DE SALUD PAZOS,7,14,0,2,0,0,5,3,1,0,0,5,0,14,1,1,2,2,AMBIGUA,0
00004106,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,SAN PEDRO DE MULLACA,00004106,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,894,14714468369091279941,2024,09,090711,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,00004106,SAN PEDRO DE MULLACA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,AMBIGUA,0
00007386,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,HUARANHUAY,00007386,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,899,5005364993776335209,2024,09,090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,00007386,HUARANHUAY,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,AMBIGUA,0
00004082,2024,9,0,0,0,1,HUANCAVELICA,TAYACAJA,AHUAYCHA,GOBIERNO REGIONAL,I-1,TUPAC AMARU,00004082,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,903,1287487954724347184,2024,09,090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,GOBIERNO REGIONAL,I-1,00004082,TUPAC AMARU,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,AMBIGUA,0
00004084,2024,9,0,0,0,0,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,MASHUAYLLO,00004084,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,904,9631642194883746327,2024,09,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,00004084,MASHUAYLLO,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,AMBIGUA,0
00003936,2024,9,0,1,1,0,HUANCAVELICA,ACOBAMBA,ANDABAMBA,GOBIERNO REGIONAL,I-1,MAYUNMARCA,00003936,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,1969,9905058073414185882,2024,09,090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,GOBIERNO REGIONAL,I-1,00003936,MAYUNMARCA,4,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,3,2,AMBIGUA,0
00007456,2024,9,0,0,0,0,HUANCAVELICA,ACOBAMBA,PAUCARA,GOBIERNO REGIONAL,I-1,PAMPAPUQUIO,00007456,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,1970,16058407041985549507,2024,09,090206,HUANCAVELICA,ACOBAMBA,PAUCARA,GOBIERNO REGIONAL,I-1,00007456,PAMPAPUQUIO,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,AMBIGUA,0
00003934,2024,9,0,1,1,0,HUANCAVELICA,ACOBAMBA,ANDABAMBA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD ANDABAMBA,00003934,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,1971,4800326407090215767,2024,09,090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,GOBIERNO REGIONAL,I-1,00003934,PUESTO DE SALUD ANDABAMBA,6,2,0,1,0,1,0,0,0,0,1,0,2,0,0,0,3,2,AMBIGUA,0
00009709,2024,9,0,0,0,0,HUANCAVELICA,ACOBAMBA,PAUCARA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PACCHO MOLINOS,00009709,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,1973,619254254630043858,2024,09,090206,HUANCAVELICA,ACOBAMBA,PAUCARA,GOBIERNO REGIONAL,I-1,00009709,PUESTO DE SALUD PACCHO MOLINOS,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,AMBIGUA,0
00003934,2024,9,0,1,0,0,HUANCAVELICA,ACOBAMBA,ANDABAMBA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD ANDABAMBA,00003934,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,2062,1454490324269138063,2024,09,090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,GOBIERNO REGIONAL,I-1,00003934,PUESTO DE SALUD ANDABAMBA,6,2,0,1,1,0,0,0,0,0,0,1,0,2,0,0,3,2,AMBIGUA,0
00003864,2024,1,3,2,0,4,HUANCAVELICA,HUANCAVELICA,ACORIA,GOBIERNO REGIONAL,I-3,ACORIA,00003864,2024,01,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,2664,12848213890526647215,2024,01,090103,HUANCAVELICA,HUANCAVELICA,ACORIA,GOBIERNO REGIONAL,I-3,00003864,ACORIA,9,18,3,2,1,0,4,2,1,0,0,3,0,8,0,1,2,2,AMBIGUA,0
00003857,2024,1,0,1,0,2,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,GOBIERNO REGIONAL,I-2,HUACHOCOLPA,00003857,2024,01,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,4121,15461483021098786030,2024,01,090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,GOBIERNO REGIONAL,I-2,00003857,HUACHOCOLPA,4,4,0,1,1,0,2,1,0,0,0,2,0,3,0,1,4,2,AMBIGUA,0
00003857,2024,1,0,1,0,2,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,GOBIERNO REGIONAL,I-2,HUACHOCOLPA,00003857,2024,01,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,4134,5234920356462964410,2024,01,090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,GOBIERNO REGIONAL,I-2,00003857,HUACHOCOLPA,4,4,0,1,0,0,2,1,0,0,0,2,0,3,0,1,4,2,AMBIGUA,0
00003864,2024,1,3,1,0,4,HUANCAVELICA,HUANCAVELICA,ACORIA,GOBIERNO REGIONAL,I-3,ACORIA,00003864,2024,01,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,4639,13347157805737231679,2024,01,090103,HUANCAVELICA,HUANCAVELICA,ACORIA,GOBIERNO REGIONAL,I-3,00003864,ACORIA,9,18,3,1,1,0,4,2,1,0,0,3,0,8,0,1,2,2,AMBIGUA,0
00011571,2024,1,0,1,0,1,PASCO,OXAPAMPA,POZUZO,GOBIERNO REGIONAL,I-1,TINGO MAL PASO,00011571,2024,01,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,5319,12658899159849684594,2024,01,190305,PASCO,OXAPAMPA,POZUZO,GOBIERNO REGIONAL,I-1,00011571,TINGO MAL PASO,4,4,0,1,1,0,1,0,1,0,0,1,0,1,0,0,2,2,AMBIGUA,0
00004300,2024,7,0,2,0,5,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,GOBIERNO REGIONAL,I-3,SAN JOSE DE LOURDES,00004300,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,7300,8505486237051636078,2024,07,060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,GOBIERNO REGIONAL,I-3,00004300,SAN JOSE DE LOURDES,8,8,0,2,1,0,5,2,1,0,1,5,0,9,2,2,5,2,AMBIGUA,0
00004300,2024,7,0,1,0,5,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,GOBIERNO REGIONAL,I-3,SAN JOSE DE LOURDES,00004300,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,9659,1263415953855862942,2024,07,060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,GOBIERNO REGIONAL,I-3,00004300,SAN JOSE DE LOURDES,8,8,0,1,1,0,5,2,1,0,1,5,0,9,2,2,5,2,AMBIGUA,0
00026387,2024,7,0,0,0,3,CUSCO,CANCHIS,SICUANI,GOBIERNO REGIONAL,I-2,MENTAL COMUNITARIO SICUANI,00026387,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,9907,14631591377487526311,2024,07,080601,CUSCO,CANCHIS,SICUANI,GOBIERNO REGIONAL,I-2,00026387,MENTAL COMUNITARIO SICUANI,10,20,0,0,0,0,3,0,6,0,0,0,0,5,2,0,2,2,AMBIGUA,0
00026387,2024,7,0,1,0,5,CUSCO,CANCHIS,SICUANI,GOBIERNO REGIONAL,I-2,MENTAL COMUNITARIO SICUANI,00026387,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,9908,14909019755860862374,2024,07,080601,CUSCO,CANCHIS,SICUANI,GOBIERNO REGIONAL,I-2,00026387,MENTAL COMUNITARIO SICUANI,8,16,0,1,0,0,5,0,5,0,0,0,1,3,3,0,2,2,AMBIGUA,0
00006783,2024,8,0,0,0,1,SAN MARTIN,MARISCAL CACERES,PAJARILLO,GOBIERNO REGIONAL,I-1,SOLEDAD,00006783,2024,08,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,11276,11476412418021947901,2024,08,220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,GOBIERNO REGIONAL,I-1,00006783,SOLEDAD,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,AMBIGUA,0
00006783,2024,8,0,1,0,1,SAN MARTIN,MARISCAL CACERES,PAJARILLO,GOBIERNO REGIONAL,I-1,SOLEDAD,00006783,2024,08,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,11281,1744312232517299465,2024,08,220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,GOBIERNO REGIONAL,I-1,00006783,SOLEDAD,3,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,2,2,AMBIGUA,0
00004300,2024,7,0,2,0,5,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,GOBIERNO REGIONAL,I-3,SAN JOSE DE LOURDES,00004300,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,12023,8505486237051636078,2024,07,060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,GOBIERNO REGIONAL,I-3,00004300,SAN JOSE DE LOURDES,8,8,0,2,1,0,5,2,1,0,1,5,0,9,2,2,5,2,AMBIGUA,0
00003854,2024,5,13,8,0,14,HUANCAVELICA,HUANCAVELICA,ASCENSION,GOBIERNO REGIONAL,I-4,ASCENSION,00003854,2024,05,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,12304,16306106193921874101,2024,05,090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,GOBIERNO REGIONAL,I-4,00003854,ASCENSION,15,27,13,8,1,0,14,3,8,1,0,13,2,25,3,1,3,2,AMBIGUA,0
00007700,2024,3,9,03,0,9,CUSCO,CANAS,KUNTURKANKI,GOBIERNO REGIONAL,I-4,EL DESCANSO,00007700,2024,03,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,12507,9713990268341050818,2024,03,080503,CUSCO,CANAS,KUNTURKANKI,GOBIERNO REGIONAL,I-4,00007700,EL DESCANSO,20,19,9,03,0,0,9,2,2,2,0,6,1,10,2,2,3,2,AMBIGUA,0
00002366,2024,3,0,02,0,4,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,CHECCA,00002366,2024,03,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,12509,3995881571369165012,2024,03,080502,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,00002366,CHECCA,5,4,0,02,01,0,4,0,0,0,0,2,0,5,0,1,3,2,AMBIGUA,0
00007700,2024,3,9,3,0,9,CUSCO,CANAS,KUNTURKANKI,GOBIERNO REGIONAL,I-4,EL DESCANSO,00007700,2024,03,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,12715,15912093616225421001,2024,03,080503,CUSCO,CANAS,KUNTURKANKI,GOBIERNO REGIONAL,I-4,00007700,EL DESCANSO,20,19,9,3,0,0,9,2,2,2,0,6,1,10,2,2,3,2,AMBIGUA,0
00002366,2024,3,0,2,0,4,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,CHECCA,00002366,2024,03,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,12716,10933240420668448009,2024,03,080502,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,00002366,CHECCA,5,4,0,2,0,0,4,0,0,0,0,2,0,5,0,1,3,2,AMBIGUA,0
00002366,2024,5,0,2,0,4,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,CHECCA,00002366,2024,05,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,14078,4590960363498693463,2024,05,080502,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,00002366,CHECCA,5,4,0,2,0,0,4,0,0,0,0,2,0,5,0,1,2,2,AMBIGUA,0
00002366,2024,5,0,2,0,4,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,CHECCA,00002366,2024,05,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,14081,10660391297818811947,2024,05,080502,CUSCO,CANAS,CHECCA,GOBIERNO REGIONAL,I-2,00002366,CHECCA,5,4,0,2,1,0,4,0,0,0,0,2,0,5,0,1,2,2,AMBIGUA,0
00013827,2024,3,0,1,0,1,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,GOBIERNO REGIONAL,I-1,NARANJOPAMPA,00013827,2024,03,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15431,12706530751176738354,2024,03,130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,GOBIERNO REGIONAL,I-1,00013827,NARANJOPAMPA,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3,2,AMBIGUA,0
00005263,2024,6,20,10,0,10,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15807,2664404301331541011,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,10,0,0,10,1,1,0,0,9,1,21,16,1,17,17,AMBIGUA,0
00005263,2024,6,20,13,0,12,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15808,11937773985759004463,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,13,0,0,12,1,2,0,0,10,2,19,7,1,17,17,AMBIGUA,0
00005263,2024,6,20,12,0,12,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15809,14279355096379836071,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,12,0,0,12,1,1,0,0,9,1,21,16,1,17,17,AMBIGUA,0
00005263,2024,6,20,14,0,12,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15810,11068078162579793078,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,14,0,0,12,1,1,0,0,10,1,19,12,1,17,17,AMBIGUA,0
00005263,2024,6,20,18,0,13,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15811,5094891450826394100,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,18,0,0,13,1,2,0,0,10,1,19,12,1,17,17,AMBIGUA,0
00005263,2024,6,20,15,0,15,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15812,1098704674808633285,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,15,0,0,15,1,2,0,1,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,14,0,10,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15813,11425097093068126264,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,14,0,0,10,1,2,0,0,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,14,0,12,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15814,14122878556126790906,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,14,0,0,12,1,3,0,0,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,11,0,12,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15815,8916896725815718425,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,11,0,0,12,1,3,0,0,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,14,0,14,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15816,1382789084182324519,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,14,0,0,14,1,3,0,0,9,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,14,0,14,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15817,13415071940821811709,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,14,0,0,14,1,2,0,0,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,9,0,14,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15818,17963768636074127261,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,9,0,0,14,1,2,0,0,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,17,0,15,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15819,10575560058435907436,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,17,0,0,15,1,2,0,1,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,16,0,15,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15820,6618430356821605613,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,9,20,16,0,0,15,1,2,0,1,10,2,18,9,1,17,17,AMBIGUA,0
00005263,2024,6,20,23,0,16,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",00005263,2024,06,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,15821,2460060234304587049,2024,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,GOBIERNO REGIONAL,II-1,00005263,"HOSPITAL PROVINCIAL ASCOPE ""ROSA SANCHEZ DE SANTILLAN""",10,10,20,23,0,0,16,1,3,0,2,10,2,18,9,1,17,17,AMBIGUA,0
