codigo_ipress,anio,mes,filas_originales,versiones_distintas,estado_calidad_a,cantidad_eliminada
00000213,2025,8,2,1,DUPLICADO_EXACTO,1
00000213,2026,3,2,1,DUPLICADO_EXACTO,1
00000226,2026,1,2,1,DUPLICADO_EXACTO,1
00000227,2026,1,2,1,DUPLICADO_EXACTO,1
00000310,2020,6,2,1,DUPLICADO_EXACTO,1
00000310,2020,8,2,1,DUPLICADO_EXACTO,1
00000310,2020,9,3,1,DUPLICADO_EXACTO,2
00000310,2020,10,2,1,DUPLICADO_EXACTO,1
00000310,2020,11,2,1,DUPLICADO_EXACTO,1
00000310,2020,12,2,1,DUPLICADO_EXACTO,1
00000310,2021,1,2,1,DUPLICADO_EXACTO,1
00000310,2021,2,3,1,DUPLICADO_EXACTO,2
00000310,2021,5,2,1,DUPLICADO_EXACTO,1
00000310,2021,10,2,1,DUPLICADO_EXACTO,1
00000310,2022,7,3,1,DUPLICADO_EXACTO,2
00000310,2023,1,2,1,DUPLICADO_EXACTO,1
00000310,2024,4,2,1,DUPLICADO_EXACTO,1
00000310,2024,10,2,1,DUPLICADO_EXACTO,1
00000311,2019,8,2,1,DUPLICADO_EXACTO,1
00000317,2019,8,2,1,DUPLICADO_EXACTO,1
00000318,2020,6,2,1,DUPLICADO_EXACTO,1
00000318,2020,8,2,1,DUPLICADO_EXACTO,1
00000318,2020,9,3,1,DUPLICADO_EXACTO,2
00000318,2020,10,2,1,DUPLICADO_EXACTO,1
00000318,2020,11,2,1,DUPLICADO_EXACTO,1
00000318,2021,1,2,1,DUPLICADO_EXACTO,1
00000318,2021,2,3,1,DUPLICADO_EXACTO,2
00000318,2021,5,2,1,DUPLICADO_EXACTO,1
00000318,2021,10,2,1,DUPLICADO_EXACTO,1
00000318,2022,1,2,1,DUPLICADO_EXACTO,1
00000318,2022,7,3,1,DUPLICADO_EXACTO,2
00000318,2023,1,2,1,DUPLICADO_EXACTO,1
00000318,2024,4,2,1,DUPLICADO_EXACTO,1
00000318,2024,10,2,1,DUPLICADO_EXACTO,1
00000319,2020,6,2,1,DUPLICADO_EXACTO,1
00000319,2020,8,2,1,DUPLICADO_EXACTO,1
00000319,2020,9,3,1,DUPLICADO_EXACTO,2
00000319,2020,10,2,1,DUPLICADO_EXACTO,1
00000319,2020,11,2,1,DUPLICADO_EXACTO,1
00000319,2020,12,2,1,DUPLICADO_EXACTO,1
00000319,2021,1,2,1,DUPLICADO_EXACTO,1
00000319,2021,2,3,1,DUPLICADO_EXACTO,2
00000319,2021,5,2,1,DUPLICADO_EXACTO,1
00000319,2021,10,2,1,DUPLICADO_EXACTO,1
00000319,2022,1,2,1,DUPLICADO_EXACTO,1
00000319,2022,7,3,1,DUPLICADO_EXACTO,2
00000319,2023,1,2,1,DUPLICADO_EXACTO,1
00000319,2024,4,2,1,DUPLICADO_EXACTO,1
00000319,2024,10,2,1,DUPLICADO_EXACTO,1
00000320,2019,12,2,1,DUPLICADO_EXACTO,1
00000320,2020,6,2,1,DUPLICADO_EXACTO,1
00000320,2020,8,2,1,DUPLICADO_EXACTO,1
00000320,2020,9,3,1,DUPLICADO_EXACTO,2
00000320,2020,10,2,1,DUPLICADO_EXACTO,1
00000320,2020,11,2,1,DUPLICADO_EXACTO,1
00000320,2020,12,2,1,DUPLICADO_EXACTO,1
00000320,2021,1,2,1,DUPLICADO_EXACTO,1
00000320,2021,2,3,1,DUPLICADO_EXACTO,2
00000320,2021,5,2,1,DUPLICADO_EXACTO,1
00000320,2021,10,2,1,DUPLICADO_EXACTO,1
00000320,2022,1,2,1,DUPLICADO_EXACTO,1
00000320,2022,5,2,1,DUPLICADO_EXACTO,1
00000320,2022,7,3,1,DUPLICADO_EXACTO,2
00000320,2023,1,2,1,DUPLICADO_EXACTO,1
00000320,2024,4,2,1,DUPLICADO_EXACTO,1
00000320,2024,10,2,1,DUPLICADO_EXACTO,1
00000320,2025,1,2,1,DUPLICADO_EXACTO,1
00000320,2025,2,2,1,DUPLICADO_EXACTO,1
00000320,2025,3,2,1,DUPLICADO_EXACTO,1
00000320,2025,4,2,1,DUPLICADO_EXACTO,1
00000320,2025,7,3,1,DUPLICADO_EXACTO,2
00000320,2025,9,2,1,DUPLICADO_EXACTO,1
00000320,2025,10,2,1,DUPLICADO_EXACTO,1
00000320,2025,11,2,1,DUPLICADO_EXACTO,1
00000320,2025,12,2,1,DUPLICADO_EXACTO,1
00000320,2026,1,2,1,DUPLICADO_EXACTO,1
00000320,2026,2,2,1,DUPLICADO_EXACTO,1
00000320,2026,4,2,1,DUPLICADO_EXACTO,1
00000320,2026,5,2,1,DUPLICADO_EXACTO,1
00000320,2026,7,2,1,DUPLICADO_EXACTO,1
00000321,2020,6,2,1,DUPLICADO_EXACTO,1
00000321,2021,5,2,1,DUPLICADO_EXACTO,1
00000321,2021,10,2,1,DUPLICADO_EXACTO,1
00000321,2022,1,2,1,DUPLICADO_EXACTO,1
00000321,2022,5,2,1,DUPLICADO_EXACTO,1
00000321,2022,7,3,1,DUPLICADO_EXACTO,2
00000321,2023,1,2,1,DUPLICADO_EXACTO,1
00000321,2024,4,2,1,DUPLICADO_EXACTO,1
00000321,2024,10,2,1,DUPLICADO_EXACTO,1
00000321,2025,2,2,1,DUPLICADO_EXACTO,1
00000321,2025,3,2,1,DUPLICADO_EXACTO,1
00000321,2025,4,2,1,DUPLICADO_EXACTO,1
00000321,2025,7,3,1,DUPLICADO_EXACTO,2
00000321,2025,9,2,1,DUPLICADO_EXACTO,1
00000321,2025,10,2,1,DUPLICADO_EXACTO,1
00000321,2025,11,2,1,DUPLICADO_EXACTO,1
00000321,2025,12,2,1,DUPLICADO_EXACTO,1
00000321,2026,1,2,1,DUPLICADO_EXACTO,1
00000321,2026,2,2,1,DUPLICADO_EXACTO,1
00000321,2026,4,2,1,DUPLICADO_EXACTO,1
00000321,2026,5,2,1,DUPLICADO_EXACTO,1
00000321,2026,7,2,1,DUPLICADO_EXACTO,1
00000322,2020,6,2,1,DUPLICADO_EXACTO,1
00000322,2020,8,2,1,DUPLICADO_EXACTO,1
00000322,2020,9,3,1,DUPLICADO_EXACTO,2
00000322,2020,10,2,1,DUPLICADO_EXACTO,1
00000322,2020,11,2,1,DUPLICADO_EXACTO,1
00000322,2020,12,2,1,DUPLICADO_EXACTO,1
00000322,2021,1,2,1,DUPLICADO_EXACTO,1
00000322,2021,2,3,1,DUPLICADO_EXACTO,2
00000322,2021,5,2,1,DUPLICADO_EXACTO,1
00000322,2021,10,2,1,DUPLICADO_EXACTO,1
00000322,2022,1,2,1,DUPLICADO_EXACTO,1
00000322,2022,5,2,1,DUPLICADO_EXACTO,1
00000322,2023,1,2,1,DUPLICADO_EXACTO,1
00000322,2024,4,2,1,DUPLICADO_EXACTO,1
00000322,2024,10,2,1,DUPLICADO_EXACTO,1
00000323,2020,6,2,1,DUPLICADO_EXACTO,1
00000323,2020,8,2,1,DUPLICADO_EXACTO,1
00000323,2020,9,3,1,DUPLICADO_EXACTO,2
00000323,2020,10,2,1,DUPLICADO_EXACTO,1
00000323,2020,11,2,1,DUPLICADO_EXACTO,1
00000323,2020,12,2,1,DUPLICADO_EXACTO,1
00000323,2021,1,2,1,DUPLICADO_EXACTO,1
00000323,2021,2,3,1,DUPLICADO_EXACTO,2
00000323,2021,5,2,1,DUPLICADO_EXACTO,1
00000323,2021,10,2,1,DUPLICADO_EXACTO,1
00000323,2022,1,2,1,DUPLICADO_EXACTO,1
00000323,2022,5,2,1,DUPLICADO_EXACTO,1
00000323,2022,7,3,1,DUPLICADO_EXACTO,2
00000323,2023,1,2,1,DUPLICADO_EXACTO,1
00000323,2024,4,2,1,DUPLICADO_EXACTO,1
00000323,2024,10,2,1,DUPLICADO_EXACTO,1
00000323,2025,12,2,1,DUPLICADO_EXACTO,1
00000324,2020,6,2,1,DUPLICADO_EXACTO,1
00000324,2020,8,2,1,DUPLICADO_EXACTO,1
00000324,2020,9,2,1,DUPLICADO_EXACTO,1
00000324,2020,10,2,1,DUPLICADO_EXACTO,1
00000324,2020,11,2,1,DUPLICADO_EXACTO,1
00000324,2020,12,2,1,DUPLICADO_EXACTO,1
00000324,2021,1,2,1,DUPLICADO_EXACTO,1
00000324,2021,5,2,1,DUPLICADO_EXACTO,1
00000324,2021,10,2,1,DUPLICADO_EXACTO,1
00000324,2022,1,2,1,DUPLICADO_EXACTO,1
00000324,2022,5,2,1,DUPLICADO_EXACTO,1
00000324,2022,7,3,1,DUPLICADO_EXACTO,2
00000324,2024,4,2,1,DUPLICADO_EXACTO,1
00000324,2024,10,2,1,DUPLICADO_EXACTO,1
00000324,2025,6,2,1,DUPLICADO_EXACTO,1
00000324,2025,7,2,1,DUPLICADO_EXACTO,1
00000324,2025,12,2,1,DUPLICADO_EXACTO,1
00000325,2020,6,2,1,DUPLICADO_EXACTO,1
00000325,2020,8,2,1,DUPLICADO_EXACTO,1
00000325,2020,9,2,1,DUPLICADO_EXACTO,1
00000325,2022,1,2,1,DUPLICADO_EXACTO,1
00000325,2022,5,2,1,DUPLICADO_EXACTO,1
00000325,2022,7,3,1,DUPLICADO_EXACTO,2
00000325,2023,1,2,1,DUPLICADO_EXACTO,1
00000326,2020,6,2,1,DUPLICADO_EXACTO,1
00000326,2020,8,2,1,DUPLICADO_EXACTO,1
00000326,2020,9,3,1,DUPLICADO_EXACTO,2
00000326,2020,10,2,1,DUPLICADO_EXACTO,1
00000326,2020,11,2,1,DUPLICADO_EXACTO,1
00000326,2020,12,2,1,DUPLICADO_EXACTO,1
00000326,2021,1,2,1,DUPLICADO_EXACTO,1
00000326,2021,2,3,1,DUPLICADO_EXACTO,2
00000326,2021,5,2,1,DUPLICADO_EXACTO,1
00000326,2021,10,2,1,DUPLICADO_EXACTO,1
00000326,2022,1,2,1,DUPLICADO_EXACTO,1
00000326,2022,5,2,1,DUPLICADO_EXACTO,1
00000326,2022,7,3,1,DUPLICADO_EXACTO,2
00000326,2023,1,2,1,DUPLICADO_EXACTO,1
00000326,2024,4,2,1,DUPLICADO_EXACTO,1
00000326,2024,10,2,1,DUPLICADO_EXACTO,1
00000326,2025,1,2,1,DUPLICADO_EXACTO,1
00000326,2025,2,2,1,DUPLICADO_EXACTO,1
00000326,2025,3,2,1,DUPLICADO_EXACTO,1
00000326,2025,4,2,1,DUPLICADO_EXACTO,1
00000326,2025,7,3,1,DUPLICADO_EXACTO,2
00000326,2025,9,2,1,DUPLICADO_EXACTO,1
00000326,2025,10,2,1,DUPLICADO_EXACTO,1
00000326,2025,11,2,1,DUPLICADO_EXACTO,1
00000326,2025,12,2,1,DUPLICADO_EXACTO,1
00000326,2026,1,2,1,DUPLICADO_EXACTO,1
00000326,2026,2,2,1,DUPLICADO_EXACTO,1
00000326,2026,4,2,1,DUPLICADO_EXACTO,1
00000326,2026,7,2,1,DUPLICADO_EXACTO,1
00000327,2020,6,2,1,DUPLICADO_EXACTO,1
00000327,2020,8,2,1,DUPLICADO_EXACTO,1
00000327,2020,9,3,1,DUPLICADO_EXACTO,2
00000327,2020,10,2,1,DUPLICADO_EXACTO,1
00000327,2020,11,2,1,DUPLICADO_EXACTO,1
00000327,2020,12,2,1,DUPLICADO_EXACTO,1
00000327,2021,1,2,1,DUPLICADO_EXACTO,1
00000327,2021,2,3,1,DUPLICADO_EXACTO,2
00000327,2021,5,2,1,DUPLICADO_EXACTO,1
00000327,2021,10,2,1,DUPLICADO_EXACTO,1
00000327,2022,1,2,1,DUPLICADO_EXACTO,1
00000327,2022,5,2,1,DUPLICADO_EXACTO,1
00000327,2022,7,3,1,DUPLICADO_EXACTO,2
00000327,2023,1,2,1,DUPLICADO_EXACTO,1
00000327,2024,4,2,1,DUPLICADO_EXACTO,1
00000327,2024,10,2,1,DUPLICADO_EXACTO,1
00000327,2025,1,2,1,DUPLICADO_EXACTO,1
00000327,2025,2,2,1,DUPLICADO_EXACTO,1
00000327,2025,3,2,1,DUPLICADO_EXACTO,1
00000327,2025,4,2,1,DUPLICADO_EXACTO,1
00000327,2025,7,3,1,DUPLICADO_EXACTO,2
00000327,2025,9,2,1,DUPLICADO_EXACTO,1
00000327,2025,10,2,1,DUPLICADO_EXACTO,1
00000327,2025,11,2,1,DUPLICADO_EXACTO,1
00000327,2025,12,2,1,DUPLICADO_EXACTO,1
00000327,2026,1,2,1,DUPLICADO_EXACTO,1
00000327,2026,2,2,1,DUPLICADO_EXACTO,1
00000327,2026,4,2,1,DUPLICADO_EXACTO,1
00000327,2026,5,2,1,DUPLICADO_EXACTO,1
00000327,2026,7,2,1,DUPLICADO_EXACTO,1
00000328,2020,6,2,1,DUPLICADO_EXACTO,1
00000328,2020,8,2,1,DUPLICADO_EXACTO,1
00000328,2020,9,3,1,DUPLICADO_EXACTO,2
00000328,2020,10,2,1,DUPLICADO_EXACTO,1
00000328,2020,11,2,1,DUPLICADO_EXACTO,1
00000328,2020,12,2,1,DUPLICADO_EXACTO,1
00000328,2021,1,2,1,DUPLICADO_EXACTO,1
00000328,2021,2,3,1,DUPLICADO_EXACTO,2
00000328,2021,5,2,1,DUPLICADO_EXACTO,1
00000328,2021,10,2,1,DUPLICADO_EXACTO,1
00000328,2022,1,2,1,DUPLICADO_EXACTO,1
00000328,2022,5,2,1,DUPLICADO_EXACTO,1
00000328,2022,7,3,1,DUPLICADO_EXACTO,2
00000328,2023,1,2,1,DUPLICADO_EXACTO,1
00000328,2024,4,2,1,DUPLICADO_EXACTO,1
00000328,2024,10,2,1,DUPLICADO_EXACTO,1
00000328,2025,6,2,1,DUPLICADO_EXACTO,1
00000328,2025,7,2,1,DUPLICADO_EXACTO,1
00000328,2025,12,2,1,DUPLICADO_EXACTO,1
00000329,2020,6,2,1,DUPLICADO_EXACTO,1
00000329,2020,8,2,1,DUPLICADO_EXACTO,1
00000329,2020,9,3,1,DUPLICADO_EXACTO,2
00000329,2020,10,2,1,DUPLICADO_EXACTO,1
00000329,2020,11,2,1,DUPLICADO_EXACTO,1
00000329,2020,12,2,1,DUPLICADO_EXACTO,1
00000329,2021,1,2,1,DUPLICADO_EXACTO,1
00000329,2021,2,3,1,DUPLICADO_EXACTO,2
00000329,2021,5,2,1,DUPLICADO_EXACTO,1
00000329,2021,10,2,1,DUPLICADO_EXACTO,1
00000329,2022,1,2,1,DUPLICADO_EXACTO,1
00000329,2022,5,2,1,DUPLICADO_EXACTO,1
00000329,2022,7,3,1,DUPLICADO_EXACTO,2
00000329,2023,1,2,1,DUPLICADO_EXACTO,1
00000329,2024,4,2,1,DUPLICADO_EXACTO,1
00000329,2024,10,2,1,DUPLICADO_EXACTO,1
00000329,2025,6,2,1,DUPLICADO_EXACTO,1
00000329,2025,7,2,1,DUPLICADO_EXACTO,1
00000329,2025,12,2,1,DUPLICADO_EXACTO,1
00000330,2020,6,2,1,DUPLICADO_EXACTO,1
00000330,2020,8,2,1,DUPLICADO_EXACTO,1
00000330,2020,9,3,1,DUPLICADO_EXACTO,2
00000330,2020,10,2,1,DUPLICADO_EXACTO,1
00000330,2020,11,2,1,DUPLICADO_EXACTO,1
00000330,2020,12,2,1,DUPLICADO_EXACTO,1
00000330,2021,1,2,1,DUPLICADO_EXACTO,1
00000330,2021,2,3,1,DUPLICADO_EXACTO,2
00000330,2021,5,2,1,DUPLICADO_EXACTO,1
00000330,2021,10,2,1,DUPLICADO_EXACTO,1
00000330,2022,1,2,1,DUPLICADO_EXACTO,1
00000330,2022,5,2,1,DUPLICADO_EXACTO,1
00000330,2022,7,3,1,DUPLICADO_EXACTO,2
00000330,2023,1,2,1,DUPLICADO_EXACTO,1
00000330,2024,4,2,1,DUPLICADO_EXACTO,1
00000330,2024,10,2,1,DUPLICADO_EXACTO,1
00000330,2025,6,2,1,DUPLICADO_EXACTO,1
00000330,2025,7,2,1,DUPLICADO_EXACTO,1
00000330,2025,12,2,1,DUPLICADO_EXACTO,1
00000331,2020,6,2,1,DUPLICADO_EXACTO,1
00000331,2020,8,2,1,DUPLICADO_EXACTO,1
00000331,2020,9,3,1,DUPLICADO_EXACTO,2
00000331,2020,10,2,1,DUPLICADO_EXACTO,1
00000331,2020,11,2,1,DUPLICADO_EXACTO,1
00000331,2020,12,2,1,DUPLICADO_EXACTO,1
00000331,2021,1,2,1,DUPLICADO_EXACTO,1
00000331,2021,2,3,1,DUPLICADO_EXACTO,2
00000331,2021,5,2,1,DUPLICADO_EXACTO,1
00000331,2021,10,2,1,DUPLICADO_EXACTO,1
00000331,2022,1,2,1,DUPLICADO_EXACTO,1
00000331,2022,5,2,1,DUPLICADO_EXACTO,1
00000331,2022,7,3,1,DUPLICADO_EXACTO,2
00000331,2023,1,2,1,DUPLICADO_EXACTO,1
00000331,2024,4,2,1,DUPLICADO_EXACTO,1
00000331,2024,10,2,1,DUPLICADO_EXACTO,1
00000332,2018,4,2,1,DUPLICADO_EXACTO,1
00000332,2020,8,2,1,DUPLICADO_EXACTO,1
00000332,2020,9,3,1,DUPLICADO_EXACTO,2
00000332,2020,10,2,1,DUPLICADO_EXACTO,1
00000332,2020,11,2,1,DUPLICADO_EXACTO,1
00000332,2020,12,2,1,DUPLICADO_EXACTO,1
00000332,2021,1,2,1,DUPLICADO_EXACTO,1
00000332,2021,2,3,1,DUPLICADO_EXACTO,2
00000332,2021,5,2,1,DUPLICADO_EXACTO,1
00000332,2021,10,2,1,DUPLICADO_EXACTO,1
00000332,2022,1,2,1,DUPLICADO_EXACTO,1
00000332,2022,5,2,1,DUPLICADO_EXACTO,1
00000332,2022,7,3,1,DUPLICADO_EXACTO,2
00000332,2023,1,2,1,DUPLICADO_EXACTO,1
00000332,2024,4,2,1,DUPLICADO_EXACTO,1
00000332,2024,10,2,1,DUPLICADO_EXACTO,1
00000332,2025,1,2,1,DUPLICADO_EXACTO,1
00000332,2025,2,2,1,DUPLICADO_EXACTO,1
00000332,2025,3,2,1,DUPLICADO_EXACTO,1
00000332,2025,4,2,1,DUPLICADO_EXACTO,1
00000332,2025,7,3,1,DUPLICADO_EXACTO,2
00000332,2025,9,2,1,DUPLICADO_EXACTO,1
00000332,2025,10,2,1,DUPLICADO_EXACTO,1
00000332,2025,11,2,1,DUPLICADO_EXACTO,1
00000332,2025,12,2,1,DUPLICADO_EXACTO,1
00000332,2026,1,2,1,DUPLICADO_EXACTO,1
00000332,2026,2,2,1,DUPLICADO_EXACTO,1
00000332,2026,4,2,1,DUPLICADO_EXACTO,1
00000332,2026,5,2,1,DUPLICADO_EXACTO,1
00000332,2026,7,2,1,DUPLICADO_EXACTO,1
00000333,2020,6,2,1,DUPLICADO_EXACTO,1
00000333,2020,8,2,1,DUPLICADO_EXACTO,1
00000333,2020,9,3,1,DUPLICADO_EXACTO,2
00000333,2020,10,2,1,DUPLICADO_EXACTO,1
00000333,2020,11,2,1,DUPLICADO_EXACTO,1
00000333,2020,12,2,1,DUPLICADO_EXACTO,1
00000333,2021,1,2,1,DUPLICADO_EXACTO,1
00000333,2021,2,3,1,DUPLICADO_EXACTO,2
00000333,2021,5,2,1,DUPLICADO_EXACTO,1
00000333,2021,10,2,1,DUPLICADO_EXACTO,1
00000333,2022,1,2,1,DUPLICADO_EXACTO,1
00000333,2022,5,2,1,DUPLICADO_EXACTO,1
00000333,2022,7,3,1,DUPLICADO_EXACTO,2
00000333,2023,1,2,1,DUPLICADO_EXACTO,1
00000333,2024,4,2,1,DUPLICADO_EXACTO,1
00000333,2024,10,2,1,DUPLICADO_EXACTO,1
00000334,2020,6,2,1,DUPLICADO_EXACTO,1
00000334,2020,8,2,1,DUPLICADO_EXACTO,1
00000334,2020,9,3,1,DUPLICADO_EXACTO,2
00000334,2020,10,2,1,DUPLICADO_EXACTO,1
00000334,2020,11,2,1,DUPLICADO_EXACTO,1
00000334,2020,12,2,1,DUPLICADO_EXACTO,1
00000334,2021,1,2,1,DUPLICADO_EXACTO,1
00000334,2021,2,3,1,DUPLICADO_EXACTO,2
00000334,2021,5,2,1,DUPLICADO_EXACTO,1
00000334,2021,10,2,1,DUPLICADO_EXACTO,1
00000334,2022,1,2,1,DUPLICADO_EXACTO,1
00000334,2022,5,2,1,DUPLICADO_EXACTO,1
00000334,2022,7,3,1,DUPLICADO_EXACTO,2
00000334,2023,1,2,1,DUPLICADO_EXACTO,1
00000334,2024,4,2,1,DUPLICADO_EXACTO,1
00000334,2024,10,2,1,DUPLICADO_EXACTO,1
00000334,2025,6,2,1,DUPLICADO_EXACTO,1
00000334,2025,7,2,1,DUPLICADO_EXACTO,1
00000335,2020,6,2,1,DUPLICADO_EXACTO,1
00000335,2020,8,2,1,DUPLICADO_EXACTO,1
00000335,2020,9,3,1,DUPLICADO_EXACTO,2
00000335,2020,10,2,1,DUPLICADO_EXACTO,1
00000335,2020,11,2,1,DUPLICADO_EXACTO,1
00000335,2020,12,2,1,DUPLICADO_EXACTO,1
00000335,2021,1,2,1,DUPLICADO_EXACTO,1
00000335,2021,2,3,1,DUPLICADO_EXACTO,2
00000335,2021,5,2,1,DUPLICADO_EXACTO,1
00000335,2021,10,2,1,DUPLICADO_EXACTO,1
00000335,2022,1,2,1,DUPLICADO_EXACTO,1
00000335,2022,5,2,1,DUPLICADO_EXACTO,1
00000335,2022,7,3,1,DUPLICADO_EXACTO,2
00000335,2023,1,2,1,DUPLICADO_EXACTO,1
00000335,2024,4,2,1,DUPLICADO_EXACTO,1
00000335,2024,10,2,1,DUPLICADO_EXACTO,1
00000336,2018,10,3,1,DUPLICADO_EXACTO,2
00000336,2020,6,2,1,DUPLICADO_EXACTO,1
00000336,2020,8,2,1,DUPLICADO_EXACTO,1
00000336,2020,9,3,1,DUPLICADO_EXACTO,2
00000336,2020,10,2,1,DUPLICADO_EXACTO,1
00000336,2020,11,2,1,DUPLICADO_EXACTO,1
00000336,2020,12,2,1,DUPLICADO_EXACTO,1
00000336,2021,1,2,1,DUPLICADO_EXACTO,1
00000336,2021,2,3,1,DUPLICADO_EXACTO,2
00000336,2021,5,2,1,DUPLICADO_EXACTO,1
00000336,2021,10,2,1,DUPLICADO_EXACTO,1
00000336,2022,1,2,1,DUPLICADO_EXACTO,1
00000336,2022,5,2,1,DUPLICADO_EXACTO,1
00000336,2022,7,3,1,DUPLICADO_EXACTO,2
00000336,2023,1,2,1,DUPLICADO_EXACTO,1
00000336,2024,4,2,1,DUPLICADO_EXACTO,1
00000336,2024,10,2,1,DUPLICADO_EXACTO,1
00000337,2019,9,2,1,DUPLICADO_EXACTO,1
00000337,2021,6,3,1,DUPLICADO_EXACTO,2
00000337,2025,9,2,1,DUPLICADO_EXACTO,1
00000338,2019,8,2,1,DUPLICADO_EXACTO,1
00000338,2020,1,2,1,DUPLICADO_EXACTO,1
00000338,2020,4,2,1,DUPLICADO_EXACTO,1
00000338,2021,6,3,1,DUPLICADO_EXACTO,2
00000338,2024,9,2,1,DUPLICADO_EXACTO,1
00000338,2025,9,2,1,DUPLICADO_EXACTO,1
00000339,2020,1,2,1,DUPLICADO_EXACTO,1
00000339,2020,4,2,1,DUPLICADO_EXACTO,1
00000339,2024,9,2,1,DUPLICADO_EXACTO,1
00000340,2019,12,6,1,DUPLICADO_EXACTO,5
00000341,2025,12,2,1,DUPLICADO_EXACTO,1
00000342,2025,12,2,1,DUPLICADO_EXACTO,1
00000344,2020,6,2,1,DUPLICADO_EXACTO,1
00000344,2025,12,2,1,DUPLICADO_EXACTO,1
00000345,2025,12,2,1,DUPLICADO_EXACTO,1
00000346,2019,12,7,1,DUPLICADO_EXACTO,6
00000346,2022,2,2,1,DUPLICADO_EXACTO,1
00000347,2019,6,2,1,DUPLICADO_EXACTO,1
00000348,2022,2,2,1,DUPLICADO_EXACTO,1
00000349,2022,2,2,1,DUPLICADO_EXACTO,1
00000350,2019,3,2,1,DUPLICADO_EXACTO,1
00000350,2019,9,2,1,DUPLICADO_EXACTO,1
00000351,2022,2,2,1,DUPLICADO_EXACTO,1
00000352,2019,12,2,1,DUPLICADO_EXACTO,1
00000352,2025,12,2,1,DUPLICADO_EXACTO,1
00000353,2021,8,2,1,DUPLICADO_EXACTO,1
00000354,2020,1,2,1,DUPLICADO_EXACTO,1
00000354,2020,8,2,1,DUPLICADO_EXACTO,1
00000354,2021,1,3,1,DUPLICADO_EXACTO,2
00000354,2021,8,2,1,DUPLICADO_EXACTO,1
00000354,2025,11,2,1,DUPLICADO_EXACTO,1
00000354,2026,4,2,1,DUPLICADO_EXACTO,1
00000355,2020,1,2,1,DUPLICADO_EXACTO,1
00000355,2020,8,2,1,DUPLICADO_EXACTO,1
00000355,2021,1,2,1,DUPLICADO_EXACTO,1
00000355,2021,8,2,1,DUPLICADO_EXACTO,1
00000355,2021,11,2,1,DUPLICADO_EXACTO,1
00000355,2021,12,2,1,DUPLICADO_EXACTO,1
00000355,2025,6,2,1,DUPLICADO_EXACTO,1
00000355,2025,11,2,1,DUPLICADO_EXACTO,1
00000356,2019,8,2,1,DUPLICADO_EXACTO,1
00000356,2020,1,2,1,DUPLICADO_EXACTO,1
00000356,2020,8,2,1,DUPLICADO_EXACTO,1
00000356,2021,1,3,1,DUPLICADO_EXACTO,2
00000356,2021,8,2,1,DUPLICADO_EXACTO,1
00000356,2021,11,2,1,DUPLICADO_EXACTO,1
00000356,2021,12,2,1,DUPLICADO_EXACTO,1
00000356,2025,6,2,1,DUPLICADO_EXACTO,1
00000357,2020,1,2,1,DUPLICADO_EXACTO,1
00000357,2020,8,2,1,DUPLICADO_EXACTO,1
00000357,2021,1,3,1,DUPLICADO_EXACTO,2
00000357,2021,8,2,1,DUPLICADO_EXACTO,1
00000357,2021,11,2,1,DUPLICADO_EXACTO,1
00000357,2021,12,2,1,DUPLICADO_EXACTO,1
00000357,2025,6,2,1,DUPLICADO_EXACTO,1
00000357,2025,11,2,1,DUPLICADO_EXACTO,1
00000357,2026,4,2,1,DUPLICADO_EXACTO,1
00000358,2019,8,2,1,DUPLICADO_EXACTO,1
00000358,2020,1,2,1,DUPLICADO_EXACTO,1
00000358,2020,8,2,1,DUPLICADO_EXACTO,1
00000358,2021,1,3,1,DUPLICADO_EXACTO,2
00000358,2021,8,2,1,DUPLICADO_EXACTO,1
00000358,2021,11,2,1,DUPLICADO_EXACTO,1
00000358,2021,12,2,1,DUPLICADO_EXACTO,1
00000358,2025,6,2,1,DUPLICADO_EXACTO,1
00000358,2025,11,2,1,DUPLICADO_EXACTO,1
00000358,2026,4,2,1,DUPLICADO_EXACTO,1
00000359,2019,6,2,1,DUPLICADO_EXACTO,1
00000359,2020,1,2,1,DUPLICADO_EXACTO,1
00000359,2020,8,2,1,DUPLICADO_EXACTO,1
00000359,2021,1,3,1,DUPLICADO_EXACTO,2
00000359,2021,8,2,1,DUPLICADO_EXACTO,1
00000359,2021,11,2,1,DUPLICADO_EXACTO,1
00000359,2021,12,2,1,DUPLICADO_EXACTO,1
00000359,2025,6,2,1,DUPLICADO_EXACTO,1
00000359,2025,11,2,1,DUPLICADO_EXACTO,1
00000359,2026,4,2,1,DUPLICADO_EXACTO,1
00000360,2020,1,2,1,DUPLICADO_EXACTO,1
00000360,2020,8,2,1,DUPLICADO_EXACTO,1
00000360,2021,1,3,1,DUPLICADO_EXACTO,2
00000360,2021,8,2,1,DUPLICADO_EXACTO,1
00000360,2021,11,2,1,DUPLICADO_EXACTO,1
00000360,2021,12,2,1,DUPLICADO_EXACTO,1
00000360,2025,6,2,1,DUPLICADO_EXACTO,1
00000360,2025,11,2,1,DUPLICADO_EXACTO,1
00000360,2026,4,2,1,DUPLICADO_EXACTO,1
00000361,2020,1,2,1,DUPLICADO_EXACTO,1
00000361,2020,8,2,1,DUPLICADO_EXACTO,1
00000361,2021,1,2,1,DUPLICADO_EXACTO,1
00000361,2021,8,2,1,DUPLICADO_EXACTO,1
00000361,2021,11,2,1,DUPLICADO_EXACTO,1
