codigo_ipress,anio,mes,departamento,provincia,distrito,sector,categoria,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,_archivo,_registro
00007632,2022,8,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,108,167,55,181,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,19613
00007733,2022,8,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,56,117,55,66,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,19619
00006208,2022,8,LIMA,LIMA,LIMA,MINSA,III-2,397,277,76,370,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,19673
00012923,2022,8,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,1,0,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,19715
00007632,2022,5,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,108,159,56,314,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,19765
00008318,2022,8,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,40,87,2,68,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,19905
00006216,2022,5,LIMA,LIMA,BREÑA,MINSA,III-2,320,350,64,622,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20293
00008741,2022,6,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,74,94,2,88,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20369
00007734,2022,8,LIMA,LIMA,CHORRILLOS,MINSA,III-E,27,94,16,24,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20437
00023159,2022,8,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,358,448,13,454,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20538
00006210,2022,8,LIMA,LIMA,SURQUILLO,MINSA,III-2,432,297,169,531,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20604
00010434,2022,8,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,198,53,9,135,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20635
00008318,2022,5,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,40,88,5,68,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20664
00006215,2022,5,LIMA,LIMA,LIMA,MINSA,III-E,203,346,98,302,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20675
00006212,2022,6,LIMA,LIMA,LA VICTORIA,MINSA,III-E,46,126,8,142,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20708
00008353,2022,4,LIMA,LIMA,ATE,ESSALUD,II-1,51,125,20,113,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20746
00012923,2022,5,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,2,0,0,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20758
00027565,2022,5,LIMA,LIMA,COMAS,ESSALUD,II-1,111,205,0,193,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20759
00008317,2022,7,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,48,148,15,111,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20806
00008353,2022,8,LIMA,LIMA,ATE,ESSALUD,II-1,51,103,20,88,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20826
00005617,2022,8,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,145,184,20,245,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20830
00008502,2022,7,LIMA,LIMA,LIMA,ESSALUD,II-2,151,353,90,252,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20918
00007634,2022,5,LIMA,LIMA,COMAS,MINSA,III-1,215,211,114,241,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,20995
00010098,2022,7,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,12,44,0,58,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21034
00010098,2022,8,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,12,44,0,58,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21042
00006207,2022,8,LIMA,LIMA,LIMA,MINSA,III-1,607,428,280,454,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21134
00006207,2022,5,LIMA,LIMA,LIMA,MINSA,III-1,565,412,305,500,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21177
00006208,2022,5,LIMA,LIMA,LIMA,MINSA,III-2,397,231,76,347,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21249
00006212,2022,8,LIMA,LIMA,LA VICTORIA,MINSA,III-E,50,130,10,141,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21309
00006206,2022,8,LIMA,LIMA,LIMA,MINSA,III-1,409,441,202,194,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21322
00007634,2022,8,LIMA,LIMA,COMAS,MINSA,III-1,215,211,114,241,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21448
00013591,2022,5,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,298,530,198,437,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21461
00008720,2022,6,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1510,2046,505,1774,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21493
00016094,2022,8,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,65,9,0,58,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21538
00008564,2022,4,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,33,106,0,65,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21571
00007733,2022,6,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,55,116,55,68,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21599
00010135,2022,8,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,39,168,5,94,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21800
00006213,2022,8,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,213,31,191,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21846
00008502,2022,8,LIMA,LIMA,LIMA,ESSALUD,II-2,152,364,91,264,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21853
00005947,2022,7,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,143,12,114,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21892
00016918,2022,8,LIMA,LIMA,SAN BORJA,MINSA,III-2,236,380,69,474,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21951
00005948,2022,8,LIMA,LIMA,SANTA ANITA,MINSA,III-1,127,89,36,84,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,21952
00006208,2022,6,LIMA,LIMA,LIMA,MINSA,III-2,397,277,76,370,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22096
00010434,2022,6,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,179,55,9,136,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22107
00027565,2022,6,LIMA,LIMA,COMAS,ESSALUD,II-1,111,196,0,189,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22218
00005883,2022,7,LIMA,LIMA,ATE,MINSA,II-1,61,88,0,85,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22256
00005617,2022,6,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,145,178,0,260,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22303
00023159,2022,7,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,358,431,0,450,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22339
00023159,2022,6,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,358,395,0,447,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22443
00006217,2022,7,LIMA,LIMA,LIMA,MINSA,III-2,7,108,18,55,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22535
00006217,2022,4,LIMA,LIMA,LIMA,MINSA,III-2,7,108,18,55,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22581
00005947,2022,5,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,145,15,111,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22633
00010135,2022,5,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,41,168,5,93,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22699
00010135,2022,6,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,41,160,8,94,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22730
00006208,2022,7,LIMA,LIMA,LIMA,MINSA,III-2,397,277,76,370,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22739
00006215,2022,8,LIMA,LIMA,LIMA,MINSA,III-E,187,322,93,286,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22763
00016918,2022,7,LIMA,LIMA,SAN BORJA,MINSA,III-2,236,385,69,474,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22908
00006209,2022,8,LIMA,LIMA,LIMA,MINSA,III-2,128,59,44,117,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22929
00005987,2022,8,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,467,259,187,358,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22943
00010751,2022,8,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,250,223,25,251,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,22974
00007734,2022,5,LIMA,LIMA,CHORRILLOS,MINSA,III-E,0,86,9,25,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23017
00010434,2022,5,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,172,55,9,146,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23040
00009251,2022,5,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,1011,1298,313,1267,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23052
00005945,2022,4,LIMA,LIMA,ATE,MINSA,II-1,55,217,51,133,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23171
00007633,2022,5,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,343,535,346,571,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23228
00006210,2022,7,LIMA,LIMA,SURQUILLO,MINSA,III-2,425,268,152,503,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23334
00008720,2022,5,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1500,2045,505,1778,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23405
00014718,2022,6,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,21,23,0,34,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23426
00005946,2022,6,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,513,477,221,638,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23430
00008502,2022,6,LIMA,LIMA,LIMA,ESSALUD,II-2,146,356,90,260,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23474
00014718,2022,9,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,21,22,2,30,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23536
00018011,2022,11,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,103,167,44,263,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23571
00007633,2022,11,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,360,635,367,550,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23573
00017024,2022,9,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,595,149,0,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23657
00006211,2022,9,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,122,258,44,284,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23802
00018011,2022,10,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,103,162,44,263,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23839
00008720,2022,9,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1506,1994,505,1805,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23907
00017024,2022,11,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,595,145,0,6,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984
00005945,2022,9,LIMA,LIMA,ATE,MINSA,II-1,55,217,51,133,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24000
00006217,2022,10,LIMA,LIMA,LIMA,MINSA,III-2,7,108,18,55,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24015
00006213,2022,11,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,209,31,202,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24258
00027565,2022,11,LIMA,LIMA,COMAS,ESSALUD,II-1,112,195,0,195,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24259
00027565,2022,10,LIMA,LIMA,COMAS,ESSALUD,II-1,111,193,0,198,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24303
00013591,2022,11,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,411,533,205,407,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314
00006213,2022,10,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,212,31,205,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24390
00010751,2022,9,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,250,223,25,251,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24514
00008564,2022,11,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,24,89,0,68,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24527
00016094,2022,12,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,63,17,0,70,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24543
00013591,2022,12,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,411,541,210,448,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24562
00006209,2022,12,LIMA,LIMA,LIMA,MINSA,III-2,129,76,44,133,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24647
00005617,2022,9,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,145,184,20,251,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24730
00008317,2022,9,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,48,160,13,95,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24893
00008564,2022,9,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,20,89,0,63,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24907
00006207,2022,10,LIMA,LIMA,LIMA,MINSA,III-1,621,415,293,448,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24958
00016918,2022,11,LIMA,LIMA,SAN BORJA,MINSA,III-2,241,395,86,474,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24961
00008564,2022,12,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,24,102,0,82,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25069
00005948,2022,12,LIMA,LIMA,SANTA ANITA,MINSA,III-1,127,93,38,87,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25076
00006216,2022,9,LIMA,LIMA,BREÑA,MINSA,III-2,330,348,58,614,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25104
00012923,2022,9,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,4,0,5,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25429
00006207,2022,9,LIMA,LIMA,LIMA,MINSA,III-1,606,430,281,481,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25635
00008318,2022,9,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,48,87,2,67,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25703
00007632,2022,9,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,108,138,56,181,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25731
00005945,2022,10,LIMA,LIMA,ATE,MINSA,II-1,55,217,51,133,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25855
00009188,2022,10,LIMA,LIMA,LIMA,ESSALUD,II-1,50,100,0,70,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25958
00006212,2022,11,LIMA,LIMA,LA VICTORIA,MINSA,III-E,54,137,13,145,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978
00008317,2022,12,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,163,13,103,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26041
00007734,2022,9,LIMA,LIMA,CHORRILLOS,MINSA,III-E,28,95,15,26,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26139
00005946,2022,9,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,568,510,231,635,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26140
00006215,2022,9,LIMA,LIMA,LIMA,MINSA,III-E,192,317,90,284,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26264
00006210,2022,10,LIMA,LIMA,SURQUILLO,MINSA,III-2,445,277,167,518,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26280
00006217,2022,9,LIMA,LIMA,LIMA,MINSA,III-2,7,108,18,55,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26427
00023159,2022,11,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,354,437,26,437,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26445
00005883,2022,12,LIMA,LIMA,ATE,MINSA,II-1,63,88,0,93,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26609
00008720,2022,12,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1523,2022,505,1735,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26611
00008502,2022,10,LIMA,LIMA,LIMA,ESSALUD,II-2,163,372,91,257,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26673
00007734,2022,11,LIMA,LIMA,CHORRILLOS,MINSA,III-E,20,94,15,27,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26694
00014718,2022,11,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,21,25,4,34,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26700
00006213,2022,9,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,212,31,205,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26826
00005948,2022,9,LIMA,LIMA,SANTA ANITA,MINSA,III-1,127,90,36,79,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26842
00014718,2022,10,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,21,22,1,41,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26845
00008720,2022,10,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1518,2029,505,1805,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26847
00006209,2022,11,LIMA,LIMA,LIMA,MINSA,III-2,130,75,44,133,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26867
00010135,2022,10,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,41,158,8,118,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26907
00008741,2022,10,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,64,94,3,89,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26913
00007632,2022,11,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,108,138,55,185,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26925
00005946,2022,12,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,565,511,226,647,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,26961
00006211,2022,10,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,122,258,44,284,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27092
00016094,2022,9,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,65,13,0,58,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27107
00027565,2022,9,LIMA,LIMA,COMAS,ESSALUD,II-1,111,193,0,195,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27115
00005947,2022,12,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,141,10,111,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27268
00008489,2022,11,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,83,238,22,173,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27333
00005945,2022,12,LIMA,LIMA,ATE,MINSA,II-1,55,217,51,133,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27337
00009251,2022,12,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,972,1235,295,1157,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27359
00005987,2022,10,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,467,283,189,349,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27445
00007633,2022,12,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,359,639,365,550,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27809
00006217,2022,11,LIMA,LIMA,LIMA,MINSA,III-2,7,108,18,55,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27858
00008317,2022,11,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,175,13,93,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27878
00008353,2022,11,LIMA,LIMA,ATE,ESSALUD,II-1,51,101,20,88,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,27975
00007633,2022,9,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,373,592,369,550,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28124
00006214,2022,10,LIMA,LIMA,MAGDALENA DEL MAR,MINSA,III-1,590,88,27,110,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28126
00005947,2022,10,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,145,13,112,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28135
00006208,2022,9,LIMA,LIMA,LIMA,MINSA,III-2,397,277,76,370,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28237
00007734,2022,10,LIMA,LIMA,CHORRILLOS,MINSA,III-E,20,101,21,24,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28249
00010751,2022,11,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,264,223,25,251,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28266
00006212,2022,10,LIMA,LIMA,LA VICTORIA,MINSA,III-E,55,134,14,141,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28546
00008318,2022,11,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,48,87,2,67,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28572
00007733,2022,11,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,64,114,55,71,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28658
00009188,2022,9,LIMA,LIMA,LIMA,ESSALUD,II-1,50,100,0,70,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28774
00010135,2022,9,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,41,171,5,94,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28918
00006206,2022,11,LIMA,LIMA,LIMA,MINSA,III-1,428,434,168,188,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28933
00009188,2022,11,LIMA,LIMA,LIMA,ESSALUD,II-1,50,100,0,70,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28934
00012923,2022,12,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,3,0,7,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,28967
00010751,2022,12,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,264,223,25,251,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,29109
00013591,2022,10,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,411,533,205,407,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,29169
00008489,2022,9,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,83,237,21,173,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,29269
00007632,2022,12,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,108,136,55,185,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,29393
00008353,2022,9,LIMA,LIMA,ATE,ESSALUD,II-1,51,103,20,88,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,29538
00027565,2022,12,LIMA,LIMA,COMAS,ESSALUD,II-1,112,209,0,185,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,29612
