codigo_ipress,anio,mes,departamento,provincia,distrito,sector,categoria,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,_archivo,_registro
00006164,2026,4,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,MINSA,I-4,14,10,0,15,data\raw\Capacidad\ConsultaA_2026_v13.csv,14538
00012923,2026,5,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,3,0,5,data\raw\Capacidad\ConsultaA_2026_v13.csv,14597
00005735,2026,4,LIMA,LIMA,CARABAYLLO,MINSA,I-4,8,32,0,41,data\raw\Capacidad\ConsultaA_2026_v13.csv,14876
00035628,2026,4,LIMA,LIMA,SAN MARTIN DE PORRES,ESSALUD,II-E,42,45,0,47,data\raw\Capacidad\ConsultaA_2026_v13.csv,14947
00008564,2026,4,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,46,123,0,97,data\raw\Capacidad\ConsultaA_2026_v13.csv,15018
00006207,2026,1,LIMA,LIMA,LIMA,MINSA,III-1,618,968,429,795,data\raw\Capacidad\ConsultaA_2026_v13.csv,15080
00006214,2026,4,LIMA,LIMA,MAGDALENA DEL MAR,MINSA,III-E,416,87,27,136,data\raw\Capacidad\ConsultaA_2026_v13.csv,15264
00005842,2026,5,LIMA,LIMA,RIMAC,MINSA,I-4,8,19,0,23,data\raw\Capacidad\ConsultaA_2026_v13.csv,15305
00008317,2026,5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,185,10,101,data\raw\Capacidad\ConsultaA_2026_v13.csv,15368
00005755,2026,2,LIMA,LIMA,COMAS,MINSA,I-4,0,24,0,27,data\raw\Capacidad\ConsultaA_2026_v13.csv,15515
00005735,2026,5,LIMA,LIMA,CARABAYLLO,MINSA,I-4,8,32,0,41,data\raw\Capacidad\ConsultaA_2026_v13.csv,15591
00005987,2026,1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,411,379,245,427,data\raw\Capacidad\ConsultaA_2026_v13.csv,15617
00008741,2026,4,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,64,115,1,90,data\raw\Capacidad\ConsultaA_2026_v13.csv,15764
00006151,2026,4,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,MINSA,I-4,3,15,0,15,data\raw\Capacidad\ConsultaA_2026_v13.csv,15794
00010135,2026,5,LIMA,LIMA,LA MOLINA,ESSALUD,II-2,52,170,9,140,data\raw\Capacidad\ConsultaA_2026_v13.csv,15802
00008317,2026,4,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,187,10,98,data\raw\Capacidad\ConsultaA_2026_v13.csv,16020
00005814,2026,5,LIMA,LIMA,ANCON,MINSA,I-4,5,13,0,15,data\raw\Capacidad\ConsultaA_2026_v13.csv,16064
00008353,2026,4,LIMA,LIMA,ATE,ESSALUD,II-1,66,101,25,106,data\raw\Capacidad\ConsultaA_2026_v13.csv,16199
00009251,2026,7,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,1075,1242,332,1285,data\raw\Capacidad\ConsultaA_2026_v13.csv,16284
00005816,2026,7,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,12,22,0,29,data\raw\Capacidad\ConsultaA_2026_v13.csv,16333
00013591,2026,7,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,363,509,150,417,data\raw\Capacidad\ConsultaA_2026_v13.csv,16525
00006210,2026,6,LIMA,LIMA,SURQUILLO,MINSA,III-2,396,445,175,502,data\raw\Capacidad\ConsultaA_2026_v13.csv,16545
00010135,2026,7,LIMA,LIMA,LA MOLINA,ESSALUD,II-2,54,125,9,118,data\raw\Capacidad\ConsultaA_2026_v13.csv,16679
00006000,2026,7,LIMA,LIMA,CHORRILLOS,MINSA,I-4,16,22,0,23,data\raw\Capacidad\ConsultaA_2026_v13.csv,16686
00014718,2026,2,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,22,30,0,29,data\raw\Capacidad\ConsultaA_2026_v13.csv,16705
00005617,2026,6,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,124,293,28,328,data\raw\Capacidad\ConsultaA_2026_v13.csv,16733
00005821,2026,6,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,9,18,0,24,data\raw\Capacidad\ConsultaA_2026_v13.csv,16853
00012923,2026,7,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,6,0,10,data\raw\Capacidad\ConsultaA_2026_v13.csv,16887
00006216,2026,7,LIMA,LIMA,BRE?A,MINSA,III-2,394,390,15,691,data\raw\Capacidad\ConsultaA_2026_v13.csv,16940
00005987,2026,6,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,430,318,218,422,data\raw\Capacidad\ConsultaA_2026_v13.csv,17249
00005735,2026,7,LIMA,LIMA,CARABAYLLO,MINSA,I-4,8,32,0,41,data\raw\Capacidad\ConsultaA_2026_v13.csv,17333
00008317,2026,7,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,192,10,102,data\raw\Capacidad\ConsultaA_2026_v13.csv,17362
00005814,2026,7,LIMA,LIMA,ANCON,MINSA,I-4,5,13,0,15,data\raw\Capacidad\ConsultaA_2026_v13.csv,17469
00006216,2026,1,LIMA,LIMA,BRE?A,MINSA,III-2,394,358,17,158,data\raw\Capacidad\ConsultaA_2026_v13.csv,17490
00007634,2026,4,LIMA,LIMA,COMAS,MINSA,III-1,281,241,126,277,data\raw\Capacidad\ConsultaA_2026_v13.csv,17670
00006206,2026,1,LIMA,LIMA,LIMA,MINSA,III-1,475,497,200,308,data\raw\Capacidad\ConsultaA_2026_v13.csv,17769
00005799,2026,7,LIMA,LIMA,LOS OLIVOS,MINSA,I-4,3,39,0,37,data\raw\Capacidad\ConsultaA_2026_v13.csv,17823
00006215,2026,3,LIMA,LIMA,LIMA,MINSA,III-E,186,351,109,305,data\raw\Capacidad\ConsultaA_2026_v13.csv,17876
00005842,2026,1,LIMA,LIMA,RIMAC,MINSA,I-4,8,18,0,26,data\raw\Capacidad\ConsultaA_2026_v13.csv,18030
00005742,2026,6,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,I-4,6,35,1,48,data\raw\Capacidad\ConsultaA_2026_v13.csv,18163
00005799,2026,6,LIMA,LIMA,LOS OLIVOS,MINSA,I-4,3,39,0,37,data\raw\Capacidad\ConsultaA_2026_v13.csv,18301
00006212,2026,6,LIMA,LIMA,LA VICTORIA,MINSA,III-E,66,171,12,158,data\raw\Capacidad\ConsultaA_2026_v13.csv,18330
00005742,2026,7,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,I-4,6,38,1,47,data\raw\Capacidad\ConsultaA_2026_v13.csv,18359
00006124,2026,7,LIMA,LIMA,VILLA EL SALVADOR,MINSA,I-4,9,26,4,33,data\raw\Capacidad\ConsultaA_2026_v13.csv,18389
00017024,2026,7,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,226,54,383,data\raw\Capacidad\ConsultaA_2026_v13.csv,18392
00005772,2026,6,LIMA,LIMA,COMAS,MINSA,I-4,8,30,0,37,data\raw\Capacidad\ConsultaA_2026_v13.csv,18453
00007733,2026,7,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,90,114,50,63,data\raw\Capacidad\ConsultaA_2026_v13.csv,18477
00006210,2026,7,LIMA,LIMA,SURQUILLO,MINSA,III-2,396,446,171,509,data\raw\Capacidad\ConsultaA_2026_v13.csv,18590
00007734,2026,6,LIMA,LIMA,CHORRILLOS,MINSA,III-2,0,82,21,61,data\raw\Capacidad\ConsultaA_2026_v13.csv,18627
00005755,2026,6,LIMA,LIMA,COMAS,MINSA,I-4,0,27,0,32,data\raw\Capacidad\ConsultaA_2026_v13.csv,18692
00016094,2026,7,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,74,41,0,57,data\raw\Capacidad\ConsultaA_2026_v13.csv,18747
00006000,2026,6,LIMA,LIMA,CHORRILLOS,MINSA,I-4,16,23,0,19,data\raw\Capacidad\ConsultaA_2026_v13.csv,18829
00006214,2026,6,LIMA,LIMA,MAGDALENA DEL MAR,MINSA,III-E,416,87,27,134,data\raw\Capacidad\ConsultaA_2026_v13.csv,18834
00008489,2026,6,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,85,254,31,216,data\raw\Capacidad\ConsultaA_2026_v13.csv,18921
00008502,2026,6,LIMA,LIMA,LIMA,ESSALUD,II-2,178,421,79,297,data\raw\Capacidad\ConsultaA_2026_v13.csv,18922
00005821,2026,7,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,9,18,0,23,data\raw\Capacidad\ConsultaA_2026_v13.csv,18951
00005791,2026,7,LIMA,LIMA,INDEPENDENCIA,MINSA,I-4,15,39,0,39,data\raw\Capacidad\ConsultaA_2026_v13.csv,18956
00006207,2026,6,LIMA,LIMA,LIMA,MINSA,III-1,617,1032,399,846,data\raw\Capacidad\ConsultaA_2026_v13.csv,19203
00006151,2026,1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,MINSA,I-4,3,15,0,15,data\raw\Capacidad\ConsultaA_2026_v13.csv,19357
00005816,2026,6,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,12,22,0,29,data\raw\Capacidad\ConsultaA_2026_v13.csv,19652
00008353,2026,6,LIMA,LIMA,ATE,ESSALUD,II-1,66,99,25,108,data\raw\Capacidad\ConsultaA_2026_v13.csv,19788
00007632,2026,6,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,109,135,58,222,data\raw\Capacidad\ConsultaA_2026_v13.csv,19793
00008709,2026,5,LIMA,LIMA,SANTIAGO DE SURCO,SANIDAD DE LA FUERZA AEREA DEL PERU,I-4,34,19,0,21,data\raw\Capacidad\ConsultaA_2026_v13.csv,19805
00005842,2026,6,LIMA,LIMA,RIMAC,MINSA,I-4,5,16,0,23,data\raw\Capacidad\ConsultaA_2026_v13.csv,19823
00014718,2026,7,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,23,30,0,32,data\raw\Capacidad\ConsultaA_2026_v13.csv,19960
00005735,2026,6,LIMA,LIMA,CARABAYLLO,MINSA,I-4,8,32,0,41,data\raw\Capacidad\ConsultaA_2026_v13.csv,20005
00006206,2026,6,LIMA,LIMA,LIMA,MINSA,III-1,455,517,206,344,data\raw\Capacidad\ConsultaA_2026_v13.csv,20006
00007632,2026,7,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,109,140,59,223,data\raw\Capacidad\ConsultaA_2026_v13.csv,20055
00010135,2026,4,LIMA,LIMA,LA MOLINA,ESSALUD,II-2,50,167,9,139,data\raw\Capacidad\ConsultaA_2026_v13.csv,20074
00017024,2026,6,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,226,54,383,data\raw\Capacidad\ConsultaA_2026_v13.csv,20158
00006211,2026,6,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,140,281,60,304,data\raw\Capacidad\ConsultaA_2026_v13.csv,20175
00018011,2026,6,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,126,239,46,278,data\raw\Capacidad\ConsultaA_2026_v13.csv,20203
00005617,2026,3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,125,293,28,323,data\raw\Capacidad\ConsultaA_2026_v13.csv,20257
00008720,2026,6,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1536,1622,459,1947,data\raw\Capacidad\ConsultaA_2026_v13.csv,20322
00005991,2026,6,LIMA,LIMA,CHORRILLOS,MINSA,I-4,10,30,1,21,data\raw\Capacidad\ConsultaA_2026_v13.csv,20411
00027565,2026,4,LIMA,LIMA,COMAS,ESSALUD,II-1,108,204,12,163,data\raw\Capacidad\ConsultaA_2026_v13.csv,20457
00009188,2026,6,LIMA,LIMA,LIMA,ESSALUD,II-1,51,100,0,93,data\raw\Capacidad\ConsultaA_2026_v13.csv,20615
00006209,2026,4,LIMA,LIMA,LIMA,MINSA,III-2,121,115,39,143,data\raw\Capacidad\ConsultaA_2026_v13.csv,20771
00006124,2026,6,LIMA,LIMA,VILLA EL SALVADOR,MINSA,I-4,9,26,4,33,data\raw\Capacidad\ConsultaA_2026_v13.csv,20831
00005842,2026,7,LIMA,LIMA,RIMAC,MINSA,I-4,5,19,0,25,data\raw\Capacidad\ConsultaA_2026_v13.csv,20899
00006215,2026,7,LIMA,LIMA,LIMA,MINSA,III-E,172,354,109,312,data\raw\Capacidad\ConsultaA_2026_v13.csv,20951
00008318,2026,7,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,40,114,5,88,data\raw\Capacidad\ConsultaA_2026_v13.csv,21031
00005814,2026,4,LIMA,LIMA,ANCON,MINSA,I-4,5,12,0,15,data\raw\Capacidad\ConsultaA_2026_v13.csv,21135
00005817,2026,7,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,6,23,0,24,data\raw\Capacidad\ConsultaA_2026_v13.csv,21309
00027565,2026,6,LIMA,LIMA,COMAS,ESSALUD,II-1,108,218,5,172,data\raw\Capacidad\ConsultaA_2026_v13.csv,21449
00006212,2026,3,LIMA,LIMA,LA VICTORIA,MINSA,III-E,6,167,11,151,data\raw\Capacidad\ConsultaA_2026_v13.csv,21518
00016918,2026,6,LIMA,LIMA,SAN BORJA,MINSA,III-2,241,454,111,545,data\raw\Capacidad\ConsultaA_2026_v13.csv,21535
00006215,2026,6,LIMA,LIMA,LIMA,MINSA,III-E,192,344,105,291,data\raw\Capacidad\ConsultaA_2026_v13.csv,21559
00010434,2026,6,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,200,56,4,114,data\raw\Capacidad\ConsultaA_2026_v13.csv,21595
00010135,2026,6,LIMA,LIMA,LA MOLINA,ESSALUD,II-2,54,148,9,111,data\raw\Capacidad\ConsultaA_2026_v13.csv,21688
00009188,2026,7,LIMA,LIMA,LIMA,ESSALUD,II-1,59,100,0,93,data\raw\Capacidad\ConsultaA_2026_v13.csv,22109
00005644,2026,2,LIMA,LIMA,RIMAC,MINSA,I-4,0,48,0,28,data\raw\Capacidad\ConsultaA_2026_v13.csv,22110
00007632,2026,4,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,109,133,52,222,data\raw\Capacidad\ConsultaA_2026_v13.csv,22162
00006217,2026,3,LIMA,LIMA,LIMA,MINSA,III-2,7,122,33,76,data\raw\Capacidad\ConsultaA_2026_v13.csv,22354
00008317,2026,3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,190,10,99,data\raw\Capacidad\ConsultaA_2026_v13.csv,22580
00005821,2026,1,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,9,18,0,25,data\raw\Capacidad\ConsultaA_2026_v13.csv,22758
00006217,2026,6,LIMA,LIMA,LIMA,MINSA,III-2,7,134,33,74,data\raw\Capacidad\ConsultaA_2026_v13.csv,22781
00005617,2026,4,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,122,293,28,323,data\raw\Capacidad\ConsultaA_2026_v13.csv,22804
00007734,2026,3,LIMA,LIMA,CHORRILLOS,MINSA,III-2,0,88,15,61,data\raw\Capacidad\ConsultaA_2026_v13.csv,22899
00005772,2026,3,LIMA,LIMA,COMAS,MINSA,I-4,8,30,0,39,data\raw\Capacidad\ConsultaA_2026_v13.csv,22943
00005947,2026,1,LIMA,LIMA,LURIGANCHO,MINSA,II-2,62,159,17,132,data\raw\Capacidad\ConsultaA_2026_v13.csv,23076
00005947,2026,2,LIMA,LIMA,LURIGANCHO,MINSA,II-2,62,157,17,131,data\raw\Capacidad\ConsultaA_2026_v13.csv,23077
00005947,2026,3,LIMA,LIMA,LURIGANCHO,MINSA,II-2,62,157,17,139,data\raw\Capacidad\ConsultaA_2026_v13.csv,23078
00005947,2026,4,LIMA,LIMA,LURIGANCHO,MINSA,II-2,62,162,17,138,data\raw\Capacidad\ConsultaA_2026_v13.csv,23080
00006208,2026,5,LIMA,LIMA,LIMA,MINSA,III-2,336,282,121,478,data\raw\Capacidad\ConsultaA_2026_v13.csv,23156
00006206,2026,2,LIMA,LIMA,LIMA,MINSA,III-1,474,502,199,309,data\raw\Capacidad\ConsultaA_2026_v13.csv,23242
00006206,2026,3,LIMA,LIMA,LIMA,MINSA,III-1,457,511,211,329,data\raw\Capacidad\ConsultaA_2026_v13.csv,23243
00006206,2026,5,LIMA,LIMA,LIMA,MINSA,III-1,457,510,207,344,data\raw\Capacidad\ConsultaA_2026_v13.csv,23244
00017024,2026,4,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,226,54,383,data\raw\Capacidad\ConsultaA_2026_v13.csv,23348
00008709,2026,4,LIMA,LIMA,SANTIAGO DE SURCO,SANIDAD DE LA FUERZA AEREA DEL PERU,I-4,34,19,0,21,data\raw\Capacidad\ConsultaA_2026_v13.csv,23368
00005946,2026,5,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,591,558,259,677,data\raw\Capacidad\ConsultaA_2026_v13.csv,23375
00014718,2026,4,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,22,30,0,33,data\raw\Capacidad\ConsultaA_2026_v13.csv,23512
00013591,2026,6,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,379,506,148,418,data\raw\Capacidad\ConsultaA_2026_v13.csv,23678
00008720,2026,7,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1536,1614,459,1954,data\raw\Capacidad\ConsultaA_2026_v13.csv,23700
00006084,2026,7,LIMA,LIMA,PUCUSANA,MINSA,I-4,4,8,0,9,data\raw\Capacidad\ConsultaA_2026_v13.csv,23852
00005987,2026,5,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,430,348,213,432,data\raw\Capacidad\ConsultaA_2026_v13.csv,23928
00008741,2026,5,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,64,116,1,90,data\raw\Capacidad\ConsultaA_2026_v13.csv,24009
00005946,2026,2,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,591,559,259,674,data\raw\Capacidad\ConsultaA_2026_v13.csv,24066
00006124,2026,5,LIMA,LIMA,VILLA EL SALVADOR,MINSA,I-4,9,24,4,30,data\raw\Capacidad\ConsultaA_2026_v13.csv,24120
00005799,2026,2,LIMA,LIMA,LOS OLIVOS,MINSA,I-4,3,39,0,37,data\raw\Capacidad\ConsultaA_2026_v13.csv,24196
00016094,2026,4,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,74,41,0,60,data\raw\Capacidad\ConsultaA_2026_v13.csv,24211
00008741,2026,2,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,64,120,1,90,data\raw\Capacidad\ConsultaA_2026_v13.csv,24366
00009251,2026,4,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,1068,1250,336,1267,data\raw\Capacidad\ConsultaA_2026_v13.csv,24484
00005842,2026,4,LIMA,LIMA,RIMAC,MINSA,I-4,8,19,0,23,data\raw\Capacidad\ConsultaA_2026_v13.csv,24681
00006211,2026,4,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,141,310,60,308,data\raw\Capacidad\ConsultaA_2026_v13.csv,24700
00005883,2026,4,LIMA,LIMA,ATE,MINSA,II-1,50,110,0,111,data\raw\Capacidad\ConsultaA_2026_v13.csv,24703
00013914,2026,2,LIMA,LIMA,RIMAC,SANIDAD DEL EJERCITO DEL PERU,I-4,4,8,0,16,data\raw\Capacidad\ConsultaA_2026_v13.csv,24743
00035628,2026,3,LIMA,LIMA,SAN MARTIN DE PORRES,ESSALUD,II-E,42,45,0,49,data\raw\Capacidad\ConsultaA_2026_v13.csv,24772
00023159,2026,2,LIMA,LIMA,VILLA EL SALVADOR,MINSA,III-1,260,526,43,473,data\raw\Capacidad\ConsultaA_2026_v13.csv,24842
00006207,2026,5,LIMA,LIMA,LIMA,MINSA,III-1,617,1003,396,834,data\raw\Capacidad\ConsultaA_2026_v13.csv,24860
00006212,2026,4,LIMA,LIMA,LA VICTORIA,MINSA,III-E,60,166,12,152,data\raw\Capacidad\ConsultaA_2026_v13.csv,25198
00007733,2026,5,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,90,114,50,66,data\raw\Capacidad\ConsultaA_2026_v13.csv,25333
00010098,2026,5,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,53,0,74,data\raw\Capacidad\ConsultaA_2026_v13.csv,25335
00005947,2026,7,LIMA,LIMA,LURIGANCHO,MINSA,II-2,62,156,15,137,data\raw\Capacidad\ConsultaA_2026_v13.csv,25486
00005821,2026,4,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,9,18,1,26,data\raw\Capacidad\ConsultaA_2026_v13.csv,25508
00005946,2026,4,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,591,562,259,681,data\raw\Capacidad\ConsultaA_2026_v13.csv,25509
00017024,2026,5,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,226,54,383,data\raw\Capacidad\ConsultaA_2026_v13.csv,25686
00005948,2026,6,LIMA,LIMA,SANTA ANITA,MINSA,III-E,231,97,35,80,data\raw\Capacidad\ConsultaA_2026_v13.csv,25830
00006212,2026,7,LIMA,LIMA,LA VICTORIA,MINSA,III-E,66,171,8,154,data\raw\Capacidad\ConsultaA_2026_v13.csv,25835
00005816,2026,4,LIMA,LIMA,PUENTE PIEDRA,MINSA,I-4,12,23,0,30,data\raw\Capacidad\ConsultaA_2026_v13.csv,26116
00005799,2026,3,LIMA,LIMA,LOS OLIVOS,MINSA,I-4,3,39,0,37,data\raw\Capacidad\ConsultaA_2026_v13.csv,26166
00005948,2026,5,LIMA,LIMA,SANTA ANITA,MINSA,III-E,231,97,36,81,data\raw\Capacidad\ConsultaA_2026_v13.csv,26427
00035628,2026,5,LIMA,LIMA,SAN MARTIN DE PORRES,ESSALUD,II-E,36,45,0,47,data\raw\Capacidad\ConsultaA_2026_v13.csv,26577
00027565,2026,7,LIMA,LIMA,COMAS,ESSALUD,II-1,107,224,12,175,data\raw\Capacidad\ConsultaA_2026_v13.csv,26643
00005735,2026,1,LIMA,LIMA,CARABAYLLO,MINSA,I-4,10,40,0,52,data\raw\Capacidad\ConsultaA_2026_v13.csv,26786
00018011,2026,1,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,118,238,46,276,data\raw\Capacidad\ConsultaA_2026_v13.csv,26982
00007633,2026,4,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,395,455,297,626,data\raw\Capacidad\ConsultaA_2026_v13.csv,27035
00006000,2026,5,LIMA,LIMA,CHORRILLOS,MINSA,I-4,16,23,0,19,data\raw\Capacidad\ConsultaA_2026_v13.csv,27039
00005742,2026,5,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,I-4,6,29,2,50,data\raw\Capacidad\ConsultaA_2026_v13.csv,27040
00005883,2026,6,LIMA,LIMA,ATE,MINSA,II-1,50,114,0,109,data\raw\Capacidad\ConsultaA_2026_v13.csv,27061
00006088,2026,2,LIMA,LIMA,SAN BARTOLO,MINSA,I-4,3,9,0,11,data\raw\Capacidad\ConsultaA_2026_v13.csv,27236
00005991,2026,4,LIMA,LIMA,CHORRILLOS,MINSA,I-4,10,31,1,19,data\raw\Capacidad\ConsultaA_2026_v13.csv,27391
00006213,2026,6,LIMA,LIMA,MIRAFLORES,MINSA,III-E,70,221,38,223,data\raw\Capacidad\ConsultaA_2026_v13.csv,27444
00008709,2026,7,LIMA,LIMA,SANTIAGO DE SURCO,SANIDAD DE LA FUERZA AEREA DEL PERU,I-4,34,19,0,22,data\raw\Capacidad\ConsultaA_2026_v13.csv,27450
00010751,2026,7,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,212,235,20,231,data\raw\Capacidad\ConsultaA_2026_v13.csv,27467
00008353,2026,5,LIMA,LIMA,ATE,ESSALUD,II-1,66,99,25,108,data\raw\Capacidad\ConsultaA_2026_v13.csv,27570
00010098,2026,2,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,53,0,74,data\raw\Capacidad\ConsultaA_2026_v13.csv,27803
00009188,2026,1,LIMA,LIMA,LIMA,ESSALUD,II-1,59,99,0,88,data\raw\Capacidad\ConsultaA_2026_v13.csv,27894
00007734,2026,2,LIMA,LIMA,CHORRILLOS,MINSA,III-2,0,83,13,63,data\raw\Capacidad\ConsultaA_2026_v13.csv,27951
00005772,2026,4,LIMA,LIMA,COMAS,MINSA,I-4,8,27,0,37,data\raw\Capacidad\ConsultaA_2026_v13.csv,27969
00014718,2026,3,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,22,29,0,34,data\raw\Capacidad\ConsultaA_2026_v13.csv,27981
00006216,2026,6,LIMA,LIMA,BRE?A,MINSA,III-2,394,380,17,667,data\raw\Capacidad\ConsultaA_2026_v13.csv,28042
00008709,2026,1,LIMA,LIMA,SANTIAGO DE SURCO,SANIDAD DE LA FUERZA AEREA DEL PERU,I-4,34,21,0,16,data\raw\Capacidad\ConsultaA_2026_v13.csv,28103
00016918,2026,7,LIMA,LIMA,SAN BORJA,MINSA,III-2,241,450,108,536,data\raw\Capacidad\ConsultaA_2026_v13.csv,28150
00005987,2026,2,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,428,306,223,424,data\raw\Capacidad\ConsultaA_2026_v13.csv,28226
00006215,2026,2,LIMA,LIMA,LIMA,MINSA,III-E,188,352,106,294,data\raw\Capacidad\ConsultaA_2026_v13.csv,28263
00006212,2026,5,LIMA,LIMA,LA VICTORIA,MINSA,III-E,66,166,12,148,data\raw\Capacidad\ConsultaA_2026_v13.csv,28414
00010434,2026,3,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,200,53,2,114,data\raw\Capacidad\ConsultaA_2026_v13.csv,28441
00010751,2026,2,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,239,235,20,231,data\raw\Capacidad\ConsultaA_2026_v13.csv,28689
00005799,2026,5,LIMA,LIMA,LOS OLIVOS,MINSA,I-4,3,39,0,37,data\raw\Capacidad\ConsultaA_2026_v13.csv,28719
00007733,2026,6,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,90,114,50,74,data\raw\Capacidad\ConsultaA_2026_v13.csv,28721
00008741,2026,6,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,64,115,1,90,data\raw\Capacidad\ConsultaA_2026_v13.csv,28906
00006208,2026,1,LIMA,LIMA,LIMA,MINSA,III-2,336,282,121,478,data\raw\Capacidad\ConsultaA_2026_v13.csv,28924
00007734,2026,5,LIMA,LIMA,CHORRILLOS,MINSA,III-2,0,84,20,61,data\raw\Capacidad\ConsultaA_2026_v13.csv,28961
00013591,2026,5,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,396,497,156,418,data\raw\Capacidad\ConsultaA_2026_v13.csv,28962
00006210,2026,5,LIMA,LIMA,SURQUILLO,MINSA,III-2,396,475,204,505,data\raw\Capacidad\ConsultaA_2026_v13.csv,28963
