codigo_ipress,anio,mes,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,departamento,provincia,distrito,sector,categoria,nombre_ipress,_codigo_original,_anio_original,_mes_original,_clave_valida,_archivo,_registro,_huella_fila,original_ANHO,original_MES,original_UBIGEO,original_DEPARTAMENTO,original_PROVINCIA,original_DISTRITO,original_SECTOR,original_CATEGORIA,original_CO_IPRESS,original_RAZON_SOC,original_CA_CONSULTORIOS,original_CA_CONSULTORIOS_FN,original_CA_CAMAS,original_CA_MEDICOS_TOTAL,original_CA_MEDICOS_SERUM,original_CA_MEDICOS_RESIDENTES,original_CA_ENFERMERAS,original_CA_ODONTOLOGOS,original_CA_PSICOLOGOS,original_CA_NUTRICIONISTAS,original_CA_TECNOLOGOS_MEDICOS,original_CA_OBSTETRICES,original_CA_FARMACEUTICOS,original_CA_AUXILIARES,original_CA_OTROS_PROF,original_CA_AMBULANCIAS,filas_clave
00004575,2023,9,0,1,0,1,CAJAMARCA,SAN MIGUEL,EL PRADO,GOBIERNO REGIONAL,I-2,EL PRADO,00004575,2023,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34516,5912548078900926980,2023,09,061105,CAJAMARCA,SAN MIGUEL,EL PRADO,GOBIERNO REGIONAL,I-2,00004575,EL PRADO,4,4,0,1,1,0,1,0,0,0,0,1,0,2,0,1,2
00019285,2023,9,0,0,0,1,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,GOBIERNO REGIONAL,I-1,CHIAPON,00019285,2023,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34517,13207617224338019384,2023,09,061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,GOBIERNO REGIONAL,I-1,00019285,CHIAPON,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
00004573,2023,9,0,0,0,1,CAJAMARCA,SAN MIGUEL,EL PRADO,GOBIERNO REGIONAL,I-2,LAMASPAMPA,00004573,2023,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34518,9053392324121624093,2023,09,061105,CAJAMARCA,SAN MIGUEL,EL PRADO,GOBIERNO REGIONAL,I-2,00004573,LAMASPAMPA,4,4,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00008995,2023,9,0,0,0,0,CAJAMARCA,SAN MIGUEL,EL PRADO,GOBIERNO REGIONAL,I-1,LAS PENCAS,00008995,2023,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34519,8329542550934102395,2023,09,061105,CAJAMARCA,SAN MIGUEL,EL PRADO,GOBIERNO REGIONAL,I-1,00008995,LAS PENCAS,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00000474,2023,10,0,1,0,1,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,QUITENI,00000474,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34521,1060930446263222383,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,00000474,QUITENI,4,4,0,1,1,0,1,0,0,0,0,1,0,2,0,0,2
00000475,2023,10,0,0,0,0,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-1,CAPERUSIA,00000475,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34522,14491136296813513359,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-1,00000475,CAPERUSIA,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00007187,2023,10,0,1,0,1,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,VISTA  ALEGRE DEL VALLE DE SANTA CRUZ,00007187,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34523,8639168629644826110,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,00007187,VISTA  ALEGRE DEL VALLE DE SANTA CRUZ,5,20,0,1,1,0,1,1,0,0,0,1,0,1,0,1,2
00000460,2023,10,0,1,0,0,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-3,BETANIA,00000460,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34524,6511767243595808719,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-3,00000460,BETANIA,5,5,0,1,1,0,0,1,0,0,0,1,0,3,1,2,2
00000472,2023,10,0,0,0,0,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,OVIRI,00000472,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34525,8121141566481960591,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,00000472,OVIRI,3,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2
00000462,2023,10,0,1,0,1,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-3,POYENI,00000462,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34526,10332397519077561559,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-3,00000462,POYENI,7,10,0,1,1,0,1,1,0,0,0,2,0,3,0,1,2
00000467,2023,10,0,0,0,1,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,SHIMA,00000467,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34527,6557115645354315221,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-2,00000467,SHIMA,3,5,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00000473,2023,10,0,1,0,2,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-3,SAN VICENTE DE CANAAN,00000473,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34528,4166592507811149207,2023,10,120608,JUNIN,SATIPO,RIO TAMBO,GOBIERNO REGIONAL,I-3,00000473,SAN VICENTE DE CANAAN,5,9,0,1,0,0,2,1,0,0,0,3,0,4,1,1,2
00001339,2023,11,0,0,0,1,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,00001339,2023,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34824,12430616190126894535,2023,11,040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,GOBIERNO REGIONAL,I-1,00001339,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3
00023969,2023,11,0,2,0,6,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD MENTAL COMUNITARIO MAJES,00023969,2023,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34825,6135038688837403458,2023,11,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,00023969,CENTRO DE SALUD MENTAL COMUNITARIO MAJES,6,12,0,2,0,0,6,0,8,0,0,0,1,1,1,0,3
00001535,2023,10,0,0,0,1,ANCASH,CARHUAZ,MARCARA,GOBIERNO REGIONAL,I-1,PURHUAY,00001535,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34834,4981423316239832055,2023,10,020606,ANCASH,CARHUAZ,MARCARA,GOBIERNO REGIONAL,I-1,00001535,PURHUAY,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00001534,2023,10,0,3,0,6,ANCASH,CARHUAZ,MARCARA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD MARCARA,00001534,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34835,911137185634284056,2023,10,020606,ANCASH,CARHUAZ,MARCARA,GOBIERNO REGIONAL,I-3,00001534,CENTRO DE SALUD MARCARA,9,18,0,3,0,0,6,3,0,0,2,5,0,20,1,2,2
00001533,2023,10,0,0,0,1,ANCASH,HUARAZ,JANGAS,GOBIERNO REGIONAL,I-1,MATAQUITA,00001533,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34836,5445394162336993766,2023,10,020106,ANCASH,HUARAZ,JANGAS,GOBIERNO REGIONAL,I-1,00001533,MATAQUITA,3,3,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2
00001532,2023,10,0,0,0,0,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD TRIGOPAMPA,00001532,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34837,18265787878208961866,2023,10,020611,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-1,00001532,PUESTO DE SALUD TRIGOPAMPA,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00001531,2023,10,0,0,0,1,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD SANTA ROSA,00001531,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34838,11759491883138412227,2023,10,020611,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-1,00001531,PUESTO DE SALUD SANTA ROSA,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
00001530,2023,10,0,0,0,1,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD POYOR,00001530,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34839,12119253797057111859,2023,10,020611,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-1,00001530,PUESTO DE SALUD POYOR,4,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
00001529,2023,10,0,2,0,3,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD YUNGAR,00001529,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34840,7936038131338983114,2023,10,020611,ANCASH,CARHUAZ,YUNGAR,GOBIERNO REGIONAL,I-3,00001529,CENTRO DE SALUD YUNGAR,5,5,0,2,2,0,3,1,0,0,1,4,0,3,0,0,2
00001528,2023,10,0,2,0,6,ANCASH,CARHUAZ,ANTA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD ANTA,00001528,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34841,15753071491952274600,2023,10,020604,ANCASH,CARHUAZ,ANTA,GOBIERNO REGIONAL,I-3,00001528,CENTRO DE SALUD ANTA,8,8,0,2,0,0,6,1,1,0,0,4,0,11,0,0,2
00001527,2023,10,0,0,0,1,ANCASH,YUNGAY,MANCOS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD HUAYPAN,00001527,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34842,3131832827757843233,2023,10,022003,ANCASH,YUNGAY,MANCOS,GOBIERNO REGIONAL,I-1,00001527,PUESTO DE SALUD HUAYPAN,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00001526,2023,10,0,2,0,2,ANCASH,CARHUAZ,SHILLA,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD SHILLA,00001526,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34843,2721649192687915080,2023,10,020609,ANCASH,CARHUAZ,SHILLA,GOBIERNO REGIONAL,I-2,00001526,PUESTO DE SALUD SHILLA,9,9,0,2,1,0,2,1,0,0,1,2,0,5,2,2,2
00001525,2023,10,0,0,0,1,ANCASH,CARHUAZ,AMASHCA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PUNYAN,00001525,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34844,8350936942211071909,2023,10,020603,ANCASH,CARHUAZ,AMASHCA,GOBIERNO REGIONAL,I-1,00001525,PUESTO DE SALUD PUNYAN,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
00001524,2023,10,0,0,0,1,ANCASH,CARHUAZ,AMASHCA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD AMASHCA,00001524,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34845,11525378022794699666,2023,10,020603,ANCASH,CARHUAZ,AMASHCA,GOBIERNO REGIONAL,I-1,00001524,PUESTO DE SALUD AMASHCA,4,4,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00001523,2023,10,0,1,0,2,ANCASH,CARHUAZ,TINCO,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD TINCO,00001523,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34846,217902757493593576,2023,10,020610,ANCASH,CARHUAZ,TINCO,GOBIERNO REGIONAL,I-1,00001523,PUESTO DE SALUD TINCO,6,6,0,1,1,0,2,1,0,0,0,1,0,3,0,1,2
00001522,2023,10,0,1,0,2,ANCASH,CARHUAZ,ATAQUERO,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD ATAQUERO,00001522,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34847,11978034012496160200,2023,10,020605,ANCASH,CARHUAZ,ATAQUERO,GOBIERNO REGIONAL,I-1,00001522,PUESTO DE SALUD ATAQUERO,4,4,0,1,1,0,2,0,0,0,0,1,0,3,0,0,2
00001521,2023,10,0,4,0,5,ANCASH,CARHUAZ,ACOPAMPA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD ACOPAMPA,00001521,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34848,6059853483924789128,2023,10,020602,ANCASH,CARHUAZ,ACOPAMPA,GOBIERNO REGIONAL,I-3,00001521,CENTRO DE SALUD ACOPAMPA,9,18,0,4,2,0,5,2,2,1,2,3,1,6,0,0,2
00001520,2023,10,0,0,0,1,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PARIACACA,00001520,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34849,8001641102554141986,2023,10,020601,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,00001520,PUESTO DE SALUD PARIACACA,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00001519,2023,10,0,0,0,1,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD RAMPAC GRANDE,00001519,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34850,4517885258286961727,2023,10,020601,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,00001519,PUESTO DE SALUD RAMPAC GRANDE,2,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2
00001518,2023,10,0,0,0,1,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD TAURIPAMPA,00001518,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34851,9036255708964344636,2023,10,020601,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-1,00001518,PUESTO DE SALUD TAURIPAMPA,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
00001517,2023,10,0,1,0,3,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD MAYA,00001517,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34852,14170559160251858250,2023,10,020601,ANCASH,CARHUAZ,CARHUAZ,GOBIERNO REGIONAL,I-2,00001517,PUESTO DE SALUD MAYA,3,3,0,1,1,0,3,0,0,0,0,0,0,2,0,0,2
00001515,2023,10,1,0,0,0,ANCASH,AIJA,SUCCHA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD SUCCHA,00001515,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34853,15076754541136409721,2023,10,020205,ANCASH,AIJA,SUCCHA,GOBIERNO REGIONAL,I-1,00001515,PUESTO DE SALUD SUCCHA,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00001514,2023,10,0,0,0,1,ANCASH,AIJA,LA MERCED,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD SANTA  CRUZ,00001514,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34854,12831971678558393592,2023,10,020204,ANCASH,AIJA,LA MERCED,GOBIERNO REGIONAL,I-1,00001514,PUESTO DE SALUD SANTA  CRUZ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00001513,2023,10,0,1,0,1,ANCASH,AIJA,LA MERCED,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD LA MERCED,00001513,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34855,12851938368777713077,2023,10,020204,ANCASH,AIJA,LA MERCED,GOBIERNO REGIONAL,I-1,00001513,PUESTO DE SALUD LA MERCED,3,3,0,1,1,0,1,0,0,0,0,1,0,4,0,1,2
00001512,2023,10,0,0,0,1,ANCASH,AIJA,HUACLLAN,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD HUACLLAN,00001512,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34856,12873022323207730740,2023,10,020203,ANCASH,AIJA,HUACLLAN,GOBIERNO REGIONAL,I-1,00001512,PUESTO DE SALUD HUACLLAN,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2
00001511,2023,10,0,0,0,1,ANCASH,AIJA,CORIS,GOBIERNO REGIONAL,I-1,SAN DAMIAN,00001511,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34857,1055558712012374237,2023,10,020202,ANCASH,AIJA,CORIS,GOBIERNO REGIONAL,I-1,00001511,SAN DAMIAN,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00001510,2023,10,0,0,0,0,ANCASH,AIJA,CORIS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD  QUISHUAR,00001510,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34858,5114657237837153101,2023,10,020202,ANCASH,AIJA,CORIS,GOBIERNO REGIONAL,I-1,00001510,PUESTO DE SALUD  QUISHUAR,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00001508,2023,10,2,2,0,3,ANCASH,AIJA,AIJA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD AIJA,00001508,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34859,11226443337876441992,2023,10,020201,ANCASH,AIJA,AIJA,GOBIERNO REGIONAL,I-3,00001508,CENTRO DE SALUD AIJA,7,12,2,2,0,0,3,1,1,1,1,3,0,10,6,1,2
00001507,2023,10,2,5,0,3,ANCASH,BOLOGNESI,HUALLANCA,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD HUALLANCA,00001507,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34860,8961349639983296155,2023,10,020508,ANCASH,BOLOGNESI,HUALLANCA,GOBIERNO REGIONAL,I-3,00001507,CENTRO DE SALUD HUALLANCA,9,11,2,5,2,0,3,2,2,1,1,3,0,8,4,2,2
00001506,2023,10,0,0,0,1,ANCASH,BOLOGNESI,TICLLOS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD TICLLOS,00001506,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34861,14024371469172653487,2023,10,020515,ANCASH,BOLOGNESI,TICLLOS,GOBIERNO REGIONAL,I-1,00001506,PUESTO DE SALUD TICLLOS,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2
00001505,2023,10,0,1,0,1,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD CORPANQUI,00001505,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34862,7389601522647767787,2023,10,020514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,GOBIERNO REGIONAL,I-2,00001505,PUESTO DE SALUD CORPANQUI,5,5,0,1,1,0,1,1,0,0,1,2,0,1,1,1,2
00001504,2023,10,0,1,0,1,ANCASH,BOLOGNESI,MANGAS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD MANGAS,00001504,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34863,6028182029787209258,2023,10,020512,ANCASH,BOLOGNESI,MANGAS,GOBIERNO REGIONAL,I-1,00001504,PUESTO DE SALUD MANGAS,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2
00001503,2023,10,1,0,0,1,ANCASH,BOLOGNESI,LA PRIMAVERA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD GORGORILLO,00001503,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34864,2484175432715257312,2023,10,020511,ANCASH,BOLOGNESI,LA PRIMAVERA,GOBIERNO REGIONAL,I-1,00001503,PUESTO DE SALUD GORGORILLO,2,2,1,0,0,0,1,0,0,0,0,1,0,3,0,0,2
00001502,2023,10,0,0,0,1,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD LLACLLA,00001502,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34865,1274451807299237692,2023,10,020502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,GOBIERNO REGIONAL,I-1,00001502,PUESTO DE SALUD LLACLLA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00001501,2023,10,0,0,0,0,ANCASH,BOLOGNESI,CANIS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD CANIS,00001501,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34866,13851490007332504114,2023,10,020506,ANCASH,BOLOGNESI,CANIS,GOBIERNO REGIONAL,I-1,00001501,PUESTO DE SALUD CANIS,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
00001500,2023,10,0,0,0,1,ANCASH,BOLOGNESI,PACLLON,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD LLAMAC,00001500,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34867,15263670286793443620,2023,10,020513,ANCASH,BOLOGNESI,PACLLON,GOBIERNO REGIONAL,I-1,00001500,PUESTO DE SALUD LLAMAC,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00001499,2023,10,0,0,0,1,ANCASH,BOLOGNESI,PACLLON,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PACLLON,00001499,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34868,7966756005406843409,2023,10,020513,ANCASH,BOLOGNESI,PACLLON,GOBIERNO REGIONAL,I-1,00001499,PUESTO DE SALUD PACLLON,3,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
00001498,2023,10,0,0,0,0,ANCASH,BOLOGNESI,HUASTA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD QUERO,00001498,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34869,10006323943912032547,2023,10,020509,ANCASH,BOLOGNESI,HUASTA,GOBIERNO REGIONAL,I-1,00001498,PUESTO DE SALUD QUERO,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2
00001497,2023,10,0,1,0,1,ANCASH,BOLOGNESI,HUASTA,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD HUASTA,00001497,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34870,6835914568648796055,2023,10,020509,ANCASH,BOLOGNESI,HUASTA,GOBIERNO REGIONAL,I-2,00001497,PUESTO DE SALUD HUASTA,3,3,0,1,1,0,1,1,0,0,0,1,0,1,0,0,2
00001496,2023,10,0,0,0,1,ANCASH,BOLOGNESI,AQUIA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PACHAPAQUI,00001496,2023,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34871,11574322589528061144,2023,10,020504,ANCASH,BOLOGNESI,AQUIA,GOBIERNO REGIONAL,I-1,00001496,PUESTO DE SALUD PACHAPAQUI,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00006365,2023,11,0,0,0,1,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD BELLO HORIZONTE,00006365,2023,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34913,16042366838637226572,2023,11,220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,00006365,PUESTO DE SALUD BELLO HORIZONTE,3,3,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2
00006367,2023,11,0,0,0,0,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,LA UNION (SANIRARCA),00006367,2023,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34914,18186323963115120891,2023,11,220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,00006367,LA UNION (SANIRARCA),2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
00006366,2023,11,0,1,0,2,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,LAS PALMAS,00006366,2023,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34915,5834671635834817072,2023,11,220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,00006366,LAS PALMAS,7,7,0,1,1,0,2,2,0,0,0,2,0,2,1,0,2
00006368,2023,11,0,0,0,0,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,PROGRESO KM.30,00006368,2023,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34916,12995229204081034225,2023,11,220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,GOBIERNO REGIONAL,I-1,00006368,PROGRESO KM.30,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
00013849,2023,9,0,0,0,1,CAJAMARCA,JAEN,HUABAL,GOBIERNO REGIONAL,I-1,SANTA ROSA DE HUABAL,00013849,2023,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2023_v24.csv,34999,13537232782929322670,2023,09,060805,CAJAMARCA,JAEN,HUABAL,GOBIERNO REGIONAL,I-1,00013849,SANTA ROSA DE HUABAL,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
