codigo_ipress,anio,mes,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,departamento,provincia,distrito,sector,categoria,nombre_ipress,_codigo_original,_anio_original,_mes_original,_clave_valida,_archivo,_registro,_huella_fila,original_ANHO,original_MES,original_UBIGEO,original_DEPARTAMENTO,original_PROVINCIA,original_DISTRITO,original_SECTOR,original_CATEGORIA,original_CO_IPRESS,original_RAZON_SOC,original_CA_CONSULTORIOS,original_CA_CONSULTORIOS_FN,original_CA_CAMAS,original_CA_MEDICOS_TOTAL,original_CA_MEDICOS_SERUM,original_CA_MEDICOS_RESIDENTES,original_CA_ENFERMERAS,original_CA_ODONTOLOGOS,original_CA_PSICOLOGOS,original_CA_NUTRICIONISTAS,original_CA_TECNOLOGOS_MEDICOS,original_CA_OBSTETRICES,original_CA_FARMACEUTICOS,original_CA_AUXILIARES,original_CA_OTROS_PROF,original_CA_AMBULANCIAS,filas_clave
00002418,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,PICHIGUA,GOBIERNO REGIONAL,I-2,SAN MIGUEL,00002418,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,29,1242102753662503561,2024,12,080806,CUSCO,ESPINAR,PICHIGUA,GOBIERNO REGIONAL,I-2,00002418,SAN MIGUEL,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00002412,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,COPORAQUE,GOBIERNO REGIONAL,I-3,COPORAQUE,00002412,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,30,17788854849603498389,2024,12,080803,CUSCO,ESPINAR,COPORAQUE,GOBIERNO REGIONAL,I-3,00002412,COPORAQUE,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00030366,2024,12,NE_0002,NE_0002,NE_0002,NE_0002,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-2,"MENTAL COMUNITARIO ESPINAR ""MUSUQ KAWSAY""",00030366,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,31,7373468288124360846,2024,12,080801,CUSCO,ESPINAR,ESPINAR,GOBIERNO REGIONAL,I-2,00030366,"MENTAL COMUNITARIO ESPINAR ""MUSUQ KAWSAY""",NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00016886,2024,10,0,0,0,1,CAJAMARCA,CAJAMARCA,MAGDALENA,GOBIERNO REGIONAL,I-1,SAN CRISTOBAL,00016886,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,67,10666862488477126416,2024,10,060109,CAJAMARCA,CAJAMARCA,MAGDALENA,GOBIERNO REGIONAL,I-1,00016886,SAN CRISTOBAL,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
00015496,2024,10,0,2,0,7,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-2,CHONTAPACCHA,00015496,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,68,4267472435635599998,2024,10,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-2,00015496,CHONTAPACCHA,5,5,0,2,1,0,7,2,1,0,0,7,0,6,0,0,3
00004657,2024,10,10,8,0,17,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-3,PACHACUTEC,00004657,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,69,2578718552023283091,2024,10,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-3,00004657,PACHACUTEC,12,12,10,8,0,0,17,3,4,2,0,14,2,15,50,1,3
00004654,2024,10,0,2,0,4,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,SAMANACRUZ,00004654,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,71,16481817926269522059,2024,10,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,00004654,SAMANACRUZ,3,3,0,2,0,0,4,0,0,0,0,3,0,4,0,0,3
00004653,2024,10,0,2,0,3,CAJAMARCA,CAJAMARCA,CHETILLA,GOBIERNO REGIONAL,I-2,CHETILLA,00004653,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,72,11128333764709554410,2024,10,060103,CAJAMARCA,CAJAMARCA,CHETILLA,GOBIERNO REGIONAL,I-2,00004653,CHETILLA,4,4,0,2,1,0,3,0,0,0,0,2,0,3,0,1,3
00004652,2024,10,0,0,0,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,LUCMACUCHO,00004652,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,73,10035056100829801109,2024,10,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,00004652,LUCMACUCHO,2,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3
00004651,2024,10,1,0,0,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,CHAMIS,00004651,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,74,9820848782786511959,2024,10,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,00004651,CHAMIS,4,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3
00031804,2024,9,0,0,0,1,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PAJA BLANCA,00031804,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,112,15084036401311068442,2024,09,130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,GOBIERNO REGIONAL,I-1,00031804,PUESTO DE SALUD PAJA BLANCA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00024527,2024,9,0,1,0,2,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,GOBIERNO REGIONAL,I-1,NUEVO HUAYCHO,00024527,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,113,154125698493546113,2024,09,130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,GOBIERNO REGIONAL,I-1,00024527,NUEVO HUAYCHO,2,2,0,1,0,0,2,1,0,0,0,3,0,2,0,0,2
00007115,2024,11,NE_0002,NE_0002,NE_0002,NE_0002,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-2,MANUEL AREVALO,00007115,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,234,18177759888452439230,2024,11,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-2,00007115,MANUEL AREVALO,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00012228,2024,11,NE_0002,NE_0002,NE_0002,NE_0002,LA LIBERTAD,TRUJILLO,HUANCHACO,GOBIERNO REGIONAL,I-2,VICTOR RAUL HAYA DE LA TORRE,00012228,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,235,10529438214485088423,2024,11,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,GOBIERNO REGIONAL,I-2,00012228,VICTOR RAUL HAYA DE LA TORRE,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00005222,2024,11,11,9,0,14,LA LIBERTAD,TRUJILLO,HUANCHACO,GOBIERNO REGIONAL,I-4,M.I. EL MILAGRO,00005222,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,236,17470865272565391415,2024,11,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,GOBIERNO REGIONAL,I-4,00005222,M.I. EL MILAGRO,30,56,11,9,1,0,14,2,5,1,0,11,7,23,6,1,3
00005227,2024,11,NE_0002,NE_0002,NE_0002,NE_0002,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-2,SAN MARTIN,00005227,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,237,17712676216819303370,2024,11,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-2,00005227,SAN MARTIN,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00005228,2024,11,NE_0002,NE_0002,NE_0002,NE_0002,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-2,PUEBLO LIBRE.,00005228,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,238,15082797590775689894,2024,11,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-2,00005228,PUEBLO LIBRE.,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00005230,2024,11,9,9,0,16,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-4,WICHANZAO,00005230,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,239,14930689898169156192,2024,11,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-4,00005230,WICHANZAO,19,35,9,9,0,0,16,3,5,2,3,11,4,26,18,2,3
00020157,2024,11,NE_0002,NE_0002,NE_0002,NE_0002,LA LIBERTAD,TRUJILLO,HUANCHACO,GOBIERNO REGIONAL,I-2,1° DE MAYO- SECTOR 10 EL MILAGRO,00020157,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,240,8647813976595128168,2024,11,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,GOBIERNO REGIONAL,I-2,00020157,1° DE MAYO- SECTOR 10 EL MILAGRO,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00005229,2024,11,NE_0002,NE_0002,NE_0002,NE_0002,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-3,BELLAVISTA,00005229,2024,11,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,241,3363149902705803653,2024,11,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,GOBIERNO REGIONAL,I-3,00005229,BELLAVISTA,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,NE_0002,3
00005360,2024,10,0,1,0,1,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,VENTANAS,00005360,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,477,16658628273000739100,2024,10,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,00005360,VENTANAS,3,6,0,1,0,0,1,0,0,0,0,1,0,4,0,1,3
00007241,2024,10,0,1,0,1,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,CORRAL GRANDE,00007241,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,479,17314572655332048956,2024,10,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,00007241,CORRAL GRANDE,3,5,0,1,0,0,1,0,0,0,0,1,0,2,0,1,2
00005359,2024,10,0,1,0,2,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,SANAGORAN,00005359,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,480,10044987141901051366,2024,10,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,00005359,SANAGORAN,5,12,0,1,0,0,2,1,1,1,0,3,0,5,1,1,3
00005360,2024,10,0,1,0,1,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,VENTANAS,00005360,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,481,16658628273000739100,2024,10,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,GOBIERNO REGIONAL,I-2,00005360,VENTANAS,3,6,0,1,0,0,1,0,0,0,0,1,0,4,0,1,3
00004652,2024,9,0,0,0,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,LUCMACUCHO,00004652,2024,09,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,494,3117264181051755487,2024,09,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,GOBIERNO REGIONAL,I-1,00004652,LUCMACUCHO,2,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2
00004497,2024,10,0,1,0,2,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,GOBIERNO REGIONAL,I-2,MALAT,00004497,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,543,11811141216463733847,2024,10,061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,GOBIERNO REGIONAL,I-2,00004497,MALAT,3,5,0,1,1,0,2,0,0,0,0,1,0,2,0,0,2
00004499,2024,10,0,0,0,1,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,GOBIERNO REGIONAL,I-1,MATIBAMBA,00004499,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,544,7206211589070937922,2024,10,061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,GOBIERNO REGIONAL,I-1,00004499,MATIBAMBA,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004498,2024,10,0,1,0,1,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,GOBIERNO REGIONAL,I-2,LICLICONGA,00004498,2024,10,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,545,4049162041964346850,2024,10,061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,GOBIERNO REGIONAL,I-2,00004498,LICLICONGA,3,6,0,1,1,0,1,0,0,0,0,1,0,2,0,0,2
00011350,2024,7,0,0,0,3,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,SAN GERONIMO,00011350,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,559,3775940121415176622,2024,07,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,00011350,SAN GERONIMO,3,3,0,0,0,0,3,0,0,0,0,1,0,1,0,0,2
00003915,2024,7,0,0,0,1,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,GOBIERNO REGIONAL,I-1,TELAPACCHA,00003915,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,560,14800130942212712089,2024,07,090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,GOBIERNO REGIONAL,I-1,00003915,TELAPACCHA,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00003856,2024,7,0,0,0,1,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,SACSAMARCA,00003856,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,561,15972483161301555013,2024,07,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,00003856,SACSAMARCA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00003855,2024,7,0,0,0,2,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,CALLQUI CHICO,00003855,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,562,5264916707327771036,2024,07,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,00003855,CALLQUI CHICO,3,3,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2
00011350,2024,7,0,0,0,3,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,SAN GERONIMO,00011350,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,563,3775940121415176622,2024,07,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,00011350,SAN GERONIMO,3,3,0,0,0,0,3,0,0,0,0,1,0,1,0,0,2
00003915,2024,7,0,0,0,1,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,GOBIERNO REGIONAL,I-1,TELAPACCHA,00003915,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,564,14800130942212712089,2024,07,090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,GOBIERNO REGIONAL,I-1,00003915,TELAPACCHA,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00003856,2024,7,0,0,0,1,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,SACSAMARCA,00003856,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,566,15972483161301555013,2024,07,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,00003856,SACSAMARCA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00003855,2024,7,0,0,0,2,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,CALLQUI CHICO,00003855,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,567,5264916707327771036,2024,07,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,GOBIERNO REGIONAL,I-1,00003855,CALLQUI CHICO,3,3,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2
00003854,2024,7,13,8,0,14,HUANCAVELICA,HUANCAVELICA,ASCENSION,GOBIERNO REGIONAL,I-4,ASCENSION,00003854,2024,07,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,568,4820980597818244131,2024,07,090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,GOBIERNO REGIONAL,I-4,00003854,ASCENSION,15,27,13,8,1,0,14,3,8,1,0,12,2,22,2,1,2
00007450,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,COLCABAMBA,MINSA,I-1,RUNDOVILCA,00007450,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,584,882473116687701309,2024,12,090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,MINSA,I-1,00007450,RUNDOVILCA,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
00007394,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,SAN JUAN DE PALTARUMI,00007394,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,586,7265559963680864631,2024,12,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,00007394,SAN JUAN DE PALTARUMI,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00012900,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-1,RANRA,00012900,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,587,7132508386869923932,2024,12,090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-1,00012900,RANRA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00012904,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,PICHIU,00012904,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,588,10859750750169101225,2024,12,090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,GOBIERNO REGIONAL,I-1,00012904,PICHIU,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
00007707,2024,12,0,1,0,1,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-2,SACHACOTO,00007707,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,589,13452771789298251392,2024,12,090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,GOBIERNO REGIONAL,I-2,00007707,SACHACOTO,2,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2
00004089,2024,12,0,1,0,1,HUANCAVELICA,TAYACAJA,QUISHUAR,GOBIERNO REGIONAL,I-2,QUISHUAR,00004089,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,590,4810314936636466320,2024,12,090713,HUANCAVELICA,TAYACAJA,QUISHUAR,GOBIERNO REGIONAL,I-2,00004089,QUISHUAR,3,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2
00004090,2024,12,12,7,0,10,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-4,COLCABAMBA,00004090,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,591,15818814927537612206,2024,12,090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,GOBIERNO REGIONAL,I-4,00004090,COLCABAMBA,12,24,12,7,1,0,10,3,3,1,0,8,1,15,2,1,2
00004099,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-1,HUAYTACORRAL,00004099,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,592,11049069309871082608,2024,12,090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,GOBIERNO REGIONAL,I-1,00004099,HUAYTACORRAL,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004103,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,GOBIERNO REGIONAL,I-1,IMPERIAL,00004103,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,593,3550304094847660389,2024,12,090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,GOBIERNO REGIONAL,I-1,00004103,IMPERIAL,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00004123,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-1,SAN MARCOS DE ROCCHACC,00004123,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,594,2754082026086322150,2024,12,090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-1,00004123,SAN MARCOS DE ROCCHACC,7,14,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
00006630,2024,12,0,1,0,2,HUANCAVELICA,TAYACAJA,ROBLE,GOBIERNO REGIONAL,I-2,PUERTO SAN ANTONIO,00006630,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,595,8881721798698290069,2024,12,090721,HUANCAVELICA,TAYACAJA,ROBLE,GOBIERNO REGIONAL,I-2,00006630,PUERTO SAN ANTONIO,7,14,0,1,1,0,2,0,0,0,0,2,0,1,0,1,2
00007393,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PICHOS,GOBIERNO REGIONAL,I-1,PARIACC,00007393,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,596,3297439955438013715,2024,12,090722,HUANCAVELICA,TAYACAJA,PICHOS,GOBIERNO REGIONAL,I-1,00007393,PARIACC,3,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00011188,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-1,SANTA CRUZ DE INYACC,00011188,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,597,11319719784283179173,2024,12,090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,GOBIERNO REGIONAL,I-1,00011188,SANTA CRUZ DE INYACC,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2
00004106,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,SAN PEDRO DE MULLACA,00004106,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,598,11566030164910924470,2024,12,090711,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,00004106,SAN PEDRO DE MULLACA,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004124,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-1,HUARI,00004124,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,599,6804149377480836601,2024,12,090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,GOBIERNO REGIONAL,I-1,00004124,HUARI,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00004084,2024,12,0,0,0,0,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,MASHUAYLLO,00004084,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,600,3965177788799721948,2024,12,090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,GOBIERNO REGIONAL,I-1,00004084,MASHUAYLLO,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2
00004107,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,SAN LUCAS DE TONGOS,00004107,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,601,11375595844294159687,2024,12,090711,HUANCAVELICA,TAYACAJA,PAZOS,GOBIERNO REGIONAL,I-1,00004107,SAN LUCAS DE TONGOS,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
00004126,2024,12,0,1,0,1,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-2,SALCAHUASI,00004126,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,602,14481321046094240935,2024,12,090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,GOBIERNO REGIONAL,I-2,00004126,SALCAHUASI,3,3,0,1,1,0,1,1,0,0,0,1,0,2,0,0,2
00007294,2024,12,0,0,0,1,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,GOBIERNO REGIONAL,I-1,SUNE GRANDE,00007294,2024,12,True,data\raw\Capacidad\ConsultaA_2024_v22.csv,603,5350048555919714812,2024,12,090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,GOBIERNO REGIONAL,I-1,00007294,SUNE GRANDE,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
