codigo_ipress,anio,mes,_archivo,_registro,variable,valor_original,motivo
00005408,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,47343,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005398,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,47351,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005521,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,47669,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005520,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,47670,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005519,2024,10,data\raw\Capacidad\ConsultaA_2024_v22.csv,47671,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00027157,2024,9,data\raw\Capacidad\ConsultaA_2024_v22.csv,47804,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00014314,2024,9,data\raw\Capacidad\ConsultaA_2024_v22.csv,47893,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00005543,2024,9,data\raw\Capacidad\ConsultaA_2024_v22.csv,47900,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001224,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47959,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001222,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47961,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001195,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47962,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001199,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47963,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001212,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47964,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001221,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47965,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001225,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47966,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001227,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47967,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001229,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47968,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00031428,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,47969,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001196,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48292,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001226,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48293,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00005206,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48310,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00031725,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48312,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005201,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48313,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00021228,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48314,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005203,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48316,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005205,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48317,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001011,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48355,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001010,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48356,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00017799,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48358,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001009,2024,12,data\raw\Capacidad\ConsultaA_2024_v22.csv,48359,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001028,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,110,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001027,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,111,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00004357,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,149,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003284,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,344,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003282,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,345,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003285,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,346,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003283,2025,7,data\raw\Capacidad\ConsultaA_2025_v22.csv,348,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001217,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,946,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00000986,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,1090,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00034450,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,1168,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00010831,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,1241,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001006,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,1403,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00000997,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,1584,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001005,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,1585,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001036,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,1587,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00006951,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,1588,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00007305,2025,3,data\raw\Capacidad\ConsultaA_2025_v22.csv,1755,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005240,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,1824,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00021228,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,1869,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005202,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,1871,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001027,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,1873,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00004359,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,2021,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001214,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2286,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001205,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2287,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00000991,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2288,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001223,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2289,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001230,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2290,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00006818,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2291,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001193,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2292,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001200,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2293,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001228,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2294,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001197,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2295,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001213,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2296,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001219,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2297,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001220,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2298,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001222,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2299,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001224,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2300,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001195,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2301,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001199,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2302,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001212,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2303,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001221,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2305,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001225,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2306,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001227,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2307,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001229,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2308,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00031428,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2309,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001196,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2310,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001226,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2311,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00036495,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2318,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001423,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2322,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001426,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2323,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00036951,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,2404,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00032703,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,2456,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00032701,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,2457,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00034755,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2481,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001428,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2482,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001427,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2483,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001430,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2484,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001424,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2485,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001429,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2486,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001425,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,2488,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00006745,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,2628,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001048,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,2872,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001050,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,2873,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001047,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,2874,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00007444,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,2875,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00036423,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,2976,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001423,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3003,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001428,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3004,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001430,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3005,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001424,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3006,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001429,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3007,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001425,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3009,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00034755,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,3220,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00004359,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,3263,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00010831,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,3271,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003284,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3335,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003282,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3339,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003285,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3340,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003283,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,3342,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00034721,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,3485,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001005,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3657,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001003,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3659,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00000996,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3660,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00000999,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3661,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001007,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3662,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001006,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3712,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001036,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3714,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00006951,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3715,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001001,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3716,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00000998,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3717,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001000,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3718,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001003,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3719,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001004,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3720,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00000996,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3721,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00000999,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3722,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001007,2025,8,data\raw\Capacidad\ConsultaA_2025_v22.csv,3723,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001423,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4030,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00034755,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4031,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001427,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4032,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001430,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4033,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001424,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4034,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001429,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4035,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003086,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4114,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001028,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,4205,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001027,2025,2,data\raw\Capacidad\ConsultaA_2025_v22.csv,4206,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001221,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,4479,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001227,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,4480,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001229,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,4481,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001196,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,4482,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00004359,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,4535,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001426,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4583,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001428,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4584,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001425,2025,4,data\raw\Capacidad\ConsultaA_2025_v22.csv,4585,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003308,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,4712,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003316,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,4713,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003093,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,5031,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003092,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,5032,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003091,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,5033,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003090,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,5034,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003089,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,5035,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003088,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,5036,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003086,2025,5,data\raw\Capacidad\ConsultaA_2025_v22.csv,5037,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005543,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5081,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00034571,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5082,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00007237,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5086,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00014314,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5093,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003285,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5276,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003284,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5277,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003283,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5278,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003282,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5279,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00027157,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5425,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00025879,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5467,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00021550,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5468,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00011909,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5470,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00007080,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5473,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005441,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5474,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00005432,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5478,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00003308,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5641,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003316,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5642,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00029831,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5644,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001195,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,5690,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001212,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,5691,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00033094,2025,1,data\raw\Capacidad\ConsultaA_2025_v22.csv,5753,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00001001,2025,6,data\raw\Capacidad\ConsultaA_2025_v22.csv,5855,CA_CAMAS,NE_0002,NO_NUMERICO_O_NO_FINITO
00029841,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5876,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003303,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5877,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003306,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5878,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003307,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5879,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003314,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5880,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003310,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5881,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00003313,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5882,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001423,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5896,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001426,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5897,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00034755,2025,9,data\raw\Capacidad\ConsultaA_2025_v22.csv,5898,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001214,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,5911,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001205,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,5914,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00000991,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,5915,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
00001223,2025,10,data\raw\Capacidad\ConsultaA_2025_v22.csv,5916,CA_CAMAS,NE_0001,NO_NUMERICO_O_NO_FINITO
