"ANHO","MES","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","SECTOR","CATEGORIA","CO_IPRESS","RAZON_SOC","ID_HOSPITALIZACION","HOSPITALIZACION","NRO_TOTAL_HOSPIT_ING","NRO_TOTAL_HOSPIT_EGR","NRO_TOTAL_ESTANCIAS","NRO_TOTAL_PACIENTES_CAMAS","NRO_TOTAL_CAMAS","NRO_TOTAL_CAMAS_DISPONIB","NRO_TOTAL_FALLECIDOS"
"2018","10","150141","LIMA","LIMA","SURQUILLO","SANIDAD DE LA POLICIA NACIONAL DEL PERU","I-3","00012822","CENTRO ODONTOLOGICO PNP ANGAMOS","NE_0001","","NE_0001","NE_0001","NE_0001","NE_0001","NE_0001","NE_0001","NE_0001"
"2018","10","080901","CUSCO","LA CONVENCION","SANTA ANA","SANIDAD DE LA POLICIA NACIONAL DEL PERU","I-1","00011744","SANIDAD PNP LA CONVENCION-QUILLABAMBA","NE_0001","","NE_0001","NE_0001","NE_0001","NE_0001","NE_0001","NE_0001","NE_0001"
"2018","10","060306","CAJAMARCA","CELENDIN","JOSE GALVEZ","GOBIERNO REGIONAL","I-1","00004486","FRAYLECOCHA","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
"2018","10","060308","CAJAMARCA","CELENDIN","OXAMARCA","GOBIERNO REGIONAL","I-2","00004484","OXAMARCA","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
"2018","10","060308","CAJAMARCA","CELENDIN","OXAMARCA","GOBIERNO REGIONAL","I-2","00004483","PIOBAMBA","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
"2018","10","060307","CAJAMARCA","CELENDIN","MIGUEL IGLESIAS","GOBIERNO REGIONAL","I-1","00009085","MUYOC GRANDE","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
"2018","10","060312","CAJAMARCA","CELENDIN","LA LIBERTAD DE PALLAN","GOBIERNO REGIONAL","I-1","00006756","RAMOSCUCHO","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
"2018","10","060312","CAJAMARCA","CELENDIN","LA LIBERTAD DE PALLAN","GOBIERNO REGIONAL","I-2","00004481","LA LIBERTAD DE PALLAN","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
"2018","10","060312","CAJAMARCA","CELENDIN","LA LIBERTAD DE PALLAN","GOBIERNO REGIONAL","I-1","00004480","NUEVA ESPERANZA","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
"2018","10","060302","CAJAMARCA","CELENDIN","CHUMUCH","GOBIERNO REGIONAL","I-1","00004479","CHUMUCH","NE_0002","","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002","NE_0002"
