archivo,fila_csv_aproximada,regla,severidad,descripcion,anio,mes,codigo_ipress,nombre_ipress,servicio_hospitalizacion,valores_relevantes,en_alcance_modelo,estado_revision
ConsultaD1_2024_v22.csv,3097,Q08,REVISAR,Ocupación auditada mayor a 120%,2024,06,00013914,CENTRO DE SALUD MILITAR RIMAC,HOSPITALIZACIÓN,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""8"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""4"", ""ocupacion_auditada"": 2.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2024_v22.csv,36068,Q08,REVISAR,Ocupación auditada mayor a 120%,2024,07,00008318,ESSALUD - HOSPITAL I JORGE VOTO BERNALES CORPANCHO,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""183"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""86"", ""ocupacion_auditada"": 2.127906976744186}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2024_v22.csv,44329,Q08,REVISAR,Ocupación auditada mayor a 120%,2024,08,00005947,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""463"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""372"", ""ocupacion_auditada"": 1.2446236559139785}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,268,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,03,00005883,HOSPITAL DE HUAYCAN,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""40"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""31"", ""ocupacion_auditada"": 1.2903225806451613}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,5252,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,05,00006000,CENTRO DE SALUD SAN GENARO DE VILLA,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""11"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""7"", ""ocupacion_auditada"": 1.5714285714285714}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,21089,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,08,00008318,ESSALUD - HOSPITAL I JORGE VOTO BERNALES CORPANCHO,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""262186"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""186"", ""ocupacion_auditada"": 1409.6021505376343}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,22398,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,03,00006000,CENTRO DE SALUD SAN GENARO DE VILLA,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""12"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""8"", ""ocupacion_auditada"": 1.5}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,23378,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,04,00006000,CENTRO DE SALUD SAN GENARO DE VILLA,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""11"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""7"", ""ocupacion_auditada"": 1.5714285714285714}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,32858,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,01,00005735,CENTRO MATERNO INFANTIL EL PROGRESO,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""53"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""9"", ""ocupacion_auditada"": 5.888888888888889}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,37761,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,08,00013914,CENTRO DE SALUD MILITAR RIMAC,HOSPITALIZACIÓN,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""11"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""3"", ""ocupacion_auditada"": 3.6666666666666665}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,50101,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,09,00013914,CENTRO DE SALUD MILITAR RIMAC,HOSPITALIZACIÓN,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""11"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""3"", ""ocupacion_auditada"": 3.6666666666666665}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,51159,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,07,00013914,CENTRO DE SALUD MILITAR RIMAC,HOSPITALIZACIÓN,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""7"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""3"", ""ocupacion_auditada"": 2.3333333333333335}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,55476,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,09,00005883,HOSPITAL DE HUAYCAN,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""56"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""30"", ""ocupacion_auditada"": 1.8666666666666667}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,62099,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,06,00006000,CENTRO DE SALUD SAN GENARO DE VILLA,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""9"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""7"", ""ocupacion_auditada"": 1.2857142857142858}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,69252,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,11,00005883,HOSPITAL DE HUAYCAN,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""49"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""30"", ""ocupacion_auditada"": 1.6333333333333333}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,77841,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,10,00013914,CENTRO DE SALUD MILITAR RIMAC,HOSPITALIZACIÓN,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""5"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""3"", ""ocupacion_auditada"": 1.6666666666666667}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2025_v20.csv,81160,Q08,REVISAR,Ocupación auditada mayor a 120%,2025,11,00005947,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""451"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""360"", ""ocupacion_auditada"": 1.2527777777777778}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2026_v8.csv,12650,Q08,REVISAR,Ocupación auditada mayor a 120%,2026,02,00005883,HOSPITAL DE HUAYCAN,HOSPITALIZACION QUIRURGICA GINECOLOGIA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""45"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""28"", ""ocupacion_auditada"": 1.6071428571428572}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2026_v8.csv,19185,Q08,REVISAR,Ocupación auditada mayor a 120%,2026,03,00005883,HOSPITAL DE HUAYCAN,HOSPITALIZACION QUIRURGICA GINECOLOGIA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""53"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""31"", ""ocupacion_auditada"": 1.7096774193548387}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2026_v8.csv,20360,Q08,REVISAR,Ocupación auditada mayor a 120%,2026,03,00008317,HOSPITAL AURELIO DIAZ UFANO Y PERAL,HOSPITALIZACION QUIRURGICA CIRUGIA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""327"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""34"", ""ocupacion_auditada"": 9.617647058823529}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_2026_v8.csv,24430,Q08,REVISAR,Ocupación auditada mayor a 120%,2026,04,00005883,HOSPITAL DE HUAYCAN,HOSPITALIZACION QUIRURGICA GINECOLOGIA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""46"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""30"", ""ocupacion_auditada"": 1.5333333333333334}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,950,Q05,REVISAR,Cero camas con actividad hospitalaria,2015,11,00005947,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA ,"{""NRO_TOTAL_CAMAS"": ""0"", ""NRO_TOTAL_HOSPIT_ING"": ""4"", ""NRO_TOTAL_HOSPIT_EGR"": ""4"", ""NRO_TOTAL_PACIENTES_CAMAS"": ""4"", ""NRO_TOTAL_ESTANCIAS"": ""4""}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,955,Q05,REVISAR,Cero camas con actividad hospitalaria,2015,10,00005947,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA ,"{""NRO_TOTAL_CAMAS"": ""0"", ""NRO_TOTAL_HOSPIT_ING"": ""2"", ""NRO_TOTAL_HOSPIT_EGR"": ""2"", ""NRO_TOTAL_PACIENTES_CAMAS"": ""2"", ""NRO_TOTAL_ESTANCIAS"": ""2""}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,4725,Q05,REVISAR,Cero camas con actividad hospitalaria,2015,08,00017024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_CAMAS"": ""0"", ""NRO_TOTAL_HOSPIT_ING"": ""3"", ""NRO_TOTAL_HOSPIT_EGR"": ""10"", ""NRO_TOTAL_PACIENTES_CAMAS"": ""0"", ""NRO_TOTAL_ESTANCIAS"": ""127""}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1200,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,08,00006206,NACIONAL  DOS DE MAYO,HOSPIT. EN UNIDAD DE CUID.INTEN.-UNIDAD DE TRAUMA SHOCK-,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""6"", ""NRO_TOTAL_CAMAS"": ""186"", ""ANHO"": ""2015"", ""MES"": ""08"", ""dias_mes"": 31.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1201,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,08,00006206,NACIONAL  DOS DE MAYO,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL  (UCIN) ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""6"", ""NRO_TOTAL_CAMAS"": ""186"", ""ANHO"": ""2015"", ""MES"": ""08"", ""dias_mes"": 31.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1202,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,08,00006206,NACIONAL  DOS DE MAYO,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI) ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""6"", ""NRO_TOTAL_CAMAS"": ""186"", ""ANHO"": ""2015"", ""MES"": ""08"", ""dias_mes"": 31.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1218,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPIT. EN UNIDAD DE CUID.INTEN.-UNIDAD DE TRAUMA SHOCK-,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""6"", ""NRO_TOTAL_CAMAS"": ""180"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1219,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL  (UCIN) ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""6"", ""NRO_TOTAL_CAMAS"": ""180"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1220,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI) ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""6"", ""NRO_TOTAL_CAMAS"": ""180"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1221,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN DE PEDIATRÍA  PEDIATRÍA  GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""47"", ""NRO_TOTAL_CAMAS"": ""1410"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1222,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""52"", ""NRO_TOTAL_CAMAS"": ""1560"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1223,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""14"", ""NRO_TOTAL_CAMAS"": ""420"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1224,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""8"", ""NRO_TOTAL_CAMAS"": ""240"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1225,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""12"", ""NRO_TOTAL_CAMAS"": ""360"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1226,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""6"", ""NRO_TOTAL_CAMAS"": ""180"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1227,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""3"", ""NRO_TOTAL_CAMAS"": ""90"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1228,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""20"", ""NRO_TOTAL_CAMAS"": ""600"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1229,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""40"", ""NRO_TOTAL_CAMAS"": ""1200"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1230,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""40"", ""NRO_TOTAL_CAMAS"": ""1200"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1231,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""97"", ""NRO_TOTAL_CAMAS"": ""2910"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1232,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUROLOGÍA PEDIÁTRICA,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""28"", ""NRO_TOTAL_CAMAS"": ""840"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1233,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN DE MEDICINA MEDICINA TROPICAL E INFECCIOSAS ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""20"", ""NRO_TOTAL_CAMAS"": ""600"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,1234,Q07,REVISAR,"Camas = pacientes-día × días del mes: posible desplazamiento, no confirmado",2015,09,00006206,NACIONAL  DOS DE MAYO,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""252"", ""NRO_TOTAL_CAMAS"": ""7560"", ""ANHO"": ""2015"", ""MES"": ""09"", ""dias_mes"": 30.0}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,718,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,11,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""354"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""180"", ""ocupacion_auditada"": 1.9666666666666666}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,719,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,11,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""835"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""660"", ""ocupacion_auditada"": 1.2651515151515151}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,735,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,12,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""431"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""186"", ""ocupacion_auditada"": 2.317204301075269}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,744,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,12,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""449"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""372"", ""ocupacion_auditada"": 1.206989247311828}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,746,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,12,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""133"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""93"", ""ocupacion_auditada"": 1.4301075268817205}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,763,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,10,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""888"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""682"", ""ocupacion_auditada"": 1.3020527859237536}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,767,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,10,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""391"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""186"", ""ocupacion_auditada"": 2.1021505376344085}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,777,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,09,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""274"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""180"", ""ocupacion_auditada"": 1.5222222222222221}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2015_v1.csv,798,Q08,REVISAR,Ocupación auditada mayor a 120%,2015,09,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""2301"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""1890"", ""ocupacion_auditada"": 1.2174603174603174}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
