"ANHO","MES","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","SECTOR","CATEGORIA","CO_IPRESS","RAZON_SOC","CA_CONSULTORIOS","CA_CONSULTORIOS_FN","CA_CAMAS","CA_MEDICOS_TOTAL","CA_MEDICOS_SERUM","CA_MEDICOS_RESIDENTES","CA_ENFERMERAS","CA_ODONTOLOGOS","CA_PSICOLOGOS","CA_NUTRICIONISTAS","CA_TECNOLOGOS_MEDICOS","CA_OBSTETRICES","CA_FARMACEUTICOS","CA_AUXILIARES","CA_OTROS_PROF","CA_AMBULANCIAS"
"2015","12","200101","PIURA","PIURA","PIURA","PRIVADO","II-1","00018310","SANNA - CLINICA BELEN","9","37","45","19","0","13","34","0","1","1","0","6","2","60","1","1"
"2015","04","160108","LORETO","MAYNAS","PUNCHANA","GOBIERNO REGIONAL","III-1","00000003","HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""","53","53","249","62","0","12","54","6","2","1","4","14","4","44","24","2"
"2015","08","160108","LORETO","MAYNAS","PUNCHANA","GOBIERNO REGIONAL","III-1","00000003","HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""","53","53","249","108","1","12","132","5","2","2","6","56","22","44","16","1"
"2015","11","160108","LORETO","MAYNAS","PUNCHANA","GOBIERNO REGIONAL","III-1","00000003","HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""","53","53","371","78","0","40","156","7","4","1","5","36","6","372","11","1"
"2015","09","160108","LORETO","MAYNAS","PUNCHANA","GOBIERNO REGIONAL","III-1","00000003","HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""","53","53","249","108","1","12","132","5","2","2","6","56","22","44","16","1"
"2015","08","120101","JUNIN","HUANCAYO","HUANCAYO","GOBIERNO REGIONAL","III-E","00000753","HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION DE HUANCAYO","63","82","209","141","0","35","150","5","7","4","10","6","9","134","64","4"
"2015","10","120101","JUNIN","HUANCAYO","HUANCAYO","GOBIERNO REGIONAL","III-E","00000753","HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION DE HUANCAYO","63","82","209","125","0","35","150","5","7","4","10","6","9","134","64","4"
"2015","07","120101","JUNIN","HUANCAYO","HUANCAYO","GOBIERNO REGIONAL","III-E","00000753","HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION DE HUANCAYO","31","93","122","145","25","34","84","9","6","3","16","15","22","324","133","4"
"2015","10","040101","AREQUIPA","AREQUIPA","AREQUIPA","GOBIERNO REGIONAL","III-1","00001231","HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA","115","117","665","276","0","72","269","4","3","7","0","25","11","401","27","2"
"2015","09","040101","AREQUIPA","AREQUIPA","AREQUIPA","GOBIERNO REGIONAL","III-1","00001231","HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA","115","117","665","276","0","72","269","4","3","7","0","25","11","401","27","2"
"2015","08","040101","AREQUIPA","AREQUIPA","AREQUIPA","GOBIERNO REGIONAL","III-1","00001231","HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA","115","117","665","276","0","72","269","4","3","7","0","25","11","401","27","2"
"2015","12","040101","AREQUIPA","AREQUIPA","AREQUIPA","GOBIERNO REGIONAL","III-1","00001232","HOSPITAL GOYENECHE","44","44","271","129","0","39","138","3","4","4","3","21","8","224","6","1"
"2015","09","080101","CUSCO","CUSCO","CUSCO","GOBIERNO REGIONAL","III-1","00002289","HOSPITAL DE APOYO DEPARTAMENTAL CUSCO","43","50","311","126","0","36","159","3","3","2","5","37","7","5","3","2"
"2015","08","080101","CUSCO","CUSCO","CUSCO","GOBIERNO REGIONAL","III-1","00002289","HOSPITAL DE APOYO DEPARTAMENTAL CUSCO","43","50","311","112","0","36","159","3","3","2","5","37","7","5","3","2"
"2015","10","080101","CUSCO","CUSCO","CUSCO","GOBIERNO REGIONAL","III-1","00002289","HOSPITAL DE APOYO DEPARTAMENTAL CUSCO","43","50","311","126","0","36","159","3","3","2","5","37","7","5","5","2"
"2015","12","080101","CUSCO","CUSCO","CUSCO","GOBIERNO REGIONAL","III-1","00002289","HOSPITAL DE APOYO DEPARTAMENTAL CUSCO","43","50","311","126","0","36","159","3","3","2","5","37","7","5","3","2"
"2015","11","080101","CUSCO","CUSCO","CUSCO","GOBIERNO REGIONAL","III-1","00002289","HOSPITAL DE APOYO DEPARTAMENTAL CUSCO","43","50","311","126","0","36","159","3","3","2","5","37","7","5","3","2"
"2015","11","080106","CUSCO","CUSCO","SANTIAGO","GOBIERNO REGIONAL","III-1","00002305","ANTONIO LORENA DEL CUSCO","36","30","172","142","0","8","161","3","5","1","0","37","6","390","7","3"
"2015","12","080106","CUSCO","CUSCO","SANTIAGO","GOBIERNO REGIONAL","III-1","00002305","ANTONIO LORENA DEL CUSCO","36","30","181","154","0","10","168","3","5","2","0","37","10","423","26","3"
"2015","10","080106","CUSCO","CUSCO","SANTIAGO","GOBIERNO REGIONAL","III-1","00002305","ANTONIO LORENA DEL CUSCO","36","30","171","141","0","8","162","3","5","1","0","37","7","410","7","3"
"2015","09","080106","CUSCO","CUSCO","SANTIAGO","GOBIERNO REGIONAL","III-1","00002305","ANTONIO LORENA DEL CUSCO","36","30","171","141","0","8","155","3","5","1","0","35","5","380","7","2"
"2015","08","080106","CUSCO","CUSCO","SANTIAGO","GOBIERNO REGIONAL","III-1","00002305","ANTONIO LORENA DEL CUSCO","36","30","171","118","0","7","100","3","5","1","0","27","3","26","6","2"
"2015","12","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","47","51","280","218","0","26","197","2","4","9","6","19","9","278","18","2"
"2015","11","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","47","52","280","228","0","26","184","2","3","8","5","21","8","285","19","2"
"2015","10","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","47","52","280","217","0","26","194","2","3","8","6","21","9","290","18","2"
"2015","06","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","46","52","298","179","0","33","198","2","4","9","6","22","8","367","39","2"
"2015","07","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","47","57","298","179","0","33","198","2","4","9","6","22","8","367","39","2"
"2015","09","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","47","55","280","225","0","26","192","2","3","8","5","18","9","272","18","2"
"2015","08","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","47","53","280","223","0","26","188","1","4","8","6","20","9","290","39","2"
"2015","02","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","46","54","278","179","0","33","198","2","4","9","6","22","8","367","39","2"
"2015","01","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","GOBIERNO REGIONAL","III-1","00005195","HOSPITAL BELEN DE TRUJILLO","46","53","278","179","0","33","198","2","4","9","6","22","8","367","39","2"
