"ANHO";"MES";"UBIGEO";"DEPARTAMENTO";"PROVINCIA";"DISTRITO";"SECTOR";"CATEGORIA";"CO_IPRESS";"RAZON_SOC";"ID_HOSPITALIZACION";"HOSPITALIZACION";"NRO_TOTAL_HOSPIT_ING";"NRO_TOTAL_HOSPIT_EGR";"NRO_TOTAL_ESTANCIAS";"NRO_TOTAL_PACIENTES_CAMAS";"NRO_TOTAL_CAMAS";"DIAS_CAMA_DISPONIBLE";"NRO_TOTAL_FALLECIDOS"
"2024";"10";"050110";"AYACUCHO";"HUAMANGA";"SAN JUAN BAUTISTA";"ESSALUD";"II-1";"00011775";"HOSPITAL II HUAMANGA";"243200";"HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA";"57";"57";"140";"135";"5";"155";"0"
"2024";"10";"050110";"AYACUCHO";"HUAMANGA";"SAN JUAN BAUTISTA";"ESSALUD";"II-1";"00011775";"HOSPITAL II HUAMANGA";"242300";"HOSPITALIZACIÓN DE PEDIATRÍA  PEDIATRÍA  GENERAL ";"100";"100";"328";"293";"11";"341";"1"
"2024";"10";"150501";"LIMA";"CAÑETE";"SAN VICENTE DE CAÑETE";"ESSALUD";"II-1";"00010536";"HOSPITAL II CAÑETE";"241800";"HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ";"99";"89";"569";"579";"25";"752";"3"
"2024";"10";"150501";"LIMA";"CAÑETE";"SAN VICENTE DE CAÑETE";"ESSALUD";"II-1";"00010536";"HOSPITAL II CAÑETE";"240100";"HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ";"86";"89";"362";"301";"11";"348";"0"
"2024";"10";"150501";"LIMA";"CAÑETE";"SAN VICENTE DE CAÑETE";"ESSALUD";"II-1";"00010536";"HOSPITAL II CAÑETE";"241600";"HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ";"88";"81";"153";"158";"6";"191";"0"
"2024";"10";"150501";"LIMA";"CAÑETE";"SAN VICENTE DE CAÑETE";"ESSALUD";"II-1";"00010536";"HOSPITAL II CAÑETE";"241500";"HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA  ";"13";"13";"29";"30";"1";"32";"0"
"2024";"10";"150501";"LIMA";"CAÑETE";"SAN VICENTE DE CAÑETE";"ESSALUD";"II-1";"00010536";"HOSPITAL II CAÑETE";"242500";"HOSPITALIZACIÓN-PEDIATRÍA GENERAL-";"32";"32";"93";"91";"3";"108";"0"
"2024";"06";"150701";"LIMA";"HUAROCHIRI";"MATUCANA";"GOBIERNO REGIONAL";"II-1";"00005850";"HOSPITAL SAN JUAN DE MATUCANA";"241600";"HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ";"3";"3";"3";"3";"4";"120";"0"
"2024";"06";"150701";"LIMA";"HUAROCHIRI";"MATUCANA";"GOBIERNO REGIONAL";"II-1";"00005850";"HOSPITAL SAN JUAN DE MATUCANA";"241800";"HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL ";"1";"2";"5";"4";"3";"90";"0"
"2024";"06";"150701";"LIMA";"HUAROCHIRI";"MATUCANA";"GOBIERNO REGIONAL";"II-1";"00005850";"HOSPITAL SAN JUAN DE MATUCANA";"242500";"HOSPITALIZACIÓN-PEDIATRÍA GENERAL-";"1";"1";"5";"5";"2";"60";"0"
