anio,mes,ubigeo,departamento,provincia,distrito,sector,categoria_ipress,codigo_ipress,nombre_ipress,id_hospitalizacion,servicio_hospitalizacion,total_ingresos,total_egresos,total_estancias,total_pacientes_camas,total_camas,total_camas_disponibles,total_fallecidos,dias_mes,promedio_estancia,tasa_fallecidos,ratio_camas_disponibles,ocupacion_estimada,presion_ingresos_camas,rotacion_camas,diferencia_ingresos_egresos,nivel_riesgo,nivel_riesgo_codificado
2015,3,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,00005987,HOSPITAL MARIA AUXILIADORA,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,248,293,2519,2418,90,2791,0,31,8.597269624573379,0.0,31.011111111111113,0.8666666666666667,0.08885704048728055,3.2555555555555555,-45,alto,2
2015,3,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,00005987,HOSPITAL MARIA AUXILIADORA,241400,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA,646,892,2632,2477,94,2922,0,31,2.9506726457399104,0.0,31.085106382978722,0.8500343170899107,0.22108145106091717,9.48936170212766,-246,alto,2
2015,3,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,00005987,HOSPITAL MARIA AUXILIADORA,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,152,149,1642,1884,70,2170,9,31,11.020134228187919,0.06040268456375839,31.0,0.8682027649769585,0.07004608294930875,2.1285714285714286,3,alto,2
2015,3,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,00005987,HOSPITAL MARIA AUXILIADORA,242100,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA,41,44,330,331,14,331,2,31,7.5,0.045454545454545456,23.642857142857142,0.7626728110599078,0.12386706948640483,3.142857142857143,-3,alto,2
2015,3,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,00005987,HOSPITAL MARIA AUXILIADORA,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,162,151,863,860,44,1364,1,31,5.71523178807947,0.006622516556291391,31.0,0.6304985337243402,0.1187683284457478,3.4318181818181817,11,medio,1
2015,3,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,00005987,HOSPITAL MARIA AUXILIADORA,243200,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,57,292,2311,2163,74,2306,7,31,7.914383561643835,0.023972602739726026,31.16216216216216,0.9428945074106364,0.024718126626192542,3.945945945945946,-235,alto,2
2015,3,150135,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,00007733,"INSTITUTO NACIONAL DE SALUD MENTAL ""HONORIO DELGADO - HIDEYO NOGUCHI""",242202,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA PSIQUIATRÍA DEL ADULTO Y GERONTE,27,23,1369,1811,62,1922,0,31,59.52173913043478,0.0,31.0,0.9422476586888657,0.01404786680541103,0.3709677419354839,4,alto,2
2015,3,150135,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,00007733,"INSTITUTO NACIONAL DE SALUD MENTAL ""HONORIO DELGADO - HIDEYO NOGUCHI""",242205,HOSPITALIZACIÓN MEDICINA PSIQUIATRÍA PISIQUIATRIA/ SALUD MENTAL Y ADICCIONES,3,6,404,304,19,589,0,31,67.33333333333333,0.0,31.0,0.5161290322580645,0.0050933786078098476,0.3157894736842105,-3,bajo,0
2015,3,150137,LIMA,LIMA,SANTA ANITA,MINSA,III-1,00005948,HOSPITAL HERMILIO VALDIZAN,242200,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,86,84,22165,4918,210,6510,1,31,263.8690476190476,0.011904761904761904,31.0,0.7554531490015362,0.013210445468509985,0.4,2,medio,1
2015,3,150137,LIMA,LIMA,SANTA ANITA,MINSA,III-1,00005948,HOSPITAL HERMILIO VALDIZAN,242204,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA REHABILITACIÓN PSIQUIÁTRICA / REINSERCIÓN,22,22,516,526,20,620,0,31,23.454545454545453,0.0,31.0,0.8483870967741935,0.035483870967741936,1.1,0,medio,1
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,396,371,3198,3466,120,3712,2,30,8.619946091644206,0.005390835579514825,30.933333333333334,0.9627777777777777,0.10668103448275862,3.091666666666667,25,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,240200,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,23,21,275,313,15,450,0,30,13.095238095238095,0.0,30.0,0.6955555555555556,0.051111111111111114,1.4,2,bajo,0
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,240800,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA,23,18,382,513,23,690,0,30,21.22222222222222,0.0,30.0,0.7434782608695653,0.03333333333333333,0.782608695652174,5,medio,1
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,240900,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,30,25,434,431,15,450,0,30,17.36,0.0,30.0,0.9577777777777777,0.06666666666666667,1.6666666666666667,5,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,66,58,944,754,30,900,0,30,16.275862068965516,0.0,30.0,0.8377777777777777,0.07333333333333333,1.9333333333333333,8,medio,1
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,79,79,795,804,32,960,0,30,10.063291139240507,0.0,30.0,0.8375,0.08229166666666667,2.46875,0,medio,1
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,241500,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,198,186,1246,1343,53,1590,0,30,6.698924731182796,0.0,30.0,0.8446540880503145,0.12452830188679245,3.509433962264151,12,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,241600,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,411,391,1568,1726,79,2370,0,30,4.010230179028133,0.0,30.0,0.7282700421940929,0.17341772151898735,4.949367088607595,20,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,241700,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA GINECOLOGIA ONCOLOGICA,28,26,157,225,8,240,0,30,6.038461538461538,0.0,30.0,0.9375,0.11666666666666667,3.25,2,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,241800,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,22,26,154,130,6,180,2,30,5.923076923076923,0.07692307692307693,30.0,0.7222222222222222,0.12222222222222222,4.333333333333333,-4,medio,1
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,577,544,7119,7160,245,7591,48,30,13.086397058823529,0.08823529411764706,30.983673469387757,0.9741496598639455,0.0760110657357397,2.220408163265306,33,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,132,126,591,519,38,1140,0,30,4.690476190476191,0.0,30.0,0.45526315789473687,0.11578947368421053,3.3157894736842106,6,medio,1
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,243200,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,334,331,1254,1296,76,2280,1,30,3.788519637462236,0.0030211480362537764,30.0,0.5684210526315789,0.14649122807017545,4.355263157894737,3,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,250100,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),29,27,342,175,6,180,2,30,12.666666666666666,0.07407407407407407,30.0,0.9722222222222222,0.16111111111111112,4.5,2,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-1,00006207,NACIONAL ARZOBISPO LOAYZA,250200,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL (UCIN),21,24,240,435,16,480,3,30,10.0,0.125,30.0,0.90625,0.04375,1.5,-3,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,240900,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,151,74,1442,1155,40,1200,1,30,19.486486486486488,0.013513513513513514,30.0,0.9625,0.12583333333333332,1.85,77,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,241100,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,2,2,4,1,1,30,0,30,2.0,0.0,30.0,0.03333333333333333,0.06666666666666667,2.0,0,bajo,0
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,243400,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUROLOGÍA PEDIÁTRICA,20,20,429,319,20,600,0,30,21.45,0.0,30.0,0.5316666666666666,0.03333333333333333,1.0,0,bajo,0
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,244800,HOSPITALIZACIÓN-HOSPITALIZACIÓN DE MEDICINA-GERIATRIA,14,16,333,353,20,600,0,30,20.8125,0.0,30.0,0.5883333333333334,0.023333333333333334,0.8,-2,bajo,0
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,244900,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA NEURODEGENERATIVAS,24,21,477,668,44,1320,0,30,22.714285714285715,0.0,30.0,0.5060606060606061,0.01818181818181818,0.4772727272727273,3,bajo,0
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,245000,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA NEUROVASCULARES Y METABOLICAS,22,23,581,453,17,510,1,30,25.26086956521739,0.043478260869565216,30.0,0.888235294117647,0.043137254901960784,1.3529411764705883,-1,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,245100,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA ENFERMEDADES INFECCIOSAS/TRANSMISIBLES DEL SISTEMA NERVIOSO,26,24,975,745,28,840,1,30,40.625,0.041666666666666664,30.0,0.8869047619047619,0.030952380952380953,0.8571428571428571,2,alto,2
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,245200,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA EPILEPSIA/EPILEPTOLOGIA,33,29,252,297,17,510,0,30,8.689655172413794,0.0,30.0,0.5823529411764706,0.06470588235294118,1.7058823529411764,4,bajo,0
2015,4,150101,LIMA,LIMA,LIMA,MINSA,III-2,00006209,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,250106,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEUROLÓGICA,5,2,10,99,5,150,2,30,5.0,1.0,30.0,0.66,0.03333333333333333,0.4,3,bajo,0
2015,4,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,132,120,267,262,9,270,0,30,2.225,0.0,30.0,0.9703703703703703,0.4888888888888889,13.333333333333334,12,alto,2
2015,4,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,32,33,235,226,9,270,0,30,7.121212121212121,0.0,30.0,0.837037037037037,0.11851851851851852,3.6666666666666665,-1,medio,1
2015,4,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,9,8,26,58,2,60,0,30,3.25,0.0,30.0,0.9666666666666667,0.15,4.0,1,alto,2
2015,4,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241500,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,74,73,151,130,5,150,0,30,2.0684931506849313,0.0,30.0,0.8666666666666667,0.49333333333333335,14.6,1,alto,2
2015,4,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,113,118,1003,761,28,840,12,30,8.5,0.1016949152542373,30.0,0.905952380952381,0.13452380952380952,4.214285714285714,-5,alto,2
2015,4,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,74,70,234,251,9,270,1,30,3.342857142857143,0.014285714285714285,30.0,0.9296296296296296,0.2740740740740741,7.777777777777778,4,alto,2
2015,4,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,250304,HOSPIT. EN UNIDAD DE CUID.INTEN.-UNIDAD DE VIGILANCIA INTENSIVA (UVI)-MEDICINA,4,5,11,24,4,120,0,30,2.2,0.0,30.0,0.2,0.03333333333333333,1.25,-1,bajo,0
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240200,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,31,27,211,291,11,330,0,30,7.814814814814815,0.0,30.0,0.8818181818181818,0.09393939393939393,2.4545454545454546,4,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240400,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR,19,22,373,514,19,570,1,30,16.954545454545453,0.045454545454545456,30.0,0.9017543859649123,0.03333333333333333,1.1578947368421053,-3,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240700,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,24,84,620,639,22,660,1,30,7.380952380952381,0.011904761904761904,30.0,0.9681818181818181,0.03636363636363636,3.8181818181818183,-60,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240801,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA QUEMADOS,35,42,531,547,20,600,0,30,12.642857142857142,0.0,30.0,0.9116666666666666,0.058333333333333334,2.1,-7,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240900,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,16,36,729,644,22,660,1,30,20.25,0.027777777777777776,30.0,0.9757575757575757,0.024242424242424242,1.6363636363636365,-20,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,20,48,871,846,36,1080,0,30,18.145833333333332,0.0,30.0,0.7833333333333333,0.018518518518518517,1.3333333333333333,-28,medio,1
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,12,22,314,184,7,210,0,30,14.272727272727273,0.0,30.0,0.8761904761904762,0.05714285714285714,3.142857142857143,-10,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242000,HOSPITALIZACIÓN DE MEDICINA MEDICINA TROPICAL E INFECCIOSAS,9,44,612,576,27,810,0,30,13.909090909090908,0.0,30.0,0.7111111111111111,0.011111111111111112,1.6296296296296295,-35,medio,1
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,0,215,2983,2371,83,2490,1,30,13.874418604651163,0.004651162790697674,30.0,0.9522088353413655,0.0,2.5903614457831323,-215,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242600,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA CARDIOLOGÍA PEDIÁTRICA,22,29,454,500,22,660,2,30,15.655172413793103,0.06896551724137931,30.0,0.7575757575757576,0.03333333333333333,1.3181818181818181,-7,medio,1
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242700,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA DERMATOLOGÍA PEDIÁTRICA,1,31,219,229,9,270,0,30,7.064516129032258,0.0,30.0,0.8481481481481481,0.003703703703703704,3.4444444444444446,-30,medio,1
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242900,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA GASTROENTEROLOGÍA PEDIÁTRICA,5,14,262,298,10,300,1,30,18.714285714285715,0.07142857142857142,30.0,0.9933333333333333,0.016666666666666666,1.4,-9,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243000,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA GINECOLOGÍA PEDIÁTRICA,7,11,48,111,14,120,0,30,4.363636363636363,0.0,8.571428571428571,0.2642857142857143,0.058333333333333334,0.7857142857142857,-4,bajo,0
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243100,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEFROLOGÍA PEDIÁTRICA,3,10,225,178,6,180,0,30,22.5,0.0,30.0,0.9888888888888889,0.016666666666666666,1.6666666666666667,-7,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243200,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,0,11,192,287,10,300,1,30,17.454545454545453,0.09090909090909091,30.0,0.9566666666666667,0.0,1.1,-11,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUMOLOGÍA PEDIÁTRICA,3,20,791,664,23,630,1,30,39.55,0.05,27.391304347826086,0.9623188405797102,0.004761904761904762,0.8695652173913043,-17,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243400,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUROLOGÍA PEDIÁTRICA,0,18,210,448,15,450,0,30,11.666666666666666,0.0,30.0,0.9955555555555555,0.0,1.2,-18,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243500,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA OFTALMOLOGÍA PEDIÁTRICA,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243700,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA OTORRINOLARINGOLOGÍA PEDIÁTRICA,16,12,46,123,12,360,0,30,3.8333333333333335,0.0,30.0,0.3416666666666667,0.044444444444444446,1.0,4,bajo,0
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,244500,HOSPITALIZACIÓN DE MEDICINA HEMATOLOGÍA,1,10,230,115,4,120,1,30,23.0,0.1,30.0,0.9583333333333334,0.008333333333333333,2.5,-9,alto,2
2015,4,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,250108,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) PEDIÁTRICA,0,6,289,458,16,464,6,30,48.166666666666664,1.0,29.0,0.9541666666666667,0.0,0.375,-6,alto,2
2015,4,150108,LIMA,LIMA,CHORRILLOS,MINSA,III-2,00007734,"INSTITUTO NACIONAL DE REHABILITACION ""DRA. ADRIANA REBAZA FLORES"" AMISTAD PERU - JAPON",240000,HOSPITALIZACIÓN,9,8,757,704,36,1080,0,30,94.625,0.0,30.0,0.6518518518518519,0.008333333333333333,0.2222222222222222,1,bajo,0
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,293,309,4344,3974,117,3510,9,30,14.058252427184467,0.02912621359223301,30.0,1.132193732193732,0.08347578347578348,2.641025641025641,-16,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240200,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,26,26,343,360,12,360,0,30,13.192307692307692,0.0,30.0,1.0,0.07222222222222222,2.1666666666666665,0,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240700,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,43,43,164,232,7,210,0,30,3.813953488372093,0.0,30.0,1.1047619047619048,0.20476190476190476,6.142857142857143,0,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240800,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA,10,12,397,296,10,300,0,30,33.083333333333336,0.0,30.0,0.9866666666666667,0.03333333333333333,1.2,-2,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240900,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,37,34,860,1061,22,660,2,30,25.294117647058822,0.058823529411764705,30.0,1.6075757575757577,0.05606060606060606,1.5454545454545454,3,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241100,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,7,7,34,41,6,180,0,30,4.857142857142857,0.0,30.0,0.22777777777777777,0.03888888888888889,1.1666666666666667,0,bajo,0
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,73,75,1355,1157,50,1500,0,30,18.066666666666666,0.0,30.0,0.7713333333333333,0.048666666666666664,1.5,-2,medio,1
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,20,21,227,246,12,360,0,30,10.80952380952381,0.0,30.0,0.6833333333333333,0.05555555555555555,1.75,-1,bajo,0
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241400,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA,21,21,34,124,6,180,0,30,1.619047619047619,0.0,30.0,0.6888888888888889,0.11666666666666667,3.5,0,medio,1
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241500,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,80,80,355,854,35,1050,0,30,4.4375,0.0,30.0,0.8133333333333334,0.0761904761904762,2.2857142857142856,0,medio,1
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241600,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,742,746,1934,2886,73,2190,0,30,2.5924932975871315,0.0,30.0,1.3178082191780822,0.33881278538812787,10.219178082191782,-4,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241800,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,29,31,759,559,18,540,5,30,24.483870967741936,0.16129032258064516,30.0,1.0351851851851852,0.053703703703703705,1.7222222222222223,-2,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,332,305,3674,4772,170,5100,41,30,12.045901639344262,0.13442622950819672,30.0,0.9356862745098039,0.06509803921568627,1.7941176470588236,27,alto,2
2015,4,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,242200,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,15,13,54,100,3,90,0,30,4.153846153846154,0.0,30.0,1.1111111111111112,0.16666666666666666,4.333333333333333,2,alto,2
