variable,importancia
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA GINECOLOGIA GINECOLOGIA ONCOLOGICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA GINECOLOGIA,0.0
categoricas__ubigeo_150114,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA CIRUGIA PLASTICA/RECONSTRUCTIVA/ REPARADORA QUEMADOS,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA CIRUGIA PLASTICA/RECONSTRUCTIVA/ REPARADORA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA CIRUGIA PEDIATRICA,0.0
categoricas__ubigeo_150117,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA CIRUGIA GENERAL,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA CIRUGIA DE TRANSPLANTES,0.0
categoricas__ubigeo_150119,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA NEUROVASCULARES Y METABOLICAS,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA NEURODEGENERATIVAS,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA EPILEPSIA/EPILEPTOLOGIA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA ENFERMEDADES INFECCIOSAS/TRANSMISIBLES DEL SISTEMA NERVIOSO,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA NEFROLOGIA,0.0
categoricas__ubigeo_150122,0.0
categoricas__ubigeo_150124,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA HEMATOLOGÍA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA GINECOLOGIA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA GERIATRIA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA GASTROENTEROLOGÍA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA ENDOCRINOLOGIA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA DERMATOLOGÍA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA CARDIOLOGIA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE DÍA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA REUMATOLOGÍA,0.0
categoricas__distrito_LURIN,0.0
categoricas__distrito_LURIGANCHO,0.0
categoricas__distrito_LOS OLIVOS,0.0
categoricas__distrito_LA MOLINA,0.0
categoricas__distrito_INDEPENDENCIA,0.0
categoricas__distrito_EL AGUSTINO,0.0
categoricas__distrito_COMAS,0.0
categoricas__distrito_CHORRILLOS,0.0
categoricas__distrito_CARABAYLLO,0.0
categoricas__distrito_BRE?A,0.0
categoricas__distrito_ATE,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA REHABILITACIÓN PSIQUIÁTRICA / REINSERCIÓN,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA PSIQUIATRÍA DEL NIÑO Y DEL ADOLESCENTE,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA PSIQUIATRÍA DEL ADULTO Y GERONTE,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA PSIQUIATRÍA - HOSPITALIZACIÓN DE DÍA,0.0
categoricas__servicio_hospitalizacion_UNIDAD DE CUIDADOS CRITICOS UNIDAD DE QUEMADOS (GRAN QUEMADO),0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA CARDIOLOGIA,0.0
categoricas__codigo_ipress_00006211,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA PSIQUIATRÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA OTORRINOLARINGOLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA ONCOLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA OFTALMOLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUROLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUMOLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_OTROS PROCED. DIAGNÓSTICOS Y TERAPÉUTICOS-NEUMOLÓGICOS-,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEFROLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA GASTROENTEROLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA ENDOCRINOLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA DERMATOLOGÍA PEDIÁTRICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACION QUIRURGICA CIRUGIA OFTALMOLOGICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE MEDICINA-NEUROLOGIA -NEUROLOGIA DE LA CONDUCTA,0.0
categoricas__servicio_hospitalizacion_MEDICINA DE REHABILITACIÓN / MEDICINA FÍSICA Y REHABILITACIÓN,0.0
categoricas__servicio_hospitalizacion_MEDIC. DE REHAB. / MEDICINA FÍS.Y REHAB.-REHABILITACIÓN FÍSICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN-HOSPITALIZACIÓN DE MEDICINA-GERIATRIA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA ONCOLOGÍA QUIRÚRGICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA GINECOLOGIA ONCOLOGICA,0.0
categoricas__codigo_ipress_00006164,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA,0.0
categoricas__servicio_hospitalizacion_UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEUROLÓGICA,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA,0.0
categoricas__ubigeo_150103,0.0
categoricas__servicio_hospitalizacion_UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL (UCIN),0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DIGESTIVA,0.0
categoricas__servicio_hospitalizacion_UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS (UCIN) PEDIÁTRICOS,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TRANSPLANTES,0.0
categoricas__servicio_hospitalizacion_UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEUROLOGICA,0.0
categoricas__codigo_ipress_00006153,0.0
categoricas__codigo_ipress_00006151,0.0
categoricas__codigo_ipress_00006124,0.0
categoricas__codigo_ipress_00006088,0.0
categoricas__codigo_ipress_00006084,0.0
categoricas__codigo_ipress_00006079,0.0
categoricas__codigo_ipress_00005991,0.0
categoricas__codigo_ipress_00005948,0.0
categoricas__codigo_ipress_00008353,0.0
categoricas__codigo_ipress_00008317,0.0
categoricas__codigo_ipress_00007734,0.0
categoricas__codigo_ipress_00007733,0.0
categoricas__codigo_ipress_00007634,0.0
categoricas__codigo_ipress_00007633,0.0
categoricas__ubigeo_150106,0.0
categoricas__ubigeo_150102,0.0
categoricas__distrito_ANCON,0.0
categoricas__provincia_LIMA,0.0
categoricas__departamento_LIMA,0.0
categoricas__ubigeo_150143,0.0
categoricas__ubigeo_150141,0.0
categoricas__ubigeo_150140,0.0
categoricas__ubigeo_150136,0.0
categoricas__ubigeo_150132,0.0
categoricas__ubigeo_150129,0.0
categoricas__servicio_hospitalizacion_UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEONATOLOGIA,0.0
categoricas__servicio_hospitalizacion_UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) CARDIOVASCULAR,0.0
categoricas__servicio_hospitalizacion_PATOLOGÍA CLÍNICA (LABORATORIO CLÍNICO)-HEMATOLOGÍA -,0.0
categoricas__servicio_hospitalizacion_OTROS PROCED. DIAGNÓSTICOS Y TERAPÉUTICOS-REHAB. EN SALUD MENTAL-PSIQUIATRÍA GRUPAL,0.0
categoricas__servicio_hospitalizacion_OTROS PROCED. DIAGNÓSTICOS Y TERAPÉUTICOS-NEUROLÓGICOS -,0.0
categoricas__servicio_hospitalizacion_HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA CARDIOLOGÍA PEDIÁTRICA,0.0
