evaluacion,modelo,anio_prueba,accuracy,balanced_accuracy,precision_macro,recall_macro,specificity_macro,f1_macro,roc_auc_ovr_macro,probabilidad_maxima_promedio
baseline_temporal,Clase_Mayoritaria,2025,0.619105199516324,0.3333333333333333,0.20636839983877467,0.3333333333333333,0.6666666666666666,0.25491660443116754,0.5,1.0
baseline_temporal,Persistencia_Riesgo_Actual,2025,0.7891979040709391,0.7295855806314869,0.7309836737747478,0.7295855806314869,0.8767251500075934,0.7302732890540464,0.8031553653195402,1.0
baseline_temporal,Regla_Ocupacion_Actual,2025,0.6253526803708183,0.6159855024655565,0.5570264225378487,0.6159855024655565,0.8194300660116008,0.5614743634644782,0.7177077842385787,1.0
