variable,anio_prueba,importancia_f1_macro_media,importancia_f1_macro_std,f1_macro_sin_permutar,n_test,n_muestra,repeticiones,random_state,metodo,es_causal,conjunto
max_presion_3m,2022,-0.0027465732699160084,0.000963235509769822,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
promedio_pacientes_camas_3m,2022,0.0003191969708167264,0.0018651489786938018,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
promedio_camas_disponibles_3m,2022,-0.004619458728427468,0.0009697061704808173,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
meses_alto_ultimos_3m,2022,0.0002942493492208061,0.0004161314203875211,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
meses_alto_ultimos_6m,2022,-0.007894064168634732,0.004641050936300929,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
meses_medio_alto_ultimos_3m,2022,-0.0020236254798346267,0.00019828647114818898,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
meses_consecutivos_alto,2022,0.00159160932540033,0.0019451791211844904,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
margen_umbral_alto,2022,-0.0025870117110310766,0.00239131982251091,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
margen_umbral_medio,2022,0.00045533837312639047,0.0006553703104183737,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
distancia_absoluta_umbral_alto,2022,0.001536287640225768,0.004891511778514192,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
crecimiento_demanda_1m,2022,6.19000662116509e-05,0.0011206128829236814,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
crecimiento_capacidad_1m,2022,-0.0024705296300609656,0.0014995815150123373,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
brecha_crecimiento_demanda_capacidad,2022,-0.004116911074785623,0.001953069614325529,0.6912024146387475,4397,1000,3,42,permutacion_en_test_temporal,False,D
anio,2023,0.0,0.0,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
mes,2023,0.003423532179627505,0.003497433113191164,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
departamento,2023,0.0,0.0,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
provincia,2023,0.0,0.0,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
distrito,2023,0.004868906749683211,0.005547114714487764,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
sector,2023,-0.0074283702728581424,0.0020979555945329193,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
categoria_ipress,2023,0.00197335994912462,0.0009872924941092427,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
servicio_hospitalizacion,2023,-0.0005997392483045131,0.0020326006426829675,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
total_ingresos,2023,-0.0008935865622811864,0.0020640764472765753,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
total_egresos,2023,0.002271028090169843,0.0026223169376018525,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
total_estancias,2023,0.003801795537145991,0.0011399618210245423,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
total_pacientes_camas,2023,-0.0007864961191444975,0.00018634860992959094,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
total_camas,2023,0.0007479464869353247,0.0009195767817542637,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
total_camas_disponibles,2023,0.003031012127071168,0.00038893543307502975,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
total_fallecidos,2023,0.001933916382280761,0.0009350263325491916,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
dias_mes,2023,0.0030440504334945384,0.0036106714031903455,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_estancia,2023,0.00225540970913,0.0011645749839519345,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
tasa_fallecidos,2023,0.0007431326991658901,0.0016986672053846657,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
ratio_camas_disponibles,2023,-0.0034279979581269457,0.0008738982593883998,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_estimada,2023,0.023644884536251576,0.00515248345476063,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
presion_ingresos_camas,2023,0.0014125768467961504,0.0017420297822377839,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
rotacion_camas,2023,-0.0007011443946542221,0.0005662760125688186,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
diferencia_ingresos_egresos,2023,-0.003951901121217312,0.0030448906447307325,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
trimestre,2023,-3.7205449859449104e-05,5.261645178542509e-05,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
semestre,2023,0.0,0.0,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
mes_sin,2023,-0.002452023801843987,0.0008150997675955703,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
mes_cos,2023,-0.0020173013251919927,0.0015922126812237742,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
es_fin_de_anio,2023,0.0,0.0,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_ocupacion,2023,0.004360354835762581,0.007045336060570327,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_presion,2023,0.0011430799418578792,0.0007457794189356978,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_ingresos,2023,-0.0005046284208733617,0.0016147684120317413,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_egresos,2023,-0.0020909019238435356,0.002124823206151124,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_estancias,2023,-0.0017570082527506765,0.0007831378975518759,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_ocupacion_1m,2023,-0.0036396238697889625,0.0010567892752156454,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_presion_1m,2023,-0.0039786984961054,0.0005616846289499689,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_ingresos_1m,2023,-0.001033103676736517,0.0035433540448733944,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_egresos_1m,2023,0.0011984081761009142,0.0018649542770729486,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_lag_1m,2023,0.004506268126085604,0.0004127263179664671,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_lag_2m,2023,-0.002498572426889889,0.0019512783126204077,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_lag_3m,2023,0.007455493031083134,0.0036507308047127158,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
pacientes_camas_lag_1m,2023,-0.0002745408755017535,0.0015708891531870585,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
pacientes_camas_lag_2m,2023,-0.0015407136606856442,0.0026338204012849456,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
camas_disponibles_lag_1m,2023,-0.0030482306575140283,0.0033551800785556526,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
camas_disponibles_lag_2m,2023,-0.0029182230552075397,0.0007392843261685026,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
ingresos_lag_1m,2023,-0.002939701015913713,0.00018207755353069648,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
ingresos_lag_2m,2023,-0.002229118737635353,0.0015414116415463893,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
egresos_lag_1m,2023,0.0022081314465705417,0.001360942626726389,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
egresos_lag_2m,2023,-0.0023913495709434094,0.0010800248985092303,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
cambio_ocupacion_2m,2023,-0.002274885650994022,0.0028019178120035552,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
cambio_pacientes_camas_1m,2023,-0.0030229664359654462,0.0013633475441676378,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
cambio_camas_disponibles_1m,2023,-0.003258589377466148,0.0022098921747589185,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
aceleracion_ocupacion,2023,-0.0030556494356032138,0.0009540415642485788,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
max_ocupacion_3m,2023,0.00033176435460417303,0.0037407161489597875,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
min_ocupacion_3m,2023,-0.0019420504616333156,0.0021640693811736432,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
desviacion_ocupacion_3m,2023,-0.0035542596327510965,0.0004569938335256027,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_ocupacion_6m,2023,0.017740474879741026,0.002537021467625136,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
max_presion_3m,2023,-0.0008407582328084547,0.0012649606045591155,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_pacientes_camas_3m,2023,-0.0022834818048741803,0.0008396775513196021,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
promedio_camas_disponibles_3m,2023,-0.0005041708406022435,0.0005139538572610805,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
meses_alto_ultimos_3m,2023,0.0011632369766961803,0.00046670847387235464,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
meses_alto_ultimos_6m,2023,0.0016482175082288923,0.003915015710872312,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
meses_medio_alto_ultimos_3m,2023,0.0007402843896129699,0.0010317138544468103,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
meses_consecutivos_alto,2023,0.00033501465547584414,0.004562796158870594,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
margen_umbral_alto,2023,-0.0009980549850686267,0.0012741240265398237,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
margen_umbral_medio,2023,-3.9992691380367575e-05,0.0005326355430626455,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
distancia_absoluta_umbral_alto,2023,0.0060213790637754965,0.005045007765826811,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
crecimiento_demanda_1m,2023,-0.0023185547404625715,0.0007183838112175197,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
crecimiento_capacidad_1m,2023,-0.0023434917794335672,0.002634975176877271,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
brecha_crecimiento_demanda_capacidad,2023,-0.0007035048813561392,0.0020432142060635605,0.6993109448231204,4595,1000,3,42,permutacion_en_test_temporal,False,D
anio,2024,0.0,0.0,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
mes,2024,0.005756112840542671,0.003362748446431657,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
departamento,2024,0.0,0.0,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
provincia,2024,0.0,0.0,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
distrito,2024,-0.005107271021224473,0.002908418881316341,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
sector,2024,-0.0008613572258341362,0.0022531332769064128,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
categoria_ipress,2024,-0.008434306258855143,0.0021195635496194867,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
servicio_hospitalizacion,2024,-0.004172866362247156,0.0030380170834895916,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
total_ingresos,2024,-0.0038333337240698726,0.0017092821122878053,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
total_egresos,2024,-0.004387414149457129,0.0017843444113453274,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
total_estancias,2024,-0.003999702049310512,0.002712969085204036,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
total_pacientes_camas,2024,-0.005170993553341867,0.001211048063081894,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
total_camas,2024,0.000981441709070589,0.0007603035063900998,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
total_camas_disponibles,2024,-0.003653509275118094,0.001193836248897008,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
total_fallecidos,2024,-0.0013987800004354363,0.0010009482915306752,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
dias_mes,2024,-5.054718142501654e-05,0.0007885451467058543,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_estancia,2024,-0.0014673653653674013,0.0007056015773219852,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
tasa_fallecidos,2024,-0.0018861617890200133,0.0005932831798606037,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
ratio_camas_disponibles,2024,-0.0020214895524127696,0.000489532669394526,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_estimada,2024,0.016337524659716014,0.004384056240845031,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
presion_ingresos_camas,2024,-0.00032347656026650756,0.00036130176782935475,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
rotacion_camas,2024,-0.003072300904005343,0.0020370490956335505,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
diferencia_ingresos_egresos,2024,0.0003378562534676055,0.005164868053402611,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
trimestre,2024,0.0,0.0,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
semestre,2024,0.0,0.0,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
mes_sin,2024,-0.003543739508090652,0.0015035607239580822,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
mes_cos,2024,-0.0025594843592014658,0.0013073064808563225,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
es_fin_de_anio,2024,0.0,0.0,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_ocupacion,2024,-0.0066310475755808245,0.0010081017896784717,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_presion,2024,-0.0021656237344153486,0.0030491073740608657,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_ingresos,2024,0.0019756507904503304,0.0020821090176849897,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_egresos,2024,-0.00018411832705785466,0.0008574740297763934,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_movil_3m_estancias,2024,-0.003897249414896183,0.0009705673122598907,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_ocupacion_1m,2024,-0.001329320079677269,0.0016329546922519565,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_presion_1m,2024,0.000730384730085872,0.0015742840119297749,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_ingresos_1m,2024,-0.0018370391253707357,0.001473124483602867,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
tendencia_egresos_1m,2024,0.00271073916624065,0.0011247556848338767,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_lag_1m,2024,-0.009535194103074277,0.0034517026910738597,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_lag_2m,2024,-0.0024732571028950323,0.0003995575247132772,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
ocupacion_lag_3m,2024,-0.002494253642005728,0.0025505978271957302,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
pacientes_camas_lag_1m,2024,-0.0020333024173929313,0.0009126074162554728,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
pacientes_camas_lag_2m,2024,-0.006262145402022301,0.0006130941929831898,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
camas_disponibles_lag_1m,2024,0.0003877577898539301,0.0005483723253272444,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
camas_disponibles_lag_2m,2024,-0.0016462589668179521,0.0018162074311640461,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
ingresos_lag_1m,2024,-0.0007309536464394917,0.0020053846192600627,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
ingresos_lag_2m,2024,0.0008980507330421291,0.0009892104967129044,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
egresos_lag_1m,2024,-0.0006258822815957688,0.0005075821652684704,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
egresos_lag_2m,2024,0.0008433659341420263,0.002442952659388776,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
cambio_ocupacion_2m,2024,-0.002506676284451966,0.0012305433492228002,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
cambio_pacientes_camas_1m,2024,0.0004792706488169207,0.0008304281858638535,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
cambio_camas_disponibles_1m,2024,-0.001433557044344928,0.00024385305658919357,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
aceleracion_ocupacion,2024,-0.004248432764634639,0.0017803500671050862,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
max_ocupacion_3m,2024,-0.008586370049537106,0.0029737963368768297,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
min_ocupacion_3m,2024,-0.007985324876921865,0.0020162117000575093,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
desviacion_ocupacion_3m,2024,-0.007253447402476132,0.0005115499389195278,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_ocupacion_6m,2024,-0.000554528749653079,0.009895733091465497,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
max_presion_3m,2024,-0.0006110648466117752,0.001775497816635925,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_pacientes_camas_3m,2024,-0.0007743688239899571,0.0011300459599127915,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
promedio_camas_disponibles_3m,2024,-0.0011515682162661633,0.002206610545967983,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
meses_alto_ultimos_3m,2024,-0.0012700400687013873,0.0003592618503980912,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
meses_alto_ultimos_6m,2024,-0.0014720243933304216,0.002417487525538562,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
meses_medio_alto_ultimos_3m,2024,-0.0008022736129264704,0.0003109486680197995,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
meses_consecutivos_alto,2024,2.622909424728389e-06,0.005238870750256666,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
margen_umbral_alto,2024,0.0015922927222575822,0.0023140449431602876,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
margen_umbral_medio,2024,-0.0011050484420086122,0.0008053760570975929,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
distancia_absoluta_umbral_alto,2024,-0.0015279251873047868,0.003364856187032584,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
crecimiento_demanda_1m,2024,-0.0011640051955434199,0.0009555489693380362,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
crecimiento_capacidad_1m,2024,-3.1942486239685174e-05,0.002252607214596961,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
brecha_crecimiento_demanda_capacidad,2024,1.5854345727817076e-05,0.0010633321718606097,0.7018856047146329,4606,1000,3,42,permutacion_en_test_temporal,False,D
