modo,evaluacion,modelo,anio_prueba,accuracy,precision_macro,recall_macro,f1_macro,probabilidad_maxima_promedio
interpretable,aleatoria,Regresion_Logistica,,0.8425916522798822,0.8044010725054603,0.8331496234409288,0.8153956768941875,0.7822707962027087
interpretable,aleatoria,Random_Forest,,0.9901492840459023,0.9845641321595039,0.9873957493031597,0.9859566019652878,0.729993309663503
interpretable,aleatoria,XGBoost,,0.9977658170001016,0.997100137772124,0.997009064912148,0.9970511915237995,0.998185932636261
interpretable,temporal,Regresion_Logistica,2026.0,0.8497438816163916,0.7999421304112903,0.8294797930947476,0.8134132882351562,0.8005305024443577
interpretable,temporal,Random_Forest,2026.0,0.9982925441092771,0.9969932450552607,0.9976388129582124,0.9973152854196002,0.7768659017937979
interpretable,temporal,XGBoost,2026.0,0.9994308480364257,0.9996988858777476,0.9990476190476191,0.9993725031843524,0.9990246891975403
