anio_prueba,n_test,log_loss,brier_multiclase,confianza_media_maxima,accuracy_argmax,brecha_confianza_accuracy,ece_clase_0,brier_clase_0,clase,bin,limite_inferior,limite_superior,ultimo_bin_incluye_1,n_bin,probabilidad_media,frecuencia_observada,ece_clase,brier_clase,ece_clase_1,brier_clase_1,ece_clase_2,brier_clase_2,ece_macro,alerta_calibracion,observacion,test_sha256,probabilidades_sha256
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,0,0.0,0.1,False,1273,0.03217236508235982,0.06441476826394343,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,1,0.1,0.2,False,438,0.14562063039914114,0.22602739726027396,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,2,0.2,0.3,False,366,0.24716928947330172,0.3469945355191257,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,3,0.3,0.4,False,242,0.3485334046369742,0.45867768595041325,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,4,0.4,0.5,False,178,0.4475718296310875,0.47752808988764045,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,5,0.5,0.6,False,188,0.5516056513532679,0.675531914893617,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,6,0.6,0.7,False,175,0.6516285232135228,0.7257142857142858,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,7,0.7,0.8,False,225,0.7566118004586961,0.8,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,8,0.8,0.9,False,305,0.8525237396115163,0.8786885245901639,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
2018,4292,0.617826206547055,0.35829003555388167,0.7483483854288935,0.7292637465051258,0.01908463892376766,0.015900756161349002,0.09445977614655325,2,9,0.9,1.0,True,902,0.9587192053012468,0.9789356984478935,0.050565456828610855,0.11994450407080964,0.0400528350684081,0.14388575533651873,0.050565456828610855,0.11994450407080964,0.03550634935278932,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",9ed833ef2ca13459e0be1cc9a3797134fe3bd383cee7f256534e2624ea225cbb,6fd72a158b5f7a63271dd92408629db11d7f64a7da327c0669de84f466bb9413
