modo,evaluacion,modelo,anio_prueba,accuracy,precision_macro,recall_macro,f1_macro,probabilidad_maxima_promedio
completo,aleatoria,Regresion_Logistica,,0.8457398192342845,0.8087395044744491,0.8359322290438521,0.8194186547698729,0.7868680109507417
completo,aleatoria,Random_Forest,,0.9800954605463593,0.9686676351331646,0.9755035662186282,0.972018442842801,0.6741653777578467
completo,aleatoria,XGBoost,,0.9980704783182696,0.9975166633974178,0.9974729237361255,0.9974939405338592,0.9982170462608337
completo,temporal,Regresion_Logistica,2026.0,0.8571428571428571,0.8113580976445393,0.8375205012826443,0.8228665093206926,0.8053713546057447
completo,temporal,Random_Forest,2026.0,0.9863403528742174,0.9752749792032537,0.9814205811850792,0.9782728874583517,0.6818152686007632
completo,temporal,XGBoost,2026.0,0.9994308480364257,0.9996988858777476,0.9990476190476191,0.9993725031843524,0.9990512728691101
